"pair","type","cosine_similarity","prompt_similarity"
"compass-pregnancy","unrelated",0.155365520032337,0.01
"zombie-recently","unrelated",0.215570164809762,0.045
"pretty-beautiful","related",0.828722558679014,0.91
"exceptional-remarkable","related",0.760108827085297,0.742
"method-magazine","unrelated",0.288457528471312,0.245
"process-turtle","unrelated",0.268283689687582,0.045
"escort-landlord","unrelated",0.406773203638895,0.142
"fair-map","unrelated",0.24210366836888,0.227
"series-episode","related",0.553567117250896,0.872
"fragment-angry","unrelated",0.229411889647537,0.1
"sheriff-planning","unrelated",0.169034644177975,0.235
"anger-rage","related",0.555106375342618,0.912
"valve-organize","unrelated",0.219985788875964,0.09
"back-minister","unrelated",0.233856385346029,0.215
"nanny-maid","related",0.486481121848022,0.742
"bread-cheese","related",0.436453545951591,0.845
"kilometer-meter","related",0.431294918053631,0.873
"hormone-adrenaline","related",0.443301287075062,0.845
"skin-buyer","unrelated",0.259542705773791,0.102
"flu-disease","related",0.368424426375844,0.8
"bowl-effect","unrelated",0.275632731153892,0.124
"darkness-eat","unrelated",0.220802050618082,0
"trust-lover","unrelated",0.466200246362698,0.654
"stadium-break","unrelated",0.225090942144622,0.165
"what-that","related",0.651597996710813,0.567
"tour-concert","related",0.491604439724951,0.742
"terrible-leader","unrelated",0.183049214518217,0.275
"tour-creature","unrelated",0.330934336362675,0.215
"pension-confirm","unrelated",0.272642235017426,0.115
"insert-put","related",0.570691798538322,0.721
"error-mistake","related",0.545919759236362,0.847
"compassionate-draw","unrelated",0.200006790640122,0.204
"strength-force","related",0.53635611027232,0.752
"profile-description","related",0.608015845383543,0.754
"art-literature","related",0.37845198358098,0.875
"sum-highway","unrelated",0.230919899422011,0.1
"volunteer-sport","unrelated",0.276392111064853,0.347
"moon-system","unrelated",0.257209758893153,0.215
"help-assist","related",0.640839729590242,0.95
"sweet-income","unrelated",0.324541055731309,0.152
"grave-cemetery","related",0.495671053772044,0.85
"rusty-dusty","related",0.575446966673822,0.462
"round-around","related",0.73080501134957,0.1
"calendar-schedule","related",0.691967315460705,0.85
"hill-reactor","unrelated",0.213433127812956,0.05
"dog-closure","unrelated",0.235204076368666,0.05
"silk-cotton","related",0.531991191460958,0.824
"shadow-study","unrelated",0.293161031768768,0.245
"operate-street","unrelated",0.267226044351138,0.125
"choice-option","related",0.788927062637507,0.874
"freely-free","related",0.579809358094896,0.786
"jeep-knowledge","unrelated",0.248074706474202,0.05
"inspector-gun","unrelated",0.266263602720487,0.245
"food-meal","related",0.500255472811491,0.872
"resignation-dismissal","related",0.496326166707411,0.812
"killer-murderer","related",0.507438324112697,0.9
"practice-wish","unrelated",0.315976908473849,0.205
"society-community","related",0.43595656694214,0.875
"search-find","related",0.730086900781318,0.875
"ping-ding","related",0.593087337116848,0.35
"focus-concentrate","related",0.505641383803351,0.768
"gambling-december","unrelated",0.243983629992945,0.05
"shield-unfair","unrelated",0.270114425756735,0.1
"occasionally-rarely","related",0.687166225226735,0.762
"today-practically","unrelated",0.348896147307956,0.1
"autopsy-analysis","related",0.422112959338553,0.562
"code-shoot","unrelated",0.319025599800339,0.15
"platform-irresponsible","unrelated",0.179400790654588,0
"natural-artificial","related",0.482038600302677,0.766
"monster-creature","related",0.660459587814379,0.804
"attention-autumn","unrelated",0.228753328645675,0.12
"occur-happen","related",0.717233844308825,0.872
"invasion-frighten","unrelated",0.245350463516119,0.245
"sexual-physical","related",0.431230479526324,0.432
"rusty-upper","unrelated",0.249859031220487,0.099
"sin-crime","related",0.321989740384111,0.875
"collect-gather","related",0.853197465617905,0.873
"youth-artery","unrelated",0.23357475764217,0.045
"terminal-give","unrelated",0.310457434915127,0.125
"evil-cruelty","related",0.405207949032482,0.845
"body-corpse","related",0.506539486110687,0.823
"fresh-save","unrelated",0.366108515753374,0.234
"porn-friend","unrelated",0.336501594342023,0.21
"box-bag","related",0.510281967342546,0.754
"south-north","related",0.711658558860175,0.846
"sky-heavenly","related",0.3604125292935,0.652
"dvd-video","related",0.407794810281144,0.872
"dose-document","unrelated",0.284193085039968,0.12
"ambulance-helicopter","related",0.463631260738405,0.75
"nude-defeat","unrelated",0.187975166306372,0.05
"instinct-intuition","related",0.665441154233648,0.732
"kidnapper-snow","unrelated",0.164061643715092,0.01
"pound-idiot","unrelated",0.256448857618591,0.045
"alive-centimeter","unrelated",0.134826908428976,0
"factory-morning","unrelated",0.26781123677638,0.145
"ass-butt","related",0.48410501446002,0.85
"portal-voluntarily","unrelated",0.303174427071311,0.1
"naïve-stupid","related",0.384067526577375,0.55
"charity-minute","unrelated",0.176255412922614,0.075
"crew-ship","related",0.462815549212077,0.897
"company-corporation","related",0.655356492595275,0.876
"baron-countess","related",0.470675572527129,0.785
"risky-urine","unrelated",0.249657411043307,0.065
"symptom-village","unrelated",0.229108159583659,0.125
"rodeo-improvement","unrelated",0.181299478427478,0.105
"policy-hamburger","unrelated",0.161588021480568,0.05
"curse-cargo","unrelated",0.294903104883219,0.056
"minimum-maximum","related",0.609884117062276,0.834
"support-assistance","related",0.555733999754302,0.845
"stamp-signature","related",0.615027719271348,0.762
"liquid-fluid","related",0.765279637895496,0.85
"reception-cute","unrelated",0.231765325935531,0.102
"cow-literature","unrelated",0.147933960144418,0.05
"analyst-activate","unrelated",0.2908145063437,0.214
"piano-guitar","related",0.595473096059381,0.764
"tool-instrument","related",0.674292621191302,0.875
"second-minute","related",0.623593260602108,0.753
"word-vision","unrelated",0.439241292797056,0.562
"locked-artillery","unrelated",0.209007914301171,0.1
"already-tomato","unrelated",0.218334698665744,0
"lamp-vote","unrelated",0.245674314477785,0.05
"june-july","related",0.744461424927182,0.856
"charm-beauty","related",0.502539220225149,0.76
"tough-nausea","unrelated",0.226861467656874,0.137
"trick-indicate","unrelated",0.313969689502089,0.1
"confirmation-confirm","related",0.864905462202718,0.678
"current-hallucination","unrelated",0.175500695492038,0.075
"stomach-poker","unrelated",0.270734364494275,0.045
"rain-snow","related",0.538102812793369,0.876
"fire-flame","related",0.595593776649943,0.887
"queen-king","related",0.590601528881116,0.91
"divorce-marriage","related",0.620363985175437,0.875
"diamond-strange","unrelated",0.225921447337226,0.1
"witness-disappointment","unrelated",0.209258907480029,0.213
"silent-silence","related",0.67005570173188,0.857
"management-administrative","related",0.504865537387955,0.845
"hand-joke","unrelated",0.304906061125299,0.15
"fire-understand","unrelated",0.15415807552951,0.112
"plan-friendly","unrelated",0.208967974768942,0.125
"conspiracy-bad","unrelated",0.234435759607368,0.215
"plan-strategy","related",0.697034292894254,0.837
"area-child","unrelated",0.278797475544527,0.265
"conference-attacker","unrelated",0.197696941943364,0.105
"drive-shoe","unrelated",0.315202759114271,0.1
"gossip-scandal","related",0.58912326363239,0.786
"injustice-smell","unrelated",0.18914525940971,0.05
"internet-web","related",0.721837976009116,0.9
"end-finish","related",0.750493180803796,0.875
"old-young","related",0.566605455532302,0.827
"theft-robbery","related",0.700055655009594,0.9
"dry-unable","unrelated",0.270322037338675,0.08
"cavalry-artillery","related",0.437937155067665,0.842
"pleasure-joy","related",0.560910110143331,0.872
"train-bus","related",0.45763956888139,0.754
"majesty-thumb","unrelated",0.254757608019296,0.045
"hire-finish","unrelated",0.295681782343225,0.227
"supernatural-paranormal","related",0.716133173207355,0.876
"boys-monitor","unrelated",0.231244272292269,0.215
"run-festival","unrelated",0.286509772010986,0.324
"empty-full","related",0.542904554538116,0.842
"radar-satellite","related",0.481664077478886,0.786
"bribe-blackmail","related",0.585322039805417,0.834
"route-path","related",0.635170254448701,0.872
"palace-video","unrelated",0.194002770069829,0.112
"caliber-motel","unrelated",0.153408438462962,0.12
"sergeant-obviously","unrelated",0.207592097778712,0.1
"general-maximum","unrelated",0.332159407108951,0.217
"gossip-prisoner","unrelated",0.277730902370067,0.215
"class-radiation","unrelated",0.232950626189607,0.124
"orphanage-convent","related",0.440839782156875,0.245
"bribe-girls","unrelated",0.173798063292966,0.047
"governor-senator","related",0.524370149845939,0.742
"modern-traditional","related",0.51916010223956,0.658
"similar-son","unrelated",0.40687141076966,0.215
"cloud-money","unrelated",0.280231449331492,0.15
"waiter-waitress","related",0.887357158714569,0.9
"night-evening","related",0.595860973491352,0.85
"choice-write","unrelated",0.395821319190714,0.321
"insult-inside","unrelated",0.284405562712011,0.134
"camera-build","unrelated",0.262466328426134,0.21
"voice-accent","related",0.459564250691627,0.752
"desire-holiday","unrelated",0.202973958764443,0.412
"stress-depression","related",0.441033528529205,0.829
"loyalty-newspaper","unrelated",0.182445006867081,0.12
"glorious-glory","related",0.729224441184231,0.832
"ninja-samurai","related",0.577492424598312,0.845
"career-reputation","related",0.359021778041055,0.722
"chip-device","related",0.421171304984736,0.654
"reason-cause","related",0.678879978357748,0.85
"warning-message","related",0.491840833025276,0.75
"crown-weekly","unrelated",0.186404582916183,0.124
"dog-cat","related",0.602607547130479,0.95
"maybe-powerless","unrelated",0.172510638015185,0.15
"worm-wedding","unrelated",0.272043664306927,0.052
"research-murderer","unrelated",0.164358316348232,0.12
"roman-greek","related",0.388907016886034,0.754
"here-ding","unrelated",0.331193295834337,0.1
"window-door","related",0.515123247003332,0.8
"valuable-important","related",0.482257848371573,0.782
"wound-tragic","unrelated",0.322682082451925,0.245
"load-solar","unrelated",0.236652810244141,0.276
"firm-hose","unrelated",0.285118874301136,0.12
"rocket-missile","related",0.46355350879336,0.875
"out-about","related",0.61437439295613,0.21
"nest-egg","related",0.487359956353115,0.95
"aspirin-morphine","related",0.378288947675962,0.754
"responsibility-syndrome","unrelated",0.197556874783182,0.224
"majority-camping","unrelated",0.118309131031651,0.051
"construction-build","related",0.721873514995822,0.85
"opinion-attitude","related",0.48709565436637,0.742
"rain-federation","unrelated",0.201882302695671,0.045
"stick-meet","unrelated",0.297106803207753,0.134
"golf-tennis","related",0.567951529987146,0.789
"virus-client","unrelated",0.265075777563037,0.1
"industry-business","related",0.540204239970946,0.876
"sometimes-injection","unrelated",0.239265499084121,0.125
"expensive-journalist","unrelated",0.170628794999442,0.245
"husband-wife","related",0.653213291676875,1
"protein-bury","unrelated",0.236922615499932,0.02
"ideal-perfect","related",0.659377296847523,0.853
"trailer-attempt","unrelated",0.387445764612018,0.125
"health-force","unrelated",0.29675592599383,0.245
"parliament-senate","related",0.596105625810143,0.872
"boot-shoe","related",0.380081631713182,0.902
"near-champagne","unrelated",0.177304475061598,0.1
"exceptional-explode","unrelated",0.315342678464346,0.112
"landing-garbage","unrelated",0.224149699526935,0.125
"illegal-young","unrelated",0.267326897061763,0.125
"okay-often","unrelated",0.325051313008329,0.1
"chip-ride","unrelated",0.259125113425731,0.2
"place-morphine","unrelated",0.22401747028027,0.045
"birth-pregnancy","related",0.488030232272475,0.892
"jungle-forest","related",0.484710150554558,0.891
"banana-strawberry","related",0.400730056857412,0.754
"private-privacy","related",0.635402251769994,0.826
"model-prototype","related",0.595070960882054,0.845
"west-east","related",0.577507922401555,0.857
"burst-mystery","unrelated",0.270158231014508,0.221
"floor-carpet","related",0.54227162589334,0.875
"necessary-bag","unrelated",0.25342223459545,0.245
"view-perspective","related",0.504416460138208,0.782
"mile-ransom","unrelated",0.238508464377434,0.045
"banking-financial","related",0.545677490537237,0.873
"explanation-plausible","related",0.331845305710891,0.245
"shot-shoot","related",0.720187277113114,0.7
"try-castle","unrelated",0.28102634718387,0.102
"total-waitress","unrelated",0.187233203962236,0.207
"forbidden-prohibit","related",0.595900406414801,0.867
"suck-lick","related",0.508028061441368,0.85
"point-indicate","related",0.409994908285726,0.312
"admit-mission","unrelated",0.248555199355939,0.245
"quiet-flour","unrelated",0.13115307129951,0.047
"top-woman","unrelated",0.289440475020016,0.215
"risk-wet","unrelated",0.26005079106886,0.112
"rifle-gun","related",0.540124578879616,0.95
"always-constantly","related",0.61644359715854,0.827
"leave-abandon","related",0.506146970161774,0.762
"radius-expect","unrelated",0.224898512361638,0.045
"male-female","related",0.800387828804132,0.901
"album-meter","unrelated",0.358338876953934,0.125
"caesar-pilot","unrelated",0.241110111359687,0.045
"whiskey-vodka","related",0.597691913717385,0.85
"beach-mechanical","unrelated",0.231122941575858,0.1
"century-contrary","unrelated",0.17886071664384,0.125
"flee-long","unrelated",0.216872767594926,0.1
"shadow-dark","related",0.570514051313001,0.85
"envelope-package","related",0.408549182565745,0.756
"helmet-fruit","unrelated",0.229623132241293,0.05
"purpose-intention","related",0.495683183300175,0.821
"hospitality-need","unrelated",0.280263565421917,0.321
"protein-vitamin","related",0.424130804026539,0.785
"privilege-storm","unrelated",0.22918217528753,0.05
"soldier-warrior","related",0.576451623625227,0.85
"coach-sufficient","unrelated",0.213248773224109,0.1
"count-calculate","related",0.543628719090476,0.652
"check-bottom","unrelated",0.381543835869102,0.212
"basketball-football","related",0.524109658365696,0.823
"pocket-wallet","related",0.408017119335288,0.872
"shop-mathematics","unrelated",0.158369999574433,0.1
"air-family","unrelated",0.253274923922404,0.125
"candidate-pleasant","unrelated",0.292885662210613,0.1
"myth-exhibition","unrelated",0.276991358021362,0.215
"firm-agency","related",0.464250478214746,0.682
"horn-flame","unrelated",0.300037551759425,0.065
"angel-devil","related",0.602984743312982,0.845
"experience-knowledge","related",0.544325057286541,0.843
"journalism-bed","unrelated",0.106430514007005,0.05
"noble-left","unrelated",0.215285699094592,0.125
"senior-junior","related",0.637104172276633,0.872
"base-headquarters","related",0.382436199014117,0.234
"irony-ironic","related",0.900426134075498,0.9
"supernatural-lecture","unrelated",0.220904503885416,0.152
"september-october","related",0.643777873640735,0.875
"champion-fighter","related",0.385116950275298,0.762
"terrible-horrible","related",0.849541039529439,0.865
"admit-confess","related",0.671377334833535,0.812
"skin-tissue","related",0.404326721033997,0.842
"swallow-chew","related",0.627242306013897,0.321
"file-document","related",0.616312142246031,0.872
"comment-brother","unrelated",0.231050402741852,0.15
"man-primary","unrelated",0.258106891621496,0.245
"porn-movie","related",0.452123522539375,0.732
"pleasure-local","unrelated",0.188416968314712,0.21
"penalty-imprisonment","related",0.484303319235788,0.742
"washington-biological","unrelated",0.109545586655125,0.1
"pub-strategy","unrelated",0.222110948419391,0.112
"balance-merchant","unrelated",0.29928141972791,0.345
"desire-wish","related",0.458737271423918,0.847
"youth-childhood","related",0.491509457303553,0.872
"obstacle-challenge","related",0.502970914765419,0.754
"cement-plastic","related",0.338967231012398,0.542
"basketball-ceremony","unrelated",0.211867160155573,0.12
"imperial-emperor","related",0.597215174365677,0.857
"glasses-cap","related",0.321097654111953,0.245
"uncomfortable-boy","unrelated",0.247501313444217,0.125
"relative-pain","unrelated",0.283769378013056,0.215
"club-bar","related",0.46466944488424,0.872
"carnival-festival","related",0.585374298090206,0.876
"golden-silver","related",0.553645340454721,0.842
"orgasm-cold","unrelated",0.1787580971919,0.05
"cabinet-continue","unrelated",0.173271252429299,0.05
"soldier-activity","unrelated",0.180244834135947,0.215
"gambling-poker","related",0.636555743504481,0.9
"mouth-dismissal","unrelated",0.15035470238853,0.045
"stomach-chest","related",0.474879688715261,0.215
"big-savior","unrelated",0.223681220492521,0.205
"engagement-wedding","related",0.486512141701648,0.872
"arsenal-graduate","unrelated",0.125677858237843,0.112
"law-childhood","unrelated",0.193379605331684,0.35
"piano-cartel","unrelated",0.217214878014935,0.045
"bravo-safety","unrelated",0.20320455902106,0.112
"camera-microphone","related",0.469681365315792,0.738
"useful-lady","unrelated",0.250615592324144,0.21
"dinner-misery","unrelated",0.203767589257814,0.2
"policy-politician","related",0.374403050158194,0.754
"hill-mountain","related",0.434256880114025,0.847
"management-probably","unrelated",0.266374693223472,0.1
"concern-worry","related",0.682762775858749,0.859
"one-torture","unrelated",0.1805063445219,0.25
"toast-bacon","related",0.377854899650501,0.785
"valve-ventilation","related",0.447466318448923,0.726
"colony-gay","unrelated",0.155829562025366,0.2
"baron-agency","unrelated",0.261735713417232,0.215
"culture-civilization","related",0.510949950485374,0.785
"flag-assassin","unrelated",0.217268929702471,0.1
"swear-sauce","unrelated",0.339149112286489,0.095
"outside-equip","unrelated",0.383953074994512,0.2
"bring-send","related",0.528882885382707,0.812
"experiment-test","related",0.655768604917038,0.85
"instinct-school","unrelated",0.225427195466891,0.215
"security-safety","related",0.595956000236428,0.835
"enemy-liver","unrelated",0.224320844437348,0.001
"choose-select","related",0.649987275351958,0.861
"resistance-amazing","unrelated",0.213361701915556,0.099
"innocent-guilty","related",0.546354436159152,0.842
"yoga-massage","related",0.385318806772091,0.754
"evolution-mutation","related",0.474149727187886,0.856
"plant-agreement","unrelated",0.187518834948301,0.15
"mail-music","unrelated",0.351930216242352,0.21
"majesty-highness","related",0.560847580881642,0.837
"thief-devotion","unrelated",0.17887992527309,0.072
"mafia-cartel","related",0.349609572281452,0.753
"pyramid-structure","related",0.351335276011145,0.743
"detonator-creepy","unrelated",0.149836240980518,0.1
"scratch-opponent","unrelated",0.282401376359872,0.125
"recover-legend","unrelated",0.262567057890779,0.102
"describe-express","related",0.467518841421865,0.742
"hospital-development","unrelated",0.24244429647292,0.245
"plague-epidemic","related",0.612213126327736,0.927
"aids-restaurant","unrelated",0.18100522370003,0.095
"minimum-politician","unrelated",0.134705736456456,0.215
"value-price","related",0.570267859087898,0.85
"midnight-noon","related",0.495649032900008,0.5
"choose-evaluation","unrelated",0.401393280731279,0.523
"telegram-letter","related",0.472596483806292,0.754
"stay-photo","unrelated",0.242476939280333,0.215
"key-lock","related",0.508705991012833,0.95
"empty-tennis","unrelated",0.178423486560848,0.125
"tired-effective","unrelated",0.318696089875519,0.2
"law-constitution","related",0.486469592779746,0.872
"chaos-confusion","related",0.554775274998316,0.864
"rock-poem","unrelated",0.238614597122719,0.221
"student-teacher","related",0.561453237227571,0.901
"ring-arrogance","unrelated",0.241841312935258,0.045
"pirate-protocol","unrelated",0.265230286150089,0.12
"trick-joke","related",0.499087384061737,0.752
"resistance-resist","related",0.664721106754195,0.8
"genius-scientist","related",0.403548733727292,0.758
"helmet-hat","related",0.389945225501989,0.654
"opposite-delicious","unrelated",0.217106052657716,0.045
"unreasonable-alibi","unrelated",0.24155318283758,0.215
"say-tell","related",0.679224971392412,0.789
"girl-boy","related",0.694765434325428,0.85
"hand-arm","related",0.510573697874854,0.85
"playboy-zone","unrelated",0.276594185694996,0.051
"capital-romantic","unrelated",0.255883308467825,0.1
"process-procedure","related",0.681219713262449,0.785
"move-transfer","related",0.549006081659579,0.765
"special-confidence","unrelated",0.260477638736899,0.372
"gain-flight","unrelated",0.35072942744555,0.215
"short-long","related",0.540050160920467,0.783
"banana-rage","unrelated",0.194994507834671,0.05
"dose-injection","related",0.503871751381392,0.85
"general-colonel","related",0.407939304574575,0.625
"load-cargo","related",0.55130097248399,0.875
"analyst-investigator","related",0.535572692516357,0.794
"contact-marketing","unrelated",0.417091798101498,0.742
"snack-prototype","unrelated",0.26056812661879,0.12
"replace-penis","unrelated",0.160446813282386,0.12
"lie-convent","unrelated",0.276798427933627,0.045
"soft-winner","unrelated",0.188760424753735,0.125
"antidote-vaccine","related",0.432092972596659,0.75
"darkness-light","related",0.373858213073266,0.867
"mars-great","unrelated",0.312988852307928,0.1
"point-mercy","unrelated",0.244146306628703,0.126
"compliment-gate","unrelated",0.232181859190202,0.05
"moon-sun","related",0.563867290942871,0.876
"grain-flour","related",0.549279220057737,0.912
"diarrhea-nausea","related",0.410650886379279,0.785
"gang-group","related",0.584591881733713,0.732
"service-maintenance","related",0.465317764049439,0.785
"summer-divine","unrelated",0.203118184633203,0.102
"rocket-wife","unrelated",0.227899821871394,0.05
"privilege-honor","related",0.579399885857664,0.647
"smile-treatment","unrelated",0.292810269509531,0.245
"route-medal","unrelated",0.254699581963031,0.12
"hero-close","unrelated",0.170555404250763,0.212
"romeo-juliet","related",0.66593217767624,0.95
"budget-phrase","unrelated",0.301721298532967,0.245
"nude-naked","related",0.80600410143621,0.9
"national-copy","unrelated",0.232139491314436,0.15
"nickname-sell","unrelated",0.27388785548571,0.1
"tumor-cancer","related",0.659406266465105,0.9
"alone-lonely","related",0.624159849826848,0.872
"data-absurd","unrelated",0.216377566127609,0.112
"author-dollar","unrelated",0.204395767882336,0.215
"mud-vitamin","unrelated",0.228580232842571,0.075
"form-brave","unrelated",0.234496973523057,0.215
"ticket-hide","unrelated",0.348346829867351,0.1
"secretary-assistant","related",0.446731289409104,0.81
"jealous-sermon","unrelated",0.182576487350581,0.065
"hello-bye","related",0.540164665114439,0.9
"final-ultimate","related",0.637392260669858,0.75
"ridiculous-absurd","related",0.610367985020035,0.85
"reporter-journalist","related",0.743410542754983,0.9
"tenant-landlord","related",0.493287212194149,0.887
"rock-stone","related",0.453455952803582,0.912
"room-bedroom","related",0.551466367553207,0.873
"bee-ant","related",0.295476193813061,0.85
"daughter-son","related",0.506774631636849,0.95
"person-individual","related",0.729761898324173,0.91
"brand-generous","unrelated",0.22046979328126,0.1
"volunteer-voluntarily","related",0.63783757658764,0.654
"astronaut-come","unrelated",0.22671236546139,0.05
"bible-book","related",0.489740082491397,0.857
"miserable-pathetic","related",0.391182668299631,0.75
"monster-chapel","unrelated",0.142126350383873,0.1
"africa-oxygen","unrelated",0.270168776448915,0.1
"tobacco-king","unrelated",0.191292331960207,0.045
"internal-juice","unrelated",0.253528402134864,0.15
"seller-buyer","related",0.750520722252015,0.961
"safe-accusation","unrelated",0.205380850349458,0.135
"witty-military","unrelated",0.222378525354534,0.15
"hospitality-gratitude","related",0.397922243018337,0.584
"rule-countess","unrelated",0.279713336487767,0.143
"pub-restaurant","related",0.501672689735281,0.762
"layer-surface","related",0.339251363956294,0.752
"cabinet-closet","related",0.517035769837437,0.845
"tank-imprisonment","unrelated",0.178192234274375,0.045
"useless-worthless","related",0.820736692845206,0.872
"county-district","related",0.690451375249715,0.734
"useful-effective","related",0.574976252912521,0.637
"banker-honesty","unrelated",0.249988481349917,0.215
"gesture-around","unrelated",0.44077205230719,0.2
"doubt-suspect","related",0.554280070588923,0.754
"regiment-sit","unrelated",0.245250198227482,0.101
"warm-building","unrelated",0.354104494949972,0.287
"marine-pen","unrelated",0.272538586150479,0.123
"victory-defeat","related",0.596381241425772,0.872
"second-traditional","unrelated",0.414964271268844,0.25
"conflict-colonel","unrelated",0.254107230723283,0.204
"wrong-correct","related",0.591257198857702,0.8
"literally-practically","related",0.594645164780364,0.41
"impression-feeling","related",0.45984298014233,0.732
"doll-intelligent","unrelated",0.248633906824023,0.045
"international-lonely","unrelated",0.256148644055144,0.102
"gallery-exhibition","related",0.489311871802633,0.85
"guard-patrol","related",0.571217128274682,0.763
"dean-professor","related",0.492901217874984,0.836
"dirty-abandon","unrelated",0.301652325592112,0.2
"sandwich-use","unrelated",0.262571178564388,0.147
"ping-bottle","unrelated",0.330571907282739,0.102
"concept-passport","unrelated",0.261477800645479,0.245
"object-subject","related",0.635879138347741,0.8
"section-warrior","unrelated",0.235588942379501,0.12
"industry-alpha","unrelated",0.249021688305594,0.202
"flag-symbol","related",0.499354377976534,0.754
"tomorrow-parent","unrelated",0.222810786162302,0.205
"half-quarter","related",0.694061837925082,0.85
"finally-boat","unrelated",0.259167657248165,0.01
"loser-senate","unrelated",0.209809015583239,0.045
"brain-sign","unrelated",0.270365770907573,0.245
"cable-wire","related",0.574100896614673,0.872
"conservative-liberal","related",0.621222107253097,0.752
"creation-destruction","related",0.412273987347037,0.812
"ufo-sink","unrelated",0.251529917387262,0.045
"profit-writing","unrelated",0.245392269646516,0.312
"trash-normal","unrelated",0.285969672911481,0.125
"preserve-mayor","unrelated",0.268849760099954,0.125
"hold-keep","related",0.709267619634205,0.823
"hero-savior","related",0.483336852231799,0.867
"exciting-interesting","related",0.480233140674001,0.812
"nap-stroll","related",0.229929607946242,0.251
"distance-speed","related",0.527629412572692,0.785
"blood-teenager","unrelated",0.20957799519399,0.234
"november-mixture","unrelated",0.203953486861888,0.12
"alcohol-happy","unrelated",0.208268413087576,0.245
"help-title","unrelated",0.383888489310106,0.25
"torment-torture","related",0.607126093106669,0.895
"hate-succeed","unrelated",0.222575125516649,0.1
"house-apartment","related",0.50165313742171,0.878
"ticket-passport","related",0.459543228183354,0.45
"cup-coffee","related",0.413670027164125,0.895
"original-promise","unrelated",0.342254948645939,0.321
"universe-whistle","unrelated",0.194829508832531,0.001
"construction-candle","unrelated",0.244538576815185,0.12
"technical-mechanical","related",0.499161422351569,0.782
"summer-winter","related",0.549056173799783,0.85
"cabin-stone","unrelated",0.207276073350145,0.245
"focus-prohibit","unrelated",0.240560325295134,0.15
"nothing-limousine","unrelated",0.16007255205131,0.05
"mars-venus","related",0.397646127185644,0.9
"optimistic-perimeter","unrelated",0.147757965246571,0.05
"absolutely-completely","related",0.66125873167802,0.85
"accidentally-intentionally","related",0.614181117426721,0.845
"environment-atmosphere","related",0.437919942855186,0.754
"phenomenon-event","related",0.498896376768311,0.756
"tough-hard","related",0.618079567529886,0.879
"green-orange","related",0.494615295726005,0.792
"telescope-microscope","related",0.541819996132174,0.726
"secondary-reward","unrelated",0.297005330497961,0.247
"crack-hole","related",0.336291713401095,0.754
"fox-rabbit","related",0.448326871701967,0.78
"carbon-shelter","unrelated",0.204875114898306,0.15
"change-improvement","related",0.435789419410184,0.754
"magnetic-electric","related",0.46498744523038,0.845
"land-fly","related",0.16394529505139,0.215
"treasure-navy","unrelated",0.289508907012896,0.221
"situation-crisis","related",0.485846525821082,0.812
"hormone-communist","unrelated",0.216142643024701,0.045
"show-performance","related",0.518911831993899,0.865
"diarrhea-reputation","unrelated",0.175517863300892,0.045
"colleague-friend","related",0.460786327130876,0.647
"sister-brother","related",0.752010458266652,1
"true-address","unrelated",0.251109928683361,0.204
"sherlock-watson","related",0.518817741407346,0.907
"try-attempt","related",0.705182643575398,0.9
"unfortunate-misfortune","related",0.710086405075088,0.842
"forgive-demonstration","unrelated",0.201763392720655,0.112
"sister-championship","unrelated",0.256542139657705,0.12
"presence-absence","related",0.462665183852078,0.877
"plague-sleep","unrelated",0.239458511741721,0.125
"fashionable-recording","unrelated",0.142799504357739,0.12
"death-disappearance","related",0.410568144266973,0.754
"daddy-mum","related",0.491115110030748,0.85
"permission-cynical","unrelated",0.200548143163688,0.072
"therapy-salary","unrelated",0.261932556005201,0.205
"wonderful-airport","unrelated",0.205554121914713,0.215
"calendar-prince","unrelated",0.206174403254685,0.124
"job-muscle","unrelated",0.327512016286068,0.112
"anchor-sail","related",0.329977452220706,0.812
"direct-directly","related",0.707007278411895,0.654
"crowd-audience","related",0.624303840570236,0.862
"mistress-lover","related",0.387430458226283,0.765
"cloud-fog","related",0.478460850261648,0.834
"status-position","related",0.391096512596593,0.712
"base-electric","unrelated",0.215510511784809,0.432
"evidence-proof","related",0.50735213787089,0.865
"celebrity-atlantic","unrelated",0.167679411546414,0.12
"helpless-match","unrelated",0.203631415077479,0.1
"glorious-correct","unrelated",0.266968005913843,0.15
"diploma-graduate","related",0.471961852062209,0.85
"commission-empire","unrelated",0.248603330664275,0.346
"bone-about","unrelated",0.287045797839633,0
"relationship-friendship","related",0.535737886166656,0.785
"wind-generally","unrelated",0.254862477382749,0.1
"stubborn-rome","unrelated",0.251677106276056,0.045
"factor-element","related",0.585857830704819,0.763
"artist-painter","related",0.522211164941529,0.912
"advertising-traitor","unrelated",0.139119926735122,0.05
"philosophy-religion","related",0.396847883935947,0.756
"outside-inside","related",0.657014402450251,0.786
"financially-quality","unrelated",0.27325373642736,0.332
"anarchy-closet","unrelated",0.158733489504717,0.045
"contact-connection","related",0.587326071013083,0.875
"dessert-owner","unrelated",0.20714188708713,0.12
"loyal-faithful","related",0.727801079433939,0.9
"courage-probe","unrelated",0.263087178823321,0.213
"needle-syringe","related",0.481632432806404,0.875
"rhythm-predator","unrelated",0.180053281748334,0.125
"tumor-authority","unrelated",0.196338370196031,0.103
"spy-noon","unrelated",0.302687257660109,0.045
"federal-bait","unrelated",0.181988319501621,0.045
