"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_Prompt","DifferenceScore_Prompt","Related_score_Prompt","Unrelated_score_Prompt"
"cinema-theater","related",0.544272500010412,0.388335728915017,0.544272500010412,0.155936771095395,0.897,0.791,0.897,0.106
"campaign-election","related",0.475778746491152,0.172281508296909,0.475778746491152,0.303497238194243,0.874,0.868,0.874,0.006
"heat-temperature","related",0.613846089133197,0.336184991245633,0.613846089133197,0.277661097887564,0.876,0.8035,0.876,0.0725
"poverty-misery","related",0.490839743156598,0.287056239033243,0.490839743156598,0.203783504123355,0.844,0.744,0.844,0.1
"magic-wallet","unrelated",NA,0.084514313029036,0.408017119335288,0.323502806306252,NA,0.7125,0.7875,0.075
"narrow-forever","unrelated",NA,0.551423438173234,0.685654351357626,0.134230913184392,NA,0.9,0.9,0
"popular-informant","unrelated",NA,0.096221598819824,0.314280025651415,0.218058426831591,NA,0.489,0.55,0.061
"room-friendship","unrelated",NA,0.26290415463055,0.535737886166656,0.272833731536106,NA,0.7175,0.836,0.1185
"chain-determination","unrelated",NA,0.271766910718061,0.450407747361285,0.178640836643224,NA,0.73,0.836,0.106
"operate-surgery","related",0.340407666437928,0.17888131422037,0.340407666437928,0.161526352217558,0.75,0.6715,0.75,0.0785
"cloth-handkerchief","related",0.481726397624687,0.225264213067325,0.481726397624687,0.256462184557362,0.805,0.743,0.805,0.062
"personal-intimate","related",0.53220733599681,0.309538522246647,0.53220733599681,0.222668813750163,0.731,0.731,0.731,0
"sherlock-battle","unrelated",NA,0.401158734308068,0.640845101418195,0.239686367110127,NA,0.7575,0.8635,0.106
"uncle-watch","unrelated",NA,0.300417061234162,0.608559806387455,0.308142745153293,NA,0.669,0.7565,0.0875
"combat-fight","related",0.778681237670433,0.473315357952373,0.778681237670433,0.30536587971806,0.9,0.7275,0.9,0.1725
"capacity-ability","related",0.562289548132131,0.329065047975514,0.562289548132131,0.233224500156617,0.777,0.677,0.777,0.1
"finance-suspect","unrelated",NA,0.324095770718952,0.554293531346038,0.230197760627086,NA,0.6225,0.7105,0.088
"spring-fork","unrelated",NA,-0.111170882442348,0.395177354798582,0.50634823724093,NA,0.802,0.875,0.073
"africa-america","related",0.511339323635432,0.236943911202521,0.511339323635432,0.274395412432911,0.5895,0.5145,0.5895,0.075
"idea-theory","related",0.599575086680723,0.332680688175359,0.599575086680723,0.266894398505364,0.8,0.6835,0.8,0.1165
"slow-government","unrelated",NA,0.389818943838405,0.63268409146087,0.242865147622465,NA,0.751,0.857,0.106
"learn-teach","related",0.55092260933816,0.294183839334339,0.55092260933816,0.256738770003821,0.8435,0.7315,0.8435,0.112
"frequency-signal","related",0.41199813188607,0.138382826643471,0.41199813188607,0.273615305242599,0.302,0.227,0.302,0.075
"cook-energy","unrelated",NA,0.394229445498744,0.604547932020802,0.210318486522058,NA,0.6875,0.8125,0.125
"critical-boss","unrelated",NA,0.316797158348884,0.635789963899467,0.318992805550583,NA,0.679,0.8375,0.1585
"hostage-produce","unrelated",NA,0.312345180172558,0.517310711084908,0.20496553091235,NA,0.8195,0.8585,0.039
"project-fear","unrelated",NA,0.234051152252315,0.500132849693076,0.266081697440761,NA,0.749,0.85,0.101
"nothing-something","related",0.622022819489822,0.324547773407091,0.622022819489822,0.297475046082731,0.5,0.5,0.5,0
"member-ultimate","unrelated",NA,0.2786535913821,0.637371290365872,0.358717698983772,NA,0.6995,0.817,0.1175
"compass-map","related",0.484909211015766,0.242805542646886,0.484909211015766,0.24210366836888,0.8395,0.6835,0.8395,0.156
"nail-tooth","related",0.519063366512243,0.215283483858583,0.519063366512243,0.30377988265366,0.2,-0.025,0.2,0.225
"royal-kingdom","related",0.514054211840247,0.235505237708526,0.514054211840247,0.278548974131721,0.8375,0.7255,0.8375,0.112
"mouse-rat","related",0.421741141279232,0.029099808961615,0.421741141279232,0.392641332317617,0.8875,0.8725,0.8875,0.015
"tuna-temperature","unrelated",NA,0.336184991245633,0.613846089133197,0.277661097887564,NA,0.8035,0.876,0.0725
"enter-neck","unrelated",NA,0.056367716363741,0.55207403418602,0.495706317822279,NA,0.8,0.8,0
"international-world","related",0.44733827552677,0.225281347777777,0.44733827552677,0.222056927748993,0.769,0.587,0.769,0.182
"lesbian-gay","related",0.5467740718285,0.390944509803134,0.5467740718285,0.155829562025366,0.9,0.75,0.9,0.15
"trouble-senator","unrelated",NA,0.337085266733944,0.524410625272434,0.18732535853849,NA,0.615,0.7875,0.1725
"loyal-nuclear","unrelated",NA,0.262418623934458,0.505879721467739,0.243461097533281,NA,0.7945,0.8445,0.05
"area-zone","related",0.613930597865018,0.337448708427174,0.613930597865018,0.276481889437844,0.8325,0.7315,0.8325,0.101
"genius-past","unrelated",NA,0.379069684558595,0.571490898256156,0.192421213697561,NA,0.75,0.8,0.05
"medical-hat","unrelated",NA,0.03504005585839,0.389934252644559,0.354894196786169,NA,0.673,0.733,0.06
"influence-effect","related",0.508234855551002,0.232557423149887,0.508234855551002,0.275677432401115,0.861,0.755,0.861,0.106
"extra-painter","unrelated",NA,0.302608679708926,0.522197196980693,0.219588517271767,NA,0.8,0.9,0.1
"sober-drunk","related",0.601809124043513,0.350155932472688,0.601809124043513,0.251653191570825,0.8,0.7,0.8,0.1
"concrete-steel","related",0.421256749329654,0.115220912753164,0.421256749329654,0.30603583657649,0.664,0.4815,0.664,0.1825
"hotel-motel","related",0.5323416188165,0.378938438049498,0.5323416188165,0.153403180767002,0.825,0.725,0.825,0.1
"arrival-departure","related",0.605253078300701,0.37655167448952,0.605253078300701,0.228701403811181,0.8,0.8,0.8,0
"interrupt-disturb","related",0.520758600403823,0.190044260064924,0.520758600403823,0.330714340338899,0.817,0.817,0.817,0
"box-cardinal","unrelated",NA,0.147050206457281,0.404294800730906,0.257244594273625,NA,0.7585,0.8645,0.106
"forget-remember","related",0.658534185811547,0.326496529163171,0.658534185811547,0.332037656648376,0.85,0.794,0.85,0.056
"fox-repair","unrelated",NA,0.46481317378857,0.720647837160917,0.255834663372347,NA,0.85,0.9,0.05
"church-chapel","related",0.526587275376151,0.384416340104482,0.526587275376151,0.142170935271669,0.861,0.811,0.861,0.05
"circle-triangle","related",0.636978513940489,0.260339178675559,0.636978513940489,0.37663933526493,0.6155,0.538,0.6155,0.0775
"third-do","unrelated",NA,0.307229760352401,0.571449144886223,0.264219384533822,NA,0.5,0.5,0
"situation-sale","unrelated",NA,0.378930380784761,0.68994345877996,0.311013077995199,NA,0.5,0.8,0.3
"saturday-product","unrelated",NA,0.259860434191105,0.525939350688808,0.266078916497703,NA,0.7215,0.8335,0.112
"wall-manipulate","unrelated",NA,0.310715583973891,0.520882397341793,0.210166813367902,NA,0.705,0.705,0
"proceed-continue","related",0.614037542251126,0.440781859549433,0.614037542251126,0.173255682701693,0.8,0.8,0.8,0
"artifact-cool","unrelated",NA,0.163086559826748,0.496226677004463,0.333140117177715,NA,0.175,0.175,0
"smart-misfortune","unrelated",NA,0.492259612373411,0.710064082975066,0.217804470601655,NA,0.739,0.8285,0.0895
"pension-salary","related",0.448551636461879,0.186594187681494,0.448551636461879,0.261957448780385,0.81,0.685,0.81,0.125
"poison-statement","unrelated",NA,0.13388914780571,0.377911988008941,0.244022840203231,NA,0.688,0.8,0.112
"telegram-select","unrelated",NA,0.366408624901822,0.649881761980319,0.283473137078497,NA,0.815,0.871,0.056
"answer-reply","related",0.669421952866992,0.386398835174988,0.669421952866992,0.283023117692004,0.8535,0.7415,0.8535,0.112
"motive-alibi","related",0.244694645462458,0.00312866197693801,0.244694645462458,0.24156598348552,0.717,0.561,0.717,0.156
"pump-hose","related",0.409024356389442,0.123963307280782,0.409024356389442,0.28506104910866,0.7465,0.674,0.7465,0.0725
"sensational-spectacular","related",0.656176760212122,0.40482164624888,0.656176760212122,0.251355113963242,0.8,0.75,0.8,0.05
"search-butter","unrelated",NA,0.249886034625875,0.526222206201077,0.276336171575202,NA,0.593,0.593,0
"phenomenon-die","unrelated",NA,0.03871129665697,0.309376947425722,0.270665650768752,NA,0.6065,0.775,0.1685
"beast-animal","related",0.520935859298087,0.353460728686331,0.520935859298087,0.167475130611756,0.9,0.9,0.9,0
"chemistry-biology","related",0.548415742699234,0.337508831837231,0.548415742699234,0.210906910862003,0.7695,0.722,0.7695,0.0475
"drown-swim","related",0.5124212501794,0.297536880165063,0.5124212501794,0.214884370014337,0.2,0.1495,0.2,0.0505
"conspiracy-fraud","related",0.448610609724466,0.219283036201315,0.448610609724466,0.229327573523151,0.75,0.7275,0.75,0.0225
"typical-classic","related",0.448169625675627,0.00669097507665201,0.448169625675627,0.441478650598975,0.6635,0.581,0.6635,0.0825
"frog-lizard","related",0.465873034980149,0.263016609519918,0.465873034980149,0.202856425460231,0.817,0.817,0.817,0
"road-act","unrelated",NA,0.218713269004396,0.500215181291612,0.281501912287216,NA,0.5975,0.7285,0.131
"conflict-dispute","related",0.629417186937289,0.435969354240508,0.629417186937289,0.193447832696781,0.8685,0.846,0.8685,0.0225
"useless-community","unrelated",NA,0.1770526755008,0.43595656694214,0.25890389144134,NA,0.768,0.8425,0.0745
"skirt-investigator","unrelated",NA,0.350605224109829,0.535595529021705,0.184990304911876,NA,0.691,0.741,0.05
"power-fever","unrelated",NA,0.12287060849087,0.377429195905162,0.254558587414292,NA,0.641,0.741,0.1
"enough-nation","unrelated",NA,0.398409089189968,0.679364316104565,0.280955226914597,NA,0.7875,0.9,0.1125
"god-divine","related",0.504400982208367,0.301274618783377,0.504400982208367,0.20312636342499,0.7715,0.6595,0.7715,0.112
"recognize-knew","related",0.423311521099493,0.136802529323014,0.423311521099493,0.286508991776479,0.156,0.156,0.156,0
"ninja-handkerchief","unrelated",NA,0.225264213067325,0.481726397624687,0.256462184557362,NA,0.743,0.805,0.062
"frog-bedroom","unrelated",NA,0.409022586351124,0.551531989886309,0.142509403535185,NA,0.84,0.871,0.031
"kidney-liver","related",0.605546528210051,0.381168489902,0.605546528210051,0.224378038308051,0.837,0.837,0.837,0
"prevent-orange","unrelated",NA,0.255984396610385,0.494615295726005,0.23863089911562,NA,0.825,0.825,0
"revelation-crime","unrelated",NA,0.020525861166754,0.322007674431628,0.301481813264874,NA,0.756,0.8885,0.1325
"single-position","unrelated",NA,0.101726127529807,0.391146229904733,0.289420102374926,NA,0.479,0.679,0.2
"earthquake-explosion","related",0.462619838901449,0.258159500362707,0.462619838901449,0.204460338538742,0.575,0.5,0.575,0.075
"bomb-famous","unrelated",NA,0.244129644229332,0.546014201236986,0.301884557007654,NA,0.775,0.825,0.05
"green-dignity","unrelated",NA,0.452289173434455,0.590232136287143,0.137942962852688,NA,0.7745,0.811,0.0365
"company-interesting","unrelated",NA,0.164444569767092,0.480233140674001,0.315788570906909,NA,0.775,0.775,0
"risky-dangerous","related",0.641288620249284,0.40133461828643,0.641288620249284,0.239954001962854,0.8375,0.7875,0.8375,0.05
"bush-test","unrelated",NA,0.408907140087034,0.655768604917038,0.246861464830004,NA,0.7175,0.8175,0.1
"donkey-cigarette","unrelated",NA,0.386918942942357,0.621064200776838,0.234145257834481,NA,0.9,0.9,0
"fool-idiot","related",0.632159070099096,0.375732303047825,0.632159070099096,0.256426767051271,0.855,0.766,0.855,0.089
"mental-emotional","related",0.516541620810758,0.244048269193133,0.516541620810758,0.272493351617625,0.7945,0.757,0.7945,0.0375
"month-fighter","unrelated",NA,0.192037313766145,0.385067951783435,0.19303063801729,NA,0.7335,0.781,0.0475
"curse-witch","related",0.368079001848715,0.270270136497742,0.368079001848715,0.0978088653509726,0.7195,0.5735,0.7195,0.146
"saturday-sunday","related",0.651284674644103,0.324642208277811,0.651284674644103,0.326642466366292,0.95,0.8415,0.95,0.1085
"stand-invest","unrelated",NA,0.152949624882343,0.537177605192474,0.384227980310131,NA,0.5785,0.732,0.1535
"tablet-pill","related",0.626036498915887,0.446636151569118,0.626036498915887,0.179400347346769,0.778,0.778,0.778,0
"run-walk","related",0.554065438884318,0.324455022512021,0.554065438884318,0.229610416372297,0.825,0.702,0.825,0.123
"corner-alley","related",0.549288784343941,0.259660224740998,0.549288784343941,0.289628559602943,0.7365,0.6975,0.7365,0.039
"realize-understand","related",0.600033595389853,0.445875519860343,0.600033595389853,0.15415807552951,0.8,0.8,0.8,0
"west-meal","unrelated",NA,0.26718742880651,0.500233335402081,0.233045906595571,NA,0.865,0.875,0.01
"humble-communication","unrelated",NA,0.080222045087092,0.337077983495621,0.256855938408529,NA,0.254,0.366,0.112
"collect-silence","unrelated",NA,0.405668594340018,0.67007748455737,0.264408890217352,NA,0.744,0.85,0.106
"incident-hug","unrelated",NA,0.379597717556874,0.597365959109118,0.217768241552244,NA,0.714,0.8375,0.1235
"tool-drunk","unrelated",NA,0.350155932472688,0.601809124043513,0.251653191570825,NA,0.7,0.8,0.1
"compass-pregnancy","unrelated",NA,0.33267873581164,0.488052128969616,0.155373393157976,NA,0.891,0.891,0
"zombie-recently","unrelated",NA,0.251756687709733,0.467326852519495,0.215570164809762,NA,0,0,0
"pretty-beautiful","related",0.828722558679014,0.601342903842348,0.828722558679014,0.227379654836666,0.9,0.9,0.9,0
"exceptional-remarkable","related",0.760093089312373,0.506781325564824,0.760093089312373,0.253311763747549,0.845,0.77,0.845,0.075
"method-magazine","unrelated",NA,0.125582215782325,0.414039744253637,0.288457528471312,NA,0.382,0.494,0.112
"process-turtle","unrelated",NA,0.191478581329691,0.459783696384684,0.268305115054993,NA,0.432,0.532,0.1
"escort-landlord","unrelated",NA,0.086658708177637,0.493388549637457,0.40672984145982,NA,0.6425,0.85,0.2075
"fair-map","unrelated",NA,0.242805542646886,0.484909211015766,0.24210366836888,NA,0.6835,0.8395,0.156
"series-episode","related",0.553571685383155,0.207433969066888,0.553571685383155,0.346137716316267,0.8835,0.7775,0.8835,0.106
"fragment-angry","unrelated",NA,0.319469406132119,0.548881295779656,0.229411889647537,NA,0.6485,0.6485,0
"sheriff-planning","unrelated",NA,0.429945351460702,0.59900661889259,0.169061267431888,NA,0.707,0.8135,0.1065
"anger-rage","related",0.55509702870841,0.360102520873739,0.55509702870841,0.194994507834671,0.9,0.9,0.9,0
"valve-organize","unrelated",NA,0.43380259853971,0.6538193484159,0.22001674987619,NA,0.8625,0.8625,0
"back-minister","unrelated",NA,0.245401527874566,0.479289624570959,0.233888096696393,NA,0.638,0.75,0.112
"nanny-maid","related",0.486510657667535,0.315921224726769,0.486510657667535,0.170589432940766,0.746,0.696,0.746,0.05
"bread-cheese","related",0.436378484097349,0.223133196277579,0.436378484097349,0.21324528781977,0.837,0.837,0.837,0
"kilometer-meter","related",0.431294918053631,0.072954384233997,0.431294918053631,0.358340533819634,0.94,0.828,0.94,0.112
"hormone-adrenaline","related",0.443314427563475,0.241224229427247,0.443314427563475,0.202090198136228,0.878,0.8555,0.878,0.0225
"skin-buyer","unrelated",NA,0.490973558824574,0.750524517085748,0.259550958261174,NA,0.8525,0.9,0.0475
"flu-disease","related",0.368424426375844,0.094944914424768,0.368424426375844,0.273479511951076,0.85,0.85,0.85,0
"bowl-effect","unrelated",NA,0.232557423149887,0.508234855551002,0.275677432401115,NA,0.755,0.861,0.106
"darkness-eat","unrelated",NA,0.320319257925862,0.541067740643939,0.220748482718077,NA,0.8,0.8,0
"trust-lover","unrelated",NA,-0.078765859791103,0.387430458226283,0.466196318017386,NA,0.475,0.8,0.325
"stadium-break","unrelated",NA,0.278295626374205,0.50332364568288,0.225028019308675,NA,0.669,0.8,0.131
"what-that","related",0.651608252697527,0.386026180611253,0.651608252697527,0.265582072086274,0,0,0,0
"tour-concert","related",0.491604439724951,0.047980335338062,0.491604439724951,0.443624104386889,0.7375,0.6315,0.7375,0.106
"terrible-leader","unrelated",NA,0.455397742609748,0.638444374121833,0.183046631512085,NA,0.536,0.6795,0.1435
"tour-creature","unrelated",NA,0.329457606732693,0.660440774137027,0.330983167404334,NA,0.775,0.825,0.05
"pension-confirm","unrelated",NA,0.592240710874686,0.864891675940993,0.272650965066307,NA,0.6,0.65,0.05
"insert-put","related",0.570721240429652,0.171362538302205,0.570721240429652,0.399358702127447,0.375,0.275,0.375,0.1
"error-mistake","related",0.545919759236362,0.25839270800551,0.545919759236362,0.287527051230852,0.9,0.769,0.9,0.131
"compassionate-draw","unrelated",NA,0.329544627776619,0.529551418416741,0.200006790640122,NA,0.734,0.734,0
"strength-force","related",0.53635611027232,0.239700320379738,0.53635611027232,0.296655789892582,0.8115,0.6055,0.8115,0.206
"profile-description","related",0.608015845383543,0.296142274331289,0.608015845383543,0.311873571052254,0.7885,0.5825,0.7885,0.206
"art-literature","related",0.378459391147352,0.230525431002934,0.378459391147352,0.147933960144418,0.826,0.826,0.826,0
"sum-highway","unrelated",NA,0.309631641068942,0.540525476266158,0.230893835197216,NA,0.8875,0.8875,0
"volunteer-sport","unrelated",NA,0.202642894150812,0.479035005215665,0.276392111064853,NA,0.531,0.746,0.215
"moon-system","unrelated",NA,0.248723695026238,0.505933453919391,0.257209758893153,NA,0.684,0.834,0.15
"help-assist","related",0.640803977314981,0.319236323021098,0.640803977314981,0.321567654293883,0.9,0.7885,0.9,0.1115
"sweet-income","unrelated",NA,0.364790268258018,0.689331323989327,0.324541055731309,NA,0.769,0.825,0.056
"grave-cemetery","related",0.495671053772044,0.296006501345483,0.495671053772044,0.199664552426561,0.8605,0.8605,0.8605,0
"rusty-dusty","related",0.575446966673822,0.333480703198544,0.575446966673822,0.241966263475278,0.5835,0.5835,0.5835,0
"round-around","related",0.730788067060042,0.290016014752852,0.730788067060042,0.44077205230719,0.125,0.069,0.125,0.056
"calendar-schedule","related",0.691967315460705,0.483855333152169,0.691967315460705,0.208111982308536,0.875,0.769,0.875,0.106
"hill-reactor","unrelated",NA,0.157127500662831,0.370560628475787,0.213433127812956,NA,0.6615,0.709,0.0475
"dog-closure","unrelated",NA,0.325862929019007,0.561076929099726,0.235214000080719,NA,0.705,0.732,0.027
"silk-cotton","related",0.531965774751586,0.422232277927568,0.531965774751586,0.109733496824018,0.775,0.775,0.775,0
"shadow-study","unrelated",NA,0.240299973758283,0.533461005527051,0.293161031768768,NA,0.7665,0.8785,0.112
"operate-street","unrelated",NA,0.238028162502135,0.505254206853273,0.267226044351138,NA,0.738,0.85,0.112
"choice-option","related",0.788940841188714,0.344683447828817,0.788940841188714,0.444257393359897,0.8885,0.6735,0.8885,0.215
"freely-free","related",0.5798063402629,0.314347106597023,0.5798063402629,0.265459233665877,0.625,0.519,0.625,0.106
"jeep-knowledge","unrelated",NA,0.296319270726028,0.54439397720023,0.248074706474202,NA,0.6965,0.775,0.0785
"inspector-gun","unrelated",NA,0.273860976159129,0.540124578879616,0.266263602720487,NA,0.795,0.925,0.13
"food-meal","related",0.500233335402081,0.26718742880651,0.500233335402081,0.233045906595571,0.875,0.865,0.875,0.01
"resignation-dismissal","related",0.496326166707411,0.345971464318881,0.496326166707411,0.15035470238853,0.835,0.81,0.835,0.025
"killer-murderer","related",0.507438324112697,0.34307719261206,0.507438324112697,0.164361131500637,1,0.925,1,0.075
"practice-wish","unrelated",NA,0.142749628937292,0.458726537411141,0.315976908473849,NA,0.6805,0.8585,0.178
"society-community","related",0.43595656694214,0.1770526755008,0.43595656694214,0.25890389144134,0.8425,0.768,0.8425,0.0745
"search-find","related",0.730163472933582,0.464441677634563,0.730163472933582,0.265721795299019,0.8,0.645,0.8,0.155
"ping-ding","related",0.593061907132788,0.261914616093922,0.593061907132788,0.331147291038866,0.1,0.1,0.1,0
"focus-concentrate","related",0.505651946313511,0.318041411625609,0.505651946313511,0.187610534687902,0.75,0.6425,0.75,0.1075
"gambling-december","unrelated",NA,0.445517014416483,0.689508422533206,0.243991408116723,NA,0.825,0.9,0.075
"shield-unfair","unrelated",NA,0.318352555574594,0.588478452396063,0.270125896821469,NA,0.8225,0.8225,0
"occasionally-rarely","related",0.687166225226735,0.478688829080239,0.687166225226735,0.208477396146496,0.782,0.782,0.782,0
"today-practically","unrelated",NA,0.245718350937138,0.594645164780364,0.348926813843226,NA,0.22,0.22,0
"autopsy-analysis","related",0.422077316521534,0.266346953832564,0.422077316521534,0.15573036268897,0.5385,0.4145,0.5385,0.124
"code-shoot","unrelated",NA,0.401205470432708,0.720231070233047,0.319025599800339,NA,0.6565,0.775,0.1185
"platform-irresponsible","unrelated",NA,0.290051417412821,0.469444462758645,0.179393045345824,NA,0.7375,0.7375,0
"natural-artificial","related",0.482018225434855,0.274158907727488,0.482018225434855,0.207859317707367,0.275,0.1515,0.275,0.1235
"monster-creature","related",0.660440774137027,0.329457606732693,0.660440774137027,0.330983167404334,0.825,0.775,0.825,0.05
"attention-autumn","unrelated",NA,0.234929001916861,0.463693547840674,0.228764545923813,NA,0.688,0.8,0.112
"occur-happen","related",0.717213347013439,0.456894380125191,0.717213347013439,0.260318966888248,0.85,0.8205,0.85,0.0295
"invasion-frighten","unrelated",NA,0.518187604196012,0.763564919094563,0.245377314898551,NA,0.637,0.8,0.163
"sexual-physical","related",0.431230479526324,0.080941457583746,0.431230479526324,0.350289021942578,0.206,0.081,0.206,0.125
"rusty-upper","unrelated",NA,0.253612351329801,0.503484652389502,0.249872301059701,NA,0.5815,0.589,0.0075
"sin-crime","related",0.322007674431628,0.020525861166754,0.322007674431628,0.301481813264874,0.8885,0.756,0.8885,0.1325
"collect-gather","related",0.853197465617905,0.619723594119345,0.853197465617905,0.23347387149856,0.856,0.75,0.856,0.106
"youth-artery","unrelated",NA,0.283772695848746,0.520710050916594,0.236937355067848,NA,0.8125,0.8875,0.075
"terminal-give","unrelated",NA,0.33451707687327,0.644947978659014,0.310430901785744,NA,0.8375,0.8625,0.025
"evil-cruelty","related",0.405185736970615,0.163565412816055,0.405185736970615,0.24162032415456,0.8375,0.8375,0.8375,0
"body-corpse","related",0.506514652058734,0.226035610303212,0.506514652058734,0.280479041755522,0.8,0.8,0.8,0
"fresh-save","unrelated",NA,0.051764102197515,0.41788785167556,0.366123749478045,NA,0.692,0.8545,0.1625
"porn-friend","unrelated",NA,0.124334029450734,0.460773774825238,0.336439745374504,NA,0.514,0.666,0.152
"box-bag","related",0.510281967342546,0.256859732747096,0.510281967342546,0.25342223459545,0.7895,0.6835,0.7895,0.106
"south-north","related",0.711658558860175,0.463428388990289,0.711658558860175,0.248230169869886,0.9,0.7875,0.9,0.1125
"sky-heavenly","related",0.360347303862222,0.071754639609347,0.360347303862222,0.288592664252875,0.4495,0.3375,0.4495,0.112
"dvd-video","related",0.407786796926659,0.213704586714803,0.407786796926659,0.194082210211856,0.8,0.669,0.8,0.131
"dose-document","unrelated",NA,0.332153702772749,0.616321521466452,0.284167818693703,NA,0.7555,0.8625,0.107
"ambulance-helicopter","related",0.463599417791407,0.236097730943044,0.463599417791407,0.227501686848363,0.577,0.4835,0.577,0.0935
"nude-defeat","unrelated",NA,0.408372190767071,0.596357043262341,0.18798485249527,NA,0.9,0.9,0
"instinct-intuition","related",0.665415498861949,0.544438327668224,0.665415498861949,0.120977171193725,0.8,0.688,0.8,0.112
"kidnapper-snow","unrelated",NA,0.373996546253917,0.538055523142037,0.16405897688812,NA,0.8725,0.8725,0
"pound-idiot","unrelated",NA,0.375732303047825,0.632159070099096,0.256426767051271,NA,0.766,0.855,0.089
"alive-centimeter","unrelated",NA,0.254423649775208,0.389250558204184,0.134826908428976,NA,0.8,0.8,0
"factory-morning","unrelated",NA,0.174740296051511,0.442572331727679,0.267832035676168,NA,0.515,0.627,0.112
"ass-butt","related",0.484060478323963,0.181158098748555,0.484060478323963,0.302902379575408,0.825,0.825,0.825,0
"portal-voluntarily","unrelated",NA,0.334634421738081,0.63783757658764,0.303203154849559,NA,0.35,0.35,0
"naïve-stupid","related",0.384046545590969,0.150892218668064,0.384046545590969,0.233154326922905,0.689,0.689,0.689,0
"charity-minute","unrelated",NA,0.447306835448789,0.623610226993919,0.17630339154513,NA,0.6925,0.7985,0.106
"crew-ship","related",0.462863137185155,0.213606950264726,0.462863137185155,0.249256186920429,0.875,0.769,0.875,0.106
"company-corporation","related",0.655425430010215,0.519096521348518,0.655425430010215,0.136328908661697,0.9,0.8275,0.9,0.0725
"baron-countess","related",0.470690520641468,0.190965977606178,0.470690520641468,0.27972454303529,0.775,0.6575,0.775,0.1175
"risky-urine","unrelated",NA,0.112824131631499,0.362433685798152,0.249609554166653,NA,0.65,0.756,0.106
"symptom-village","unrelated",NA,0.122165017673703,0.351273177257362,0.229108159583659,NA,0.645,0.666,0.021
"rodeo-improvement","unrelated",NA,0.25453329427956,0.435802783841131,0.181269489561571,NA,0.667,0.748,0.081
"policy-hamburger","unrelated",NA,0.36393625457936,0.525524276059928,0.161588021480568,NA,0.825,0.85,0.025
"curse-cargo","unrelated",NA,0.256381305415854,0.551340051709405,0.294958746293551,NA,0.8375,0.8375,0
"minimum-maximum","related",0.609964716968257,0.277802466427614,0.609964716968257,0.332162250540643,0.775,0.6075,0.775,0.1675
"support-assistance","related",0.555817363249317,0.238267821146105,0.555817363249317,0.317549542103212,0.875,0.825,0.875,0.05
"stamp-signature","related",0.615027719271348,0.316037614209445,0.615027719271348,0.298990105061903,0.7495,0.586,0.7495,0.1635
"liquid-fluid","related",0.765265568134758,0.555875994935231,0.765265568134758,0.209389573199527,0.95,0.8775,0.95,0.0725
"reception-cute","unrelated",NA,0.227082806362332,0.458848132297863,0.231765325935531,NA,0.512,0.512,0
"cow-literature","unrelated",NA,0.230525431002934,0.378459391147352,0.147933960144418,NA,0.826,0.826,0
"analyst-activate","unrelated",NA,0.306847722788049,0.597675444390186,0.290827721602137,NA,0.1055,0.2125,0.107
"piano-guitar","related",0.595475359510139,0.312470307490537,0.595475359510139,0.283005052019602,0.8375,0.7255,0.8375,0.112
"tool-instrument","related",0.674292621191302,0.227214079672981,0.674292621191302,0.447078541518321,0.8875,0.7315,0.8875,0.156
"second-minute","related",0.623610226993919,0.447306835448789,0.623610226993919,0.17630339154513,0.7985,0.6925,0.7985,0.106
"word-vision","unrelated",NA,-0.069049043962461,0.37020714395404,0.439256187916501,NA,0.4205,0.579,0.1585
"locked-artillery","unrelated",NA,0.228931843381938,0.437937155067665,0.209005311685727,NA,0.7495,0.7495,0
"already-tomato","unrelated",NA,0.278748379207443,0.497048446658711,0.218300067451268,NA,0.811,0.811,0
"lamp-vote","unrelated",NA,0.083529476276322,0.32919569022051,0.245666213944188,NA,0.8125,0.85,0.0375
"june-july","related",0.744476057652599,0.561604300123997,0.744476057652599,0.182871757528602,0.85,0.694,0.85,0.156
"charm-beauty","related",0.502539220225149,0.281809181341814,0.502539220225149,0.220730038883335,0.747,0.617,0.747,0.13
"tough-nausea","unrelated",NA,0.183657784888525,0.410625397131087,0.226967612242562,NA,0.688,0.8,0.112
"trick-indicate","unrelated",NA,0.096094716358802,0.410064405860891,0.313969689502089,NA,0.2085,0.2085,0
"confirmation-confirm","related",0.864891675940993,0.592240710874686,0.864891675940993,0.272650965066307,0.65,0.6,0.65,0.05
"current-hallucination","unrelated",NA,0.311238010822546,0.486598374716914,0.175360363894368,NA,0.798,0.8785,0.0805
"stomach-poker","unrelated",NA,0.365821379010206,0.636555743504481,0.270734364494275,NA,0.75,0.825,0.075
"rain-snow","related",0.538055523142037,0.373996546253917,0.538055523142037,0.16405897688812,0.8725,0.8725,0.8725,0
"fire-flame","related",0.595624243313478,0.295469212226958,0.595624243313478,0.30015503108652,0.9,0.793,0.9,0.107
"queen-king","related",0.590601528881116,0.39938599058425,0.590601528881116,0.191215538296866,0.9,0.8525,0.9,0.0475
"divorce-marriage","related",0.620385211987158,0.320095307070051,0.620385211987158,0.300289904917107,0.875,0.759,0.875,0.116
"diamond-strange","unrelated",NA,0.496980258114135,0.722913708693854,0.225933450579719,NA,0.8115,0.8115,0
