"pair","type","Only_Related_cosine","DifferenceScore_cosine","Related_score_cosine","Unrelated_score_cosine","Only_Related_Prompt","DifferenceScore_Prompt","Related_score_Prompt","Unrelated_score_Prompt"
"trouble-senator","unrelated",NA,0.337044791307449,0.524370149845939,0.18732535853849,NA,0.509,0.7635,0.2545
"loyal-nuclear","unrelated",NA,0.262279301716372,0.505789770337564,0.243510468621192,NA,0.8245,0.872,0.0475
"area-zone","related",0.613985615633091,0.337419627452636,0.613985615633091,0.276565988180455,0.8035,0.728,0.8035,0.0755
"genius-past","unrelated",NA,0.379113718604831,0.571530870555553,0.192417151950722,NA,0.7275,0.8585,0.131
"medical-hat","unrelated",NA,0.035059629743303,0.389945225501989,0.354885595758686,NA,0.6215,0.698,0.0765
"influence-effect","related",0.508234855551002,0.23260212439711,0.508234855551002,0.275632731153892,0.8485,0.7265,0.8485,0.122
"extra-painter","unrelated",NA,0.302603138653208,0.522204180961111,0.219601042307903,NA,0.7445,0.906,0.1615
"sober-drunk","related",0.601809124043513,0.350128752241881,0.601809124043513,0.251680371801632,0.85,0.7375,0.85,0.1125
"concrete-steel","related",0.421256749329654,0.115196858729569,0.421256749329654,0.306059890600085,0.7385,0.491,0.7385,0.2475
"hotel-motel","related",0.532382713019594,0.378974274556632,0.532382713019594,0.153408438462962,0.8495,0.7645,0.8495,0.085
"arrival-departure","related",0.605223038199128,0.376521634387947,0.605223038199128,0.228701403811181,0.8845,0.837,0.8845,0.0475
"interrupt-disturb","related",0.520758600403823,0.191476568463633,0.520758600403823,0.32928203194019,0.846,0.721,0.846,0.125
"box-cardinal","unrelated",NA,0.146989915347204,0.404234509620829,0.257244594273625,NA,0.744,0.86,0.116
"forget-remember","related",0.658501298977815,0.326463642329439,0.658501298977815,0.332037656648376,0.889,0.614,0.889,0.275
"fox-repair","unrelated",NA,0.464810250690225,0.720644914062572,0.255834663372347,NA,0.8,0.9,0.1
"church-chapel","related",0.52656957469557,0.384443224311697,0.52656957469557,0.142126350383873,0.8445,0.772,0.8445,0.0725
"circle-triangle","related",0.636970506810514,0.260376992090885,0.636970506810514,0.376593514719629,0.6585,0.555,0.6585,0.1035
"third-do","unrelated",NA,0.307250088131917,0.571449144886223,0.264199056754306,NA,0.6745,0.7735,0.099
"situation-sale","unrelated",NA,0.378952523740732,0.689954298214426,0.311001774473694,NA,0.3895,0.86,0.4705
"saturday-product","unrelated",NA,0.259895644409449,0.525974560907152,0.266078916497703,NA,0.732,0.853,0.121
"wall-manipulate","unrelated",NA,0.310787107577856,0.52086752210677,0.210080414528914,NA,0.63,0.755,0.125
"proceed-continue","related",0.614037542251126,0.440766289821827,0.614037542251126,0.173271252429299,0.86,0.7935,0.86,0.0665
"artifact-cool","unrelated",NA,0.163135247712196,0.496255328986923,0.333120081274727,NA,0.6525,0.755,0.1025
"smart-misfortune","unrelated",NA,0.492314692385296,0.710075244025077,0.217760551639781,NA,0.7695,0.8535,0.084
"pension-salary","related",0.448551636461879,0.186604825633317,0.448551636461879,0.261946810828562,0.755,0.5965,0.755,0.1585
"poison-statement","unrelated",NA,0.13385942290289,0.377881194982937,0.244021772080047,NA,0.6485,0.775,0.1265
"telegram-select","unrelated",NA,0.366452913239566,0.649987275351958,0.283534362112392,NA,0.76,0.86,0.1
"answer-reply","related",0.669404597964681,0.38641455409765,0.669404597964681,0.282990043867031,0.8605,0.7095,0.8605,0.151
"motive-alibi","related",0.244720247938002,0.00315457547480802,0.244720247938002,0.241565672463194,0.6505,0.4205,0.6505,0.23
"pump-hose","related",0.408993990325898,0.123904028621,0.408993990325898,0.285089961704898,0.799,0.6815,0.799,0.1175
"sensational-spectacular","related",0.656180792159516,0.404833729055602,0.656180792159516,0.251347063103914,0.798,0.648,0.798,0.15
"search-butter","unrelated",NA,0.249885716307669,0.526228016153101,0.276342299845432,NA,0.6795,0.717,0.0375
"phenomenon-die","unrelated",NA,0.03871129665697,0.309376947425722,0.270665650768752,NA,0.6905,0.7965,0.106
"beast-animal","related",0.520907929834005,0.353416890450937,0.520907929834005,0.167491039383068,0.872,0.847,0.872,0.025
"chemistry-biology","related",0.548415742699234,0.337511402700938,0.548415742699234,0.210904339998296,0.7825,0.71,0.7825,0.0725
"drown-swim","related",0.5124212501794,0.297498101935637,0.5124212501794,0.214923148243763,0.7805,0.6745,0.7805,0.106
"conspiracy-fraud","related",0.44861170320743,0.219268299162025,0.44861170320743,0.229343404045405,0.769,0.694,0.769,0.075
"typical-classic","related",0.448169625675627,0.00669097507665201,0.448169625675627,0.441478650598975,0.733,0.4545,0.733,0.2785
"frog-lizard","related",0.465846580140952,0.262946074128505,0.465846580140952,0.202900506012447,0.742,0.732,0.742,0.01
"road-act","unrelated",NA,0.218745480792931,0.500240281768442,0.281494800975511,NA,0.5115,0.718,0.2065
"conflict-dispute","related",0.629334292143953,0.435886459447172,0.629334292143953,0.193447832696781,0.8345,0.807,0.8345,0.0275
"useless-community","unrelated",NA,0.177089675395032,0.43595656694214,0.258866891547108,NA,0.713,0.8735,0.1605
"skirt-investigator","unrelated",NA,0.350563711185646,0.535572692516357,0.185008981330711,NA,0.677,0.788,0.111
"power-fever","unrelated",NA,0.122795947796148,0.377387300626161,0.254591352830013,NA,0.6575,0.7855,0.128
"enough-nation","unrelated",NA,0.398377422431403,0.679359170170318,0.280981747738915,NA,0.674,0.884,0.21
"god-divine","related",0.504386896946905,0.301268712313702,0.504386896946905,0.203118184633203,0.805,0.679,0.805,0.126
"recognize-knew","related",0.423311521099493,0.136803967528966,0.423311521099493,0.286507553570527,0.2335,0.2335,0.2335,0
"ninja-handkerchief","unrelated",NA,0.225268926235487,0.481726397624687,0.2564574713892,NA,0.7725,0.87,0.0975
"frog-bedroom","unrelated",NA,0.408956964018022,0.551466367553207,0.142509403535185,NA,0.808,0.884,0.076
"kidney-liver","related",0.605560443431617,0.381239598994269,0.605560443431617,0.224320844437348,0.8375,0.837,0.8375,5e-04
"prevent-orange","unrelated",NA,0.255944951041989,0.494603268143727,0.238658317101738,NA,0.738,0.763,0.025
"revelation-crime","unrelated",NA,0.020513499103235,0.322070741629066,0.301557242525831,NA,0.634,0.87,0.236
"single-position","unrelated",NA,0.101662716953299,0.391054343124513,0.289391626171214,NA,0.335,0.718,0.383
"earthquake-explosion","related",0.462640450408208,0.25816289185035,0.462640450408208,0.204477558557858,0.698,0.582,0.698,0.116
"bomb-famous","unrelated",NA,0.244161914414377,0.546014201236986,0.301852286822609,NA,0.7425,0.8735,0.131
"green-dignity","unrelated",NA,0.45229758158045,0.590232136287143,0.137934554706693,NA,0.6505,0.768,0.1175
"company-interesting","unrelated",NA,0.16430707448354,0.480107018006381,0.315799943522841,NA,0.677,0.827,0.15
"risky-dangerous","related",0.641286538934658,0.401307262746446,0.641286538934658,0.239979276188212,0.8735,0.746,0.8735,0.1275
"bush-test","unrelated",NA,0.408864019317355,0.655768604917038,0.246904585599683,NA,0.733,0.851,0.118
"donkey-cigarette","unrelated",NA,0.386922442538083,0.621064200776838,0.234141758238755,NA,0.895,0.925,0.03
"fool-idiot","related",0.632184844150934,0.375735986532343,0.632184844150934,0.256448857618591,0.8885,0.815,0.8885,0.0735
"mental-emotional","related",0.516541620810758,0.244048269193133,0.516541620810758,0.272493351617625,0.8085,0.5785,0.8085,0.23
"month-fighter","unrelated",NA,0.192070412729277,0.385116950275298,0.193046537546021,NA,0.698,0.802,0.104
"curse-witch","related",0.368087954017529,0.270281328994142,0.368087954017529,0.0978066250233874,0.769,0.634,0.769,0.135
"saturday-sunday","related",0.651284674644103,0.324642208277811,0.651284674644103,0.326642466366292,0.925,0.79,0.925,0.135
"stand-invest","unrelated",NA,0.152975822347945,0.537204397901174,0.384228575553229,NA,0.512,0.787,0.275
"tablet-pill","related",0.626036498915887,0.446640585133884,0.626036498915887,0.179395913782003,0.8185,0.686,0.8185,0.1325
"run-walk","related",0.554027932502208,0.324420629834957,0.554027932502208,0.229607302667251,0.836,0.734,0.836,0.102
"corner-alley","related",0.549184866333587,0.259508090844078,0.549184866333587,0.289676775489509,0.7415,0.669,0.7415,0.0725
"realize-understand","related",0.600040651577979,0.445882576048469,0.600040651577979,0.15415807552951,0.8515,0.733,0.8515,0.1185
"west-meal","unrelated",NA,0.267195038558405,0.500255472811491,0.233060434253086,NA,0.7345,0.8655,0.131
"humble-communication","unrelated",NA,0.080252837507757,0.33707324590518,0.256820408397423,NA,0.3725,0.6165,0.244
"collect-silence","unrelated",NA,0.405723878820534,0.67005570173188,0.264331822911346,NA,0.7345,0.857,0.1225
"incident-hug","unrelated",NA,0.3796460434525,0.597379150478305,0.217733107025805,NA,0.739,0.845,0.106
"tool-drunk","unrelated",NA,0.350128752241881,0.601809124043513,0.251680371801632,NA,0.7375,0.85,0.1125
"compass-pregnancy","unrelated",NA,0.332664712240138,0.488030232272475,0.155365520032337,NA,0.8535,0.8835,0.03
"zombie-recently","unrelated",NA,0.251724441561671,0.467327741556717,0.215603299995046,NA,0.248,0.2705,0.0225
"pretty-beautiful","related",0.828722558679014,0.601342859413458,0.828722558679014,0.227379699265556,0.9175,0.796,0.9175,0.1215
"exceptional-remarkable","related",0.760108827085297,0.506800393386839,0.760108827085297,0.253308433698458,0.777,0.5695,0.777,0.2075
"method-magazine","unrelated",NA,0.12559478278704,0.414052311258352,0.288457528471312,NA,0.432,0.677,0.245
"process-turtle","unrelated",NA,0.191488512820124,0.459772202507706,0.268283689687582,NA,0.655,0.7275,0.0725
"escort-landlord","unrelated",NA,0.0865995942412,0.493372797880095,0.406773203638895,NA,0.7735,0.9105,0.137
"fair-map","unrelated",NA,0.242859206210762,0.484934980937407,0.242075774726645,NA,0.646,0.862,0.216
"series-episode","related",0.553567117250896,0.207429400934629,0.553567117250896,0.346137716316267,0.8755,0.771,0.8755,0.1045
"fragment-angry","unrelated",NA,0.319447461443298,0.548859351090835,0.229411889647537,NA,0.731,0.831,0.1
"sheriff-planning","unrelated",NA,0.429995988066648,0.599010600118171,0.169014612051523,NA,0.565,0.755,0.19
"anger-rage","related",0.555110882091624,0.360116374256953,0.555110882091624,0.194994507834671,0.892,0.842,0.892,0.05
"valve-organize","unrelated",NA,0.433833559539936,0.6538193484159,0.219985788875964,NA,0.741,0.842,0.101
"back-minister","unrelated",NA,0.245426601800157,0.479282987146186,0.233856385346029,NA,0.562,0.7695,0.2075
"nanny-maid","related",0.486481121848022,0.31583381840807,0.486481121848022,0.170647303439952,0.746,0.64,0.746,0.106
"bread-cheese","related",0.436453545951591,0.223237448280154,0.436453545951591,0.213216097671437,0.845,0.795,0.845,0.05
"kilometer-meter","related",0.431294918053631,0.072947994019326,0.431294918053631,0.358346924034305,0.8865,0.764,0.8865,0.1225
"hormone-adrenaline","related",0.443301287075062,0.241191921932301,0.443301287075062,0.202109365142761,0.8475,0.7465,0.8475,0.101
"skin-buyer","unrelated",NA,0.49097991389509,0.750522619668881,0.259542705773791,NA,0.8135,0.917,0.1035
"flu-disease","related",0.368430814837196,0.09495130288612,0.368430814837196,0.273479511951076,0.825,0.7775,0.825,0.0475
"bowl-effect","unrelated",NA,0.23260212439711,0.508234855551002,0.275632731153892,NA,0.7265,0.8485,0.122
"darkness-eat","unrelated",NA,0.320265690025857,0.541067740643939,0.220802050618082,NA,0.7875,0.8375,0.05
"trust-lover","unrelated",NA,-0.078811305126498,0.387412443964336,0.466223749090834,NA,0.111,0.765,0.654
"stadium-break","unrelated",NA,0.278295146252688,0.503356392659307,0.225061246406619,NA,0.655,0.8625,0.2075
"what-that","related",0.651621310002186,0.386041388172073,0.651621310002186,0.265579921830113,0.5335,0.4585,0.5335,0.075
"tour-concert","related",0.491620967648549,0.04799686326166,0.491620967648549,0.443624104386889,0.7535,0.57,0.7535,0.1835
"terrible-leader","unrelated",NA,0.45543356238452,0.638482776902737,0.183049214518217,NA,0.499,0.7365,0.2375
"tour-creature","unrelated",NA,0.329543393858798,0.660502145742302,0.330958751883504,NA,0.6135,0.823,0.2095
"pension-confirm","unrelated",NA,0.592249440923567,0.864891675940993,0.272642235017426,NA,0.6065,0.714,0.1075
"insert-put","related",0.570706519483987,0.17134606413441,0.570706519483987,0.399360455349577,0.7355,0.6235,0.7355,0.112
"error-mistake","related",0.545919759236362,0.258410079153296,0.545919759236362,0.287509680083066,0.861,0.7025,0.861,0.1585
"compassionate-draw","unrelated",NA,0.329505855560999,0.529512646201121,0.200006790640122,NA,0.653,0.815,0.162
"strength-force","related",0.53635611027232,0.23960018427849,0.53635611027232,0.29675592599383,0.8045,0.5595,0.8045,0.245
"profile-description","related",0.608090111397703,0.297227254668108,0.608090111397703,0.310862856729595,0.756,0.4475,0.756,0.3085
"art-literature","related",0.378453195876964,0.230468478423472,0.378453195876964,0.147984717453492,0.8745,0.8245,0.8745,0.05
"sum-highway","unrelated",NA,0.309631313540558,0.540551212962569,0.230919899422011,NA,0.8195,0.892,0.0725
"volunteer-sport","unrelated",NA,0.202642894150812,0.479035005215665,0.276392111064853,NA,0.3325,0.7395,0.407
"moon-system","unrelated",NA,0.248788221218906,0.505997980112059,0.257209758893153,NA,0.614,0.843,0.229
"help-assist","related",0.640839729590242,0.319272075296359,0.640839729590242,0.321567654293883,0.9355,0.726,0.9355,0.2095
"sweet-income","unrelated",NA,0.364787221599419,0.689305221925054,0.324518000325635,NA,0.734,0.86,0.126
"grave-cemetery","related",0.495671053772044,0.296006501345483,0.495671053772044,0.199664552426561,0.881,0.831,0.881,0.05
"rusty-dusty","related",0.575446966673822,0.333457755011088,0.575446966673822,0.241989211662734,0.447,0.3745,0.447,0.0725
"round-around","related",0.73080501134957,0.290058830956861,0.73080501134957,0.440746180392709,0.155,-0.045,0.155,0.2
"calendar-schedule","related",0.691967315460705,0.483805819518763,0.691967315460705,0.208161495941942,0.861,0.6835,0.861,0.1775
"hill-reactor","unrelated",NA,0.157127500662831,0.370560628475787,0.213433127812956,NA,0.734,0.809,0.075
"dog-closure","unrelated",NA,0.325837452315669,0.561076929099726,0.235239476784057,NA,0.7845,0.832,0.0475
"silk-cotton","related",0.531991191460958,0.422256754797404,0.531991191460958,0.109734436663554,0.8445,0.841,0.8445,0.0035
"shadow-study","unrelated",NA,0.240299973758283,0.533461005527051,0.293161031768768,NA,0.651,0.8795,0.2285
"operate-street","unrelated",NA,0.238002170332175,0.505228214683313,0.267226044351138,NA,0.743,0.9105,0.1675
"choice-option","related",0.788927062637507,0.344611089803138,0.788927062637507,0.444315972834369,0.8705,0.5765,0.8705,0.294
"freely-free","related",0.579809358094896,0.314392657184406,0.579809358094896,0.26541670091049,0.732,0.527,0.732,0.205
"jeep-knowledge","unrelated",NA,0.296237390240315,0.544325057286541,0.248087667046226,NA,0.759,0.844,0.085
"inspector-gun","unrelated",NA,0.273860976159129,0.540124578879616,0.266263602720487,NA,0.696,0.925,0.229
"food-meal","related",0.500255472811491,0.267195038558405,0.500255472811491,0.233060434253086,0.8655,0.7345,0.8655,0.131
"resignation-dismissal","related",0.496326166707411,0.34595357447523,0.496326166707411,0.150372592232181,0.806,0.731,0.806,0.075
"killer-murderer","related",0.507438324112697,0.343084897384435,0.507438324112697,0.164353426728262,0.925,0.8165,0.925,0.1085
"practice-wish","unrelated",NA,0.142760362950069,0.458737271423918,0.315976908473849,NA,0.6355,0.8605,0.225
"society-community","related",0.43595656694214,0.177089675395032,0.43595656694214,0.258866891547108,0.8735,0.713,0.8735,0.1605
"search-find","related",0.730086900781318,0.464322705990142,0.730086900781318,0.265764194791176,0.8525,0.6865,0.8525,0.166
"ping-ding","related",0.593087337116848,0.261894041282511,0.593087337116848,0.331193295834337,0.275,0.225,0.275,0.05
"focus-concentrate","related",0.505673897445724,0.318108591779273,0.505673897445724,0.187565305666451,0.761,0.6535,0.761,0.1075
"gambling-december","unrelated",NA,0.445524792540261,0.689508422533206,0.243983629992945,NA,0.784,0.8695,0.0855
"shield-unfair","unrelated",NA,0.31839627742497,0.588478452396063,0.270082174971093,NA,0.7395,0.8495,0.11
"occasionally-rarely","related",0.687166466154923,0.478689070008427,0.687166466154923,0.208477396146496,0.758,0.7575,0.758,5e-04
"today-practically","unrelated",NA,0.245737370177783,0.594633517485739,0.348896147307956,NA,0.3575,0.43,0.0725
"autopsy-analysis","related",0.422082816355957,0.266307954262912,0.422082816355957,0.155774862093045,0.606,0.475,0.606,0.131
"code-shoot","unrelated",NA,0.401243888332447,0.720269488132786,0.319025599800339,NA,0.56,0.71,0.15
"platform-irresponsible","unrelated",NA,0.290070049432606,0.469470840087194,0.179400790654588,NA,0.704,0.704,0
"natural-artificial","related",0.482038600302677,0.27417928259531,0.482038600302677,0.207859317707367,0.7905,0.5655,0.7905,0.225
"monster-creature","related",0.660502145742302,0.329543393858798,0.660502145742302,0.330958751883504,0.823,0.6135,0.823,0.2095
"attention-autumn","unrelated",NA,0.234929465816596,0.463682794462271,0.228753328645675,NA,0.663,0.782,0.119
"occur-happen","related",0.717233844308825,0.456875856817817,0.717233844308825,0.260357987491008,0.8625,0.819,0.8625,0.0435
"invasion-frighten","unrelated",NA,0.518214547851196,0.763565011367315,0.245350463516119,NA,0.631,0.876,0.245
"sexual-physical","related",0.431230479526324,0.080943835183921,0.431230479526324,0.350286644342403,0.5445,0.366,0.5445,0.1785
"rusty-upper","unrelated",NA,0.253625621169015,0.503484652389502,0.249859031220487,NA,0.637,0.7425,0.1055
"sin-crime","related",0.322070741629066,0.020513499103235,0.322070741629066,0.301557242525831,0.87,0.634,0.87,0.236
"collect-gather","related",0.853197465617905,0.619749862766179,0.853197465617905,0.233447602851726,0.885,0.8115,0.885,0.0735
"youth-artery","unrelated",NA,0.285437792362975,0.520688572696258,0.235250780333283,NA,0.8255,0.873,0.0475
"terminal-give","unrelated",NA,0.334502764954795,0.644926236038655,0.31042347108386,NA,0.6525,0.775,0.1225
"evil-cruelty","related",0.405207949032482,0.163577458950436,0.405207949032482,0.241630490082046,0.8395,0.7645,0.8395,0.075
"body-corpse","related",0.506583984633298,0.226121898032233,0.506583984633298,0.280462086601065,0.7905,0.7565,0.7905,0.034
"fresh-save","unrelated",NA,0.051800095881438,0.417908611634812,0.366108515753374,NA,0.6615,0.887,0.2255
"porn-friend","unrelated",NA,0.124325710106254,0.460782270150554,0.3364565600443,NA,0.4855,0.662,0.1765
"box-bag","related",0.510281967342546,0.256849037339476,0.510281967342546,0.25343293000307,0.77,0.534,0.77,0.236
"south-north","related",0.711658558860175,0.46349539008075,0.711658558860175,0.248163168779425,0.8465,0.7265,0.8465,0.12
"sky-heavenly","related",0.360385400446608,0.071763309614302,0.360385400446608,0.288622090832306,0.707,0.5495,0.707,0.1575
"dvd-video","related",0.407794810281144,0.213792040211315,0.407794810281144,0.194002770069829,0.8755,0.7635,0.8755,0.112
"dose-document","unrelated",NA,0.332111528093424,0.616312142246031,0.284200614152607,NA,0.7335,0.8685,0.135
"ambulance-helicopter","related",0.463631260738405,0.236117942104701,0.463631260738405,0.227513318633704,0.7125,0.4975,0.7125,0.215
"nude-defeat","unrelated",NA,0.408389357689234,0.596364523995606,0.187975166306372,NA,0.8255,0.873,0.0475
"instinct-intuition","related",0.665441154233648,0.544463983039923,0.665441154233648,0.120977171193725,0.787,0.557,0.787,0.23
"kidnapper-snow","unrelated",NA,0.374048722178068,0.538102581275372,0.164053859097304,NA,0.8335,0.8635,0.03
"pound-idiot","unrelated",NA,0.375735986532343,0.632184844150934,0.256448857618591,NA,0.815,0.8885,0.0735
"alive-centimeter","unrelated",NA,0.254452291061088,0.389253538218199,0.134801247157111,NA,0.8495,0.8495,0
"factory-morning","unrelated",NA,0.17476048136032,0.442572331727679,0.267811850367359,NA,0.6255,0.7595,0.134
"ass-butt","related",0.48410501446002,0.181228027186528,0.48410501446002,0.302876987273492,0.862,0.819,0.862,0.043
"portal-voluntarily","unrelated",NA,0.33466409638046,0.63783757658764,0.30317348020718,NA,0.552,0.652,0.1
"naïve-stupid","related",0.384067526577375,0.150873645902658,0.384067526577375,0.233193880674717,0.612,0.5615,0.612,0.0505
"charity-minute","unrelated",NA,0.447432485075797,0.623683393415855,0.176250908340058,NA,0.737,0.8245,0.0875
"crew-ship","related",0.462829766226807,0.213615432423904,0.462829766226807,0.249214333802903,0.886,0.7885,0.886,0.0975
"company-corporation","related",0.655356492595275,0.519037665108587,0.655356492595275,0.136318827486688,0.9015,0.819,0.9015,0.0825
"baron-countess","related",0.470683046584298,0.190969710096531,0.470683046584298,0.279713336487767,0.806,0.6735,0.806,0.1325
"risky-urine","unrelated",NA,0.112791209191287,0.362448620234594,0.249657411043307,NA,0.6535,0.746,0.0925
"symptom-village","unrelated",NA,0.122160935321173,0.351266573215419,0.229105637894246,NA,0.579,0.664,0.085
"rodeo-improvement","unrelated",NA,0.254478907970695,0.435789419410184,0.181310511439489,NA,0.633,0.748,0.115
"policy-hamburger","unrelated",NA,0.363854115909726,0.525478797486773,0.161624681577047,NA,0.801,0.8735,0.0725
"curse-cargo","unrelated",NA,0.256389047876644,0.551292152759863,0.294903104883219,NA,0.812,0.867,0.055
"minimum-maximum","related",0.609924417015266,0.277765009906315,0.609924417015266,0.332159407108951,0.842,0.551,0.842,0.291
"support-assistance","related",0.555733999754302,0.238184756862347,0.555733999754302,0.317549242891955,0.86,0.6735,0.86,0.1865
"stamp-signature","related",0.615027719271348,0.316090287954897,0.615027719271348,0.298937431316451,0.757,0.5165,0.757,0.2405
"liquid-fluid","related",0.765279637895496,0.555899422564736,0.765279637895496,0.20938021533076,0.8835,0.7275,0.8835,0.156
"reception-cute","unrelated",NA,0.227157860599418,0.458941722759604,0.231783862160186,NA,0.5615,0.664,0.1025
"cow-literature","unrelated",NA,0.230468478423472,0.378453195876964,0.147984717453492,NA,0.8245,0.8745,0.05
"analyst-activate","unrelated",NA,0.306842897332815,0.597658883342217,0.290815986009402,NA,0.548,0.7575,0.2095
"piano-guitar","related",0.595473096059381,0.312488857198916,0.595473096059381,0.282984238860465,0.8045,0.582,0.8045,0.2225
"tool-instrument","related",0.674292621191302,0.227192609825634,0.674292621191302,0.447100011365668,0.8745,0.642,0.8745,0.2325
"second-minute","related",0.623683393415855,0.447432485075797,0.623683393415855,0.176250908340058,0.8245,0.737,0.8245,0.0875
"word-vision","unrelated",NA,-0.069034148843016,0.37020714395404,0.439241292797056,NA,0.2165,0.7085,0.492
"locked-artillery","unrelated",NA,0.228929240766494,0.437937155067665,0.209007914301171,NA,0.69,0.7975,0.1075
"already-tomato","unrelated",NA,0.278744823187242,0.497048446658711,0.218303623471469,NA,0.753,0.753,0
"lamp-vote","unrelated",NA,0.083515581906968,0.329189896384753,0.245674314477785,NA,0.7615,0.8365,0.075
"june-july","related",0.744461424927182,0.561537028694904,0.744461424927182,0.182924396232278,0.853,0.694,0.853,0.159
"charm-beauty","related",0.502539220225149,0.281832600964148,0.502539220225149,0.220706619261001,0.756,0.6105,0.756,0.1455
"tough-nausea","unrelated",NA,0.183736346429561,0.410650886379279,0.226914539949718,NA,0.704,0.83,0.126
"trick-indicate","unrelated",NA,0.095991115019064,0.410029657073309,0.314038542054245,NA,0.1785,0.2785,0.1
"confirmation-confirm","related",0.864891675940993,0.592249440923567,0.864891675940993,0.272642235017426,0.714,0.6065,0.714,0.1075
"current-hallucination","unrelated",NA,0.307127248090943,0.482562264726662,0.175435016635719,NA,0.6885,0.786,0.0975
"stomach-poker","unrelated",NA,0.365821379010206,0.636555743504481,0.270734364494275,NA,0.855,0.9,0.045
"rain-snow","related",0.538102581275372,0.374048722178068,0.538102581275372,0.164053859097304,0.8635,0.8335,0.8635,0.03
"fire-flame","related",0.595593776649943,0.295500149847985,0.595593776649943,0.300093626801958,0.907,0.8145,0.907,0.0925
"queen-king","related",0.590601528881116,0.399384181540996,0.590601528881116,0.19121734734012,0.955,0.8575,0.955,0.0975
"divorce-marriage","related",0.620363985175437,0.320021356230555,0.620363985175437,0.300342628944882,0.8835,0.756,0.8835,0.1275
"diamond-strange","unrelated",NA,0.496975190813156,0.722896638150382,0.225921447337226,NA,0.7975,0.8745,0.077
"witness-disappointment","unrelated",NA,0.317302245041157,0.526568632183225,0.209266387142068,NA,0.4385,0.6555,0.217
"silent-silence","related",0.67005570173188,0.405723878820534,0.67005570173188,0.264331822911346,0.857,0.7345,0.857,0.1225
"management-administrative","related",0.504865537387955,0.297239344333571,0.504865537387955,0.207626193054384,0.834,0.684,0.834,0.15
"hand-joke","unrelated",NA,0.194187777017563,0.499093838142862,0.304906061125299,NA,0.621,0.747,0.126
"fire-understand","unrelated",NA,0.445882576048469,0.600040651577979,0.15415807552951,NA,0.733,0.8515,0.1185
"plan-friendly","unrelated",NA,0.275981878440708,0.484960749720314,0.208978871279606,NA,0.6135,0.753,0.1395
"conspiracy-bad","unrelated",NA,0.377761529419748,0.612197289027116,0.234435759607368,NA,0.6005,0.833,0.2325
"plan-strategy","related",0.69706503685329,0.475020046760195,0.69706503685329,0.222044990093095,0.856,0.734,0.856,0.122
"area-child","unrelated",NA,0.450795024458665,0.729575945705155,0.27878092124649,NA,0.6475,0.905,0.2575
"conference-attacker","unrelated",NA,0.280733025164938,0.478429967108302,0.197696941943364,NA,0.745,0.8725,0.1275
"drive-shoe","unrelated",NA,0.06494037018659,0.380081631713182,0.315141261526592,NA,0.777,0.887,0.11
"gossip-scandal","related",0.589124514365897,0.417899900096926,0.589124514365897,0.171224614268971,0.759,0.54,0.759,0.219
"injustice-smell","unrelated",NA,0.473769001903954,0.662936255044098,0.189167253140144,NA,0.76,0.835,0.075
"internet-web","related",0.721837976009116,0.49811899512611,0.721837976009116,0.223718980883006,0.9,0.69,0.9,0.21
"end-finish","related",0.750522014264402,0.454840231921177,0.750522014264402,0.295681782343225,0.875,0.659,0.875,0.216
"old-young","related",0.566619441188791,0.299292544127028,0.566619441188791,0.267326897061763,0.8385,0.72,0.8385,0.1185
"theft-robbery","related",0.700055655009594,0.463650375190328,0.700055655009594,0.236405279819266,0.875,0.645,0.875,0.23
"dry-unable","unrelated",NA,0.39649448531382,0.666816522652495,0.270322037338675,NA,0.735,0.825,0.09
"cavalry-artillery","related",0.437937155067665,0.228929240766494,0.437937155067665,0.209007914301171,0.7975,0.69,0.7975,0.1075
"pleasure-joy","related",0.560930197400926,0.282181779401113,0.560930197400926,0.278748417999813,0.882,0.748,0.882,0.134
"train-bus","related",0.457624502794655,0.213584610414687,0.457624502794655,0.244039892379968,0.7445,0.642,0.7445,0.1025
"majesty-thumb","unrelated",NA,0.434836958538921,0.68961096086736,0.254774002328439,NA,0.8325,0.861,0.0285
"hire-finish","unrelated",NA,0.454840231921177,0.750522014264402,0.295681782343225,NA,0.659,0.875,0.216
"supernatural-paranormal","related",0.716133173207355,0.533137582232098,0.716133173207355,0.182995590975257,0.863,0.741,0.863,0.122
"boys-monitor","unrelated",NA,0.37211871430705,0.603362986599319,0.231244272292269,NA,0.658,0.888,0.23
"run-festival","unrelated",NA,0.298920683378569,0.585374298090206,0.286453614711637,NA,0.542,0.875,0.333
"empty-full","related",0.542904554538116,0.246140200208359,0.542904554538116,0.296764354329757,0.846,0.6385,0.846,0.2075
"radar-satellite","related",0.481649305872481,0.234393158665833,0.481649305872481,0.247256147206648,0.774,0.739,0.774,0.035
"bribe-blackmail","related",0.585351451113382,0.384036831113926,0.585351451113382,0.201314619999456,0.8495,0.8185,0.8495,0.031
"route-path","related",0.63519727396556,0.378763768393161,0.63519727396556,0.256433505572399,0.874,0.8015,0.874,0.0725
"palace-video","unrelated",NA,0.213792040211315,0.407794810281144,0.194002770069829,NA,0.7635,0.8755,0.112
"caliber-motel","unrelated",NA,0.378974274556632,0.532382713019594,0.153408438462962,NA,0.7645,0.8495,0.085
"sergeant-obviously","unrelated",NA,0.558470862762426,0.766057080084971,0.207586217322545,NA,0.7155,0.788,0.0725
