"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"curse-witch","related",0.368087954017529,0.769
"saturday-sunday","related",0.651284674644103,0.925
"stand-invest","unrelated",0.384228575553229,0.275
"tablet-pill","related",0.626036498915887,0.8185
"run-walk","related",0.554027932502208,0.836
"corner-alley","related",0.549184866333587,0.7415
"realize-understand","related",0.600040651577979,0.8515
"west-meal","unrelated",0.233060434253086,0.131
"humble-communication","unrelated",0.256820408397423,0.244
"collect-silence","unrelated",0.264331822911346,0.1225
"incident-hug","unrelated",0.217733107025805,0.106
"tool-drunk","unrelated",0.251680371801632,0.1125
"compass-pregnancy","unrelated",0.155365520032337,0.03
"zombie-recently","unrelated",0.215603299995046,0.0225
"pretty-beautiful","related",0.828722558679014,0.9175
"exceptional-remarkable","related",0.760108827085297,0.777
"method-magazine","unrelated",0.288457528471312,0.245
"process-turtle","unrelated",0.268283689687582,0.0725
"escort-landlord","unrelated",0.406773203638895,0.137
"fair-map","unrelated",0.242075774726645,0.216
"series-episode","related",0.553567117250896,0.8755
"fragment-angry","unrelated",0.229411889647537,0.1
"sheriff-planning","unrelated",0.169014612051523,0.19
"anger-rage","related",0.555110882091624,0.892
"valve-organize","unrelated",0.219985788875964,0.101
"back-minister","unrelated",0.233856385346029,0.2075
"nanny-maid","related",0.486481121848022,0.746
"bread-cheese","related",0.436453545951591,0.845
"kilometer-meter","related",0.431294918053631,0.8865
"hormone-adrenaline","related",0.443301287075062,0.8475
"skin-buyer","unrelated",0.259542705773791,0.1035
"flu-disease","related",0.368430814837196,0.825
"bowl-effect","unrelated",0.275632731153892,0.122
"darkness-eat","unrelated",0.220802050618082,0.05
"trust-lover","unrelated",0.466223749090834,0.654
"stadium-break","unrelated",0.225061246406619,0.2075
"what-that","related",0.651621310002186,0.5335
"tour-concert","related",0.491620967648549,0.7535
"terrible-leader","unrelated",0.183049214518217,0.2375
"tour-creature","unrelated",0.330958751883504,0.2095
"pension-confirm","unrelated",0.272642235017426,0.1075
"insert-put","related",0.570706519483987,0.7355
"error-mistake","related",0.545919759236362,0.861
"compassionate-draw","unrelated",0.200006790640122,0.162
"strength-force","related",0.53635611027232,0.8045
"profile-description","related",0.608090111397703,0.756
"art-literature","related",0.378453195876964,0.8745
"sum-highway","unrelated",0.230919899422011,0.0725
"volunteer-sport","unrelated",0.276392111064853,0.407
"moon-system","unrelated",0.257209758893153,0.229
"help-assist","related",0.640839729590242,0.9355
"sweet-income","unrelated",0.324518000325635,0.126
"grave-cemetery","related",0.495671053772044,0.881
"rusty-dusty","related",0.575446966673822,0.447
"round-around","related",0.73080501134957,0.155
"calendar-schedule","related",0.691967315460705,0.861
"hill-reactor","unrelated",0.213433127812956,0.075
"dog-closure","unrelated",0.235239476784057,0.0475
"silk-cotton","related",0.531991191460958,0.8445
"shadow-study","unrelated",0.293161031768768,0.2285
"operate-street","unrelated",0.267226044351138,0.1675
"choice-option","related",0.788927062637507,0.8705
"freely-free","related",0.579809358094896,0.732
"jeep-knowledge","unrelated",0.248087667046226,0.085
"inspector-gun","unrelated",0.266263602720487,0.229
"food-meal","related",0.500255472811491,0.8655
"resignation-dismissal","related",0.496326166707411,0.806
"killer-murderer","related",0.507438324112697,0.925
"practice-wish","unrelated",0.315976908473849,0.225
"society-community","related",0.43595656694214,0.8735
"search-find","related",0.730086900781318,0.8525
"ping-ding","related",0.593087337116848,0.275
"focus-concentrate","related",0.505673897445724,0.761
"gambling-december","unrelated",0.243983629992945,0.0855
"shield-unfair","unrelated",0.270082174971093,0.11
"occasionally-rarely","related",0.687166466154923,0.758
"today-practically","unrelated",0.348896147307956,0.0725
"autopsy-analysis","related",0.422082816355957,0.606
"code-shoot","unrelated",0.319025599800339,0.15
"platform-irresponsible","unrelated",0.179400790654588,0
"natural-artificial","related",0.482038600302677,0.7905
"monster-creature","related",0.660502145742302,0.823
"attention-autumn","unrelated",0.228753328645675,0.119
"occur-happen","related",0.717233844308825,0.8625
"invasion-frighten","unrelated",0.245350463516119,0.245
"sexual-physical","related",0.431230479526324,0.5445
"rusty-upper","unrelated",0.249859031220487,0.1055
"sin-crime","related",0.322070741629066,0.87
"collect-gather","related",0.853197465617905,0.885
"youth-artery","unrelated",0.235250780333283,0.0475
"terminal-give","unrelated",0.31042347108386,0.1225
"evil-cruelty","related",0.405207949032482,0.8395
"body-corpse","related",0.506583984633298,0.7905
"fresh-save","unrelated",0.366108515753374,0.2255
"porn-friend","unrelated",0.3364565600443,0.1765
"box-bag","related",0.510281967342546,0.77
"south-north","related",0.711658558860175,0.8465
"sky-heavenly","related",0.360385400446608,0.707
"dvd-video","related",0.407794810281144,0.8755
"dose-document","unrelated",0.284200614152607,0.135
"ambulance-helicopter","related",0.463631260738405,0.7125
"nude-defeat","unrelated",0.187975166306372,0.0475
"instinct-intuition","related",0.665441154233648,0.787
"kidnapper-snow","unrelated",0.164053859097304,0.03
"pound-idiot","unrelated",0.256448857618591,0.0735
"alive-centimeter","unrelated",0.134801247157111,0
"factory-morning","unrelated",0.267811850367359,0.134
"ass-butt","related",0.48410501446002,0.862
"portal-voluntarily","unrelated",0.30317348020718,0.1
"naïve-stupid","related",0.384067526577375,0.612
"charity-minute","unrelated",0.176250908340058,0.0875
"crew-ship","related",0.462829766226807,0.886
"company-corporation","related",0.655356492595275,0.9015
"baron-countess","related",0.470683046584298,0.806
"risky-urine","unrelated",0.249657411043307,0.0925
"symptom-village","unrelated",0.229105637894246,0.085
"rodeo-improvement","unrelated",0.181310511439489,0.115
"policy-hamburger","unrelated",0.161624681577047,0.0725
"curse-cargo","unrelated",0.294903104883219,0.055
"minimum-maximum","related",0.609924417015266,0.842
"support-assistance","related",0.555733999754302,0.86
"stamp-signature","related",0.615027719271348,0.757
"liquid-fluid","related",0.765279637895496,0.8835
"reception-cute","unrelated",0.231783862160186,0.1025
"cow-literature","unrelated",0.147984717453492,0.05
"analyst-activate","unrelated",0.290815986009402,0.2095
"piano-guitar","related",0.595473096059381,0.8045
"tool-instrument","related",0.674292621191302,0.8745
"second-minute","related",0.623683393415855,0.8245
"word-vision","unrelated",0.439241292797056,0.492
"locked-artillery","unrelated",0.209007914301171,0.1075
"already-tomato","unrelated",0.218303623471469,0
"lamp-vote","unrelated",0.245674314477785,0.075
"june-july","related",0.744461424927182,0.853
"charm-beauty","related",0.502539220225149,0.756
"tough-nausea","unrelated",0.226914539949718,0.126
"trick-indicate","unrelated",0.314038542054245,0.1
"confirmation-confirm","related",0.864891675940993,0.714
"current-hallucination","unrelated",0.175435016635719,0.0975
"stomach-poker","unrelated",0.270734364494275,0.045
"rain-snow","related",0.538102581275372,0.8635
"fire-flame","related",0.595593776649943,0.907
"queen-king","related",0.590601528881116,0.955
"divorce-marriage","related",0.620363985175437,0.8835
"diamond-strange","unrelated",0.225921447337226,0.077
"witness-disappointment","unrelated",0.209266387142068,0.217
"silent-silence","related",0.67005570173188,0.857
"management-administrative","related",0.504865537387955,0.834
"hand-joke","unrelated",0.304906061125299,0.126
"fire-understand","unrelated",0.15415807552951,0.1185
"plan-friendly","unrelated",0.208978871279606,0.1395
"conspiracy-bad","unrelated",0.234435759607368,0.2325
"plan-strategy","related",0.69706503685329,0.856
"area-child","unrelated",0.27878092124649,0.2575
"conference-attacker","unrelated",0.197696941943364,0.1275
"drive-shoe","unrelated",0.315141261526592,0.11
"gossip-scandal","related",0.589124514365897,0.759
"injustice-smell","unrelated",0.189167253140144,0.075
"internet-web","related",0.721837976009116,0.9
"end-finish","related",0.750522014264402,0.875
"old-young","related",0.566619441188791,0.8385
"theft-robbery","related",0.700055655009594,0.875
"dry-unable","unrelated",0.270322037338675,0.09
"cavalry-artillery","related",0.437937155067665,0.7975
"pleasure-joy","related",0.560930197400926,0.882
"train-bus","related",0.457624502794655,0.7445
"majesty-thumb","unrelated",0.254774002328439,0.0285
"hire-finish","unrelated",0.295681782343225,0.216
"supernatural-paranormal","related",0.716133173207355,0.863
"boys-monitor","unrelated",0.231244272292269,0.23
"run-festival","unrelated",0.286453614711637,0.333
"empty-full","related",0.542904554538116,0.846
"radar-satellite","related",0.481649305872481,0.774
"bribe-blackmail","related",0.585351451113382,0.8495
"route-path","related",0.63519727396556,0.874
"palace-video","unrelated",0.194002770069829,0.112
"caliber-motel","unrelated",0.153408438462962,0.085
"sergeant-obviously","unrelated",0.207586217322545,0.0725
"general-maximum","unrelated",0.332159407108951,0.291
"gossip-prisoner","unrelated",0.277730902370067,0.18
"class-radiation","unrelated",0.232950626189607,0.112
"orphanage-convent","related",0.440851483685761,0.2605
"bribe-girls","unrelated",0.173767649308545,0.046
"governor-senator","related",0.524370149845939,0.7635
"modern-traditional","related",0.519127222269194,0.635
"similar-son","unrelated",0.40687141076966,0.23
"cloud-money","unrelated",0.280231449331492,0.1525
"waiter-waitress","related",0.887357158714569,0.9
"night-evening","related",0.595874436071743,0.8535
"choice-write","unrelated",0.395821319190714,0.283
"insult-inside","unrelated",0.284405562712011,0.124
"camera-build","unrelated",0.262466328426134,0.1625
"voice-accent","related",0.459564250691627,0.747
"desire-holiday","unrelated",0.202973958764443,0.362
"stress-depression","related",0.441033528529205,0.8395
"loyalty-newspaper","unrelated",0.182427755099392,0.135
"glorious-glory","related",0.729224441184231,0.8535
"ninja-samurai","related",0.577492424598312,0.8585
"career-reputation","related",0.358994900548295,0.678
"chip-device","related",0.421162658298407,0.703
"reason-cause","related",0.678940026930995,0.8615
"warning-message","related",0.491840833025276,0.746
"crown-weekly","unrelated",0.186404345793588,0.1245
"dog-cat","related",0.602598804926125,0.9115
"maybe-powerless","unrelated",0.172510638015185,0.1325
"worm-wedding","unrelated",0.27176570833514,0.0485
"research-murderer","unrelated",0.164353426728262,0.1085
"roman-greek","related",0.388907016886034,0.798
"here-ding","unrelated",0.331193295834337,0.05
"window-door","related",0.514495157532557,0.845
"valuable-important","related",0.482257848371573,0.772
"wound-tragic","unrelated",0.322689743795089,0.234
"load-solar","unrelated",0.236652810244141,0.248
"firm-hose","unrelated",0.285089961704898,0.1175
"rocket-missile","related",0.463584313086173,0.875
"out-about","related",0.61437439295613,0.23
"nest-egg","related",0.487359956353115,0.9195
"aspirin-morphine","related",0.378288947675962,0.758
"responsibility-syndrome","unrelated",0.197568248480026,0.2345
"majority-camping","unrelated",0.118309131031651,0.048
"construction-build","related",0.721873514995822,0.846
"opinion-attitude","related",0.487075727360223,0.745
"rain-federation","unrelated",0.201883146594236,0.056
"stick-meet","unrelated",0.297106803207753,0.1545
"golf-tennis","related",0.567951529987146,0.8105
"virus-client","unrelated",0.265075777563037,0.1125
"industry-business","related",0.540222997559046,0.874
"sometimes-injection","unrelated",0.239265499084121,0.0895
"expensive-journalist","unrelated",0.170633299015832,0.225
"husband-wife","related",0.653213291676875,1
"protein-bury","unrelated",0.236887105394586,0.06
"ideal-perfect","related",0.659377296847523,0.8515
"trailer-attempt","unrelated",0.387445764612018,0.129
"health-force","unrelated",0.29675592599383,0.245
"parliament-senate","related",0.596105625810143,0.861
"boot-shoe","related",0.380081631713182,0.887
"near-champagne","unrelated",0.177304475061598,0.071
"exceptional-explode","unrelated",0.315342678464346,0.106
"landing-garbage","unrelated",0.224126170929022,0.0875
"illegal-young","unrelated",0.267326897061763,0.1185
"okay-often","unrelated",0.325051313008329,0.1
"chip-ride","unrelated",0.259125113425731,0.156
"place-morphine","unrelated",0.220995282248406,0.0935
"birth-pregnancy","related",0.488030232272475,0.8835
"jungle-forest","related",0.484710150554558,0.882
"banana-strawberry","related",0.400730056857412,0.8005
"private-privacy","related",0.635399117856168,0.849
"model-prototype","related",0.595121900279633,0.785
"west-east","related",0.577507922401555,0.8495
"burst-mystery","unrelated",0.270158231014508,0.2105
"floor-carpet","related",0.54227162589334,0.8625
"necessary-bag","unrelated",0.25343293000307,0.236
"view-perspective","related",0.504462364105605,0.8135
"mile-ransom","unrelated",0.238508464377434,0.0725
"banking-financial","related",0.545642717914747,0.8635
"explanation-plausible","related",0.33183162124897,0.2395
"shot-shoot","related",0.720269488132786,0.71
"try-castle","unrelated",0.280990263121139,0.101
"total-waitress","unrelated",0.187233203962236,0.226
"forbidden-prohibit","related",0.595954278549221,0.845
"suck-lick","related",0.508037470843933,0.861
"point-indicate","related",0.410029657073309,0.2785
"admit-mission","unrelated",0.248567940903752,0.2475
"quiet-flour","unrelated",0.13115307129951,0.0735
"top-woman","unrelated",0.289440475020016,0.28
"risk-wet","unrelated",0.26005079106886,0.131
"rifle-gun","related",0.540124578879616,0.925
"always-constantly","related",0.61644359715854,0.8385
"leave-abandon","related",0.509579694183293,0.793
"radius-expect","unrelated",0.224927205173556,0.0725
"male-female","related",0.800410129021373,0.9055
"album-meter","unrelated",0.358346924034305,0.1225
"caesar-pilot","unrelated",0.241106336625518,0.045
"whiskey-vodka","related",0.597691913717385,0.853
"beach-mechanical","unrelated",0.231156339612178,0.1025
"century-contrary","unrelated",0.178887970281818,0.115
"flee-long","unrelated",0.216870154355578,0.1
"shadow-dark","related",0.570514051313001,0.806
"envelope-package","related",0.408549182565745,0.754
"helmet-fruit","unrelated",0.229623132241293,0.05
"purpose-intention","related",0.49569555488517,0.8465
"hospitality-need","unrelated",0.280263565421917,0.348
"protein-vitamin","related",0.424130804026539,0.7635
"privilege-storm","unrelated",0.22918217528753,0.0675
"soldier-warrior","related",0.576469127588543,0.867
"coach-sufficient","unrelated",0.213248773224109,0.1125
"count-calculate","related",0.543628719090476,0.6975
"check-bottom","unrelated",0.381489624081082,0.166
"basketball-football","related",0.524109658365696,0.806
"pocket-wallet","related",0.408017119335288,0.873
"shop-mathematics","unrelated",0.158369999574433,0.1
"air-family","unrelated",0.253346511564652,0.1645
"candidate-pleasant","unrelated",0.292903189205263,0.1225
"myth-exhibition","unrelated",0.276983047230677,0.211
"firm-agency","related",0.464250478214746,0.662
"horn-flame","unrelated",0.300093626801958,0.0925
"angel-devil","related",0.602984743312982,0.8035
"experience-knowledge","related",0.544325057286541,0.844
"journalism-bed","unrelated",0.106430514007005,0.05
"noble-left","unrelated",0.21529858843003,0.1135
"senior-junior","related",0.637104172276633,0.8475
"base-headquarters","related",0.382436199014117,0.259
"irony-ironic","related",0.900426134075498,0.875
"supernatural-lecture","unrelated",0.220893617873725,0.151
"september-october","related",0.643753064282015,0.8735
"champion-fighter","related",0.385116950275298,0.802
"terrible-horrible","related",0.849541039529439,0.861
"admit-confess","related",0.671377334833535,0.827
"skin-tissue","related",0.404326569025874,0.802
"swallow-chew","related",0.627242306013897,0.293
"file-document","related",0.616312142246031,0.8685
"comment-brother","unrelated",0.231050402741852,0.126
"man-primary","unrelated",0.258106891621496,0.23
"porn-movie","related",0.452123522539375,0.741
"pleasure-local","unrelated",0.188406801443997,0.2125
"penalty-imprisonment","related",0.484303319235788,0.7625
"washington-biological","unrelated",0.109545586655125,0.11
"pub-strategy","unrelated",0.222044990093095,0.122
"balance-merchant","unrelated",0.29928141972791,0.3325
"desire-wish","related",0.458737271423918,0.8605
"youth-childhood","related",0.491561122595914,0.886
"obstacle-challenge","related",0.502964813929004,0.7595
"cement-plastic","related",0.338956026480377,0.4785
"basketball-ceremony","unrelated",0.211853868216627,0.16
"imperial-emperor","related",0.597215174365677,0.8345
"glasses-cap","related",0.321097654111953,0.23
"uncomfortable-boy","unrelated",0.247488188449247,0.1725
"relative-pain","unrelated",0.28378584188165,0.245
"club-bar","related",0.464666351190116,0.861
"carnival-festival","related",0.585374298090206,0.875
"golden-silver","related",0.553582641631761,0.846
"orgasm-cold","unrelated",0.1787580971919,0.075
"cabinet-continue","unrelated",0.173271252429299,0.0665
"soldier-activity","unrelated",0.180161465773107,0.2245
"gambling-poker","related",0.636555743504481,0.9
"mouth-dismissal","unrelated",0.150372592232181,0.075
"stomach-chest","related",0.474879688715261,0.23
"big-savior","unrelated",0.223681220492521,0.1785
"engagement-wedding","related",0.486527685691688,0.864
"arsenal-graduate","unrelated",0.125677858237843,0.156
"law-childhood","unrelated",0.193379605331684,0.292
"piano-cartel","unrelated",0.217214878014935,0.045
"bravo-safety","unrelated",0.20320455902106,0.131
"camera-microphone","related",0.469681365315792,0.746
"useful-lady","unrelated",0.25062800516972,0.205
"dinner-misery","unrelated",0.203767589257814,0.201
"policy-politician","related",0.374388358460819,0.804
"hill-mountain","related",0.434333023733323,0.8485
"management-probably","unrelated",0.266433957097285,0.1
"concern-worry","related",0.682738460554114,0.8415
"one-torture","unrelated",0.18053621450312,0.35
"toast-bacon","related",0.377854899650501,0.8135
"valve-ventilation","related",0.447461374520185,0.6915
"colony-gay","unrelated",0.155829562025366,0.2075
"baron-agency","unrelated",0.261735713417232,0.2095
"culture-civilization","related",0.510949950485374,0.8095
"flag-assassin","unrelated",0.217268929702471,0.15
"swear-sauce","unrelated",0.339149112286489,0.0975
"outside-equip","unrelated",0.383970926163337,0.1625
"bring-send","related",0.528857653083761,0.777
"experiment-test","related",0.655768604917038,0.851
"instinct-school","unrelated",0.225399721659805,0.23
"security-safety","related",0.59591923190537,0.84
"enemy-liver","unrelated",0.224320844437348,5e-04
"choose-select","related",0.649987275351958,0.86
"resistance-amazing","unrelated",0.213361701915556,0.1095
"innocent-guilty","related",0.546338807778854,0.821
"yoga-massage","related",0.385318806772091,0.7695
"evolution-mutation","related",0.474149727187886,0.854
"plant-agreement","unrelated",0.187518834948301,0.146
"mail-music","unrelated",0.35189050665305,0.2075
"majesty-highness","related",0.560847580881642,0.851
"thief-devotion","unrelated",0.17887992527309,0.0585
"mafia-cartel","related",0.349609572281452,0.809
"pyramid-structure","related",0.35127397470879,0.7645
"detonator-creepy","unrelated",0.149824087730874,0.1
"scratch-opponent","unrelated",0.282450610278031,0.1375
"recover-legend","unrelated",0.262581206286172,0.111
"describe-express","related",0.467550463294743,0.7375
"hospital-development","unrelated",0.24244429647292,0.2815
"plague-epidemic","related",0.612213126327736,0.924
"aids-restaurant","unrelated",0.18100522370003,0.1075
"minimum-politician","unrelated",0.134705736456456,0.2125
"value-price","related",0.570294818775283,0.856
"midnight-noon","related",0.495694043847351,0.6205
"choose-evaluation","unrelated",0.401393280731279,0.5325
"telegram-letter","related",0.472692729228846,0.7395
"stay-photo","unrelated",0.242476939280333,0.1675
"key-lock","related",0.508705991012833,0.95
"empty-tennis","unrelated",0.17844119853782,0.124
"tired-effective","unrelated",0.318697912413802,0.2
"law-constitution","related",0.486472780615278,0.872
"chaos-confusion","related",0.554783972498737,0.868
"rock-poem","unrelated",0.238614597122719,0.2275
"student-teacher","related",0.561453237227571,0.9005
"ring-arrogance","unrelated",0.241841312935258,0.045
"pirate-protocol","unrelated",0.265230286150089,0.116
"trick-joke","related",0.499093838142862,0.747
"resistance-resist","related",0.664721106754195,0.75
"genius-scientist","related",0.403550536721386,0.7585
"helmet-hat","related",0.389945225501989,0.698
"opposite-delicious","unrelated",0.217106052657716,0.0725
"unreasonable-alibi","unrelated",0.241565672463194,0.23
"say-tell","related",0.679224971392412,0.7735
"girl-boy","related",0.694765434325428,0.875
"hand-arm","related",0.510573697874854,0.875
"playboy-zone","unrelated",0.276565988180455,0.0755
"capital-romantic","unrelated",0.255925118790372,0.0755
"process-procedure","related",0.681235954003377,0.814
"move-transfer","related",0.549034440468203,0.7575
"special-confidence","unrelated",0.260477638736899,0.4185
"gain-flight","unrelated",0.35072942744555,0.215
"short-long","related",0.540050160920467,0.7685
"banana-rage","unrelated",0.194994507834671,0.05
"dose-injection","related",0.50386332728642,0.8625
"general-colonel","related",0.407939304574575,0.5935
"load-cargo","related",0.551292152759863,0.867
"analyst-investigator","related",0.535572692516357,0.788
"contact-marketing","unrelated",0.417087849956397,0.734
"snack-prototype","unrelated",0.260605470889327,0.122
"replace-penis","unrelated",0.160463412387442,0.087
"lie-convent","unrelated",0.276798427933627,0.045
"soft-winner","unrelated",0.188760738674012,0.085
"antidote-vaccine","related",0.432092972596659,0.7425
"darkness-light","related",0.373858213073266,0.873
"mars-great","unrelated",0.312988852307928,0.118
"point-mercy","unrelated",0.244197822237315,0.17
"compliment-gate","unrelated",0.232181859190202,0.0485
"moon-sun","related",0.563817089051597,0.8605
"grain-flour","related",0.549279220057737,0.8935
"diarrhea-nausea","related",0.410650886379279,0.83
"gang-group","related",0.584591881733713,0.737
"service-maintenance","related",0.465317764049439,0.755
"summer-divine","unrelated",0.203118184633203,0.126
"rocket-wife","unrelated",0.227899821871394,0.0505
"privilege-honor","related",0.579431623219359,0.6945
"smile-treatment","unrelated",0.292820644956705,0.23
"route-medal","unrelated",0.25496395600524,0.12
"hero-close","unrelated",0.170555404250763,0.2085
"romeo-juliet","related",0.66593217767624,0.95
"budget-phrase","unrelated",0.301781964405391,0.23
"nude-naked","related",0.80600410143621,0.9
"national-copy","unrelated",0.23210316507036,0.1775
"nickname-sell","unrelated",0.273888821604652,0.106
"tumor-cancer","related",0.659406266465105,0.9
"alone-lonely","related",0.624159849826848,0.842
"data-absurd","unrelated",0.216377566127609,0.0785
"author-dollar","unrelated",0.204378403845522,0.175
"mud-vitamin","unrelated",0.228580232842571,0.075
"form-brave","unrelated",0.234459050757151,0.1575
"ticket-hide","unrelated",0.348389298549562,0.1
"secretary-assistant","related",0.446724837977759,0.8425
"jealous-sermon","unrelated",0.182566640679149,0.055
"hello-bye","related",0.540164665114439,0.886
"final-ultimate","related",0.637392260669858,0.756
"ridiculous-absurd","related",0.610367985020035,0.8625
"reporter-journalist","related",0.743410542754983,0.9025
"tenant-landlord","related",0.493372797880095,0.9105
"rock-stone","related",0.453422282727974,0.935
"room-bedroom","related",0.551466367553207,0.884
"bee-ant","related",0.295484326915263,0.818
"daughter-son","related",0.506774631636849,0.975
"person-individual","related",0.729761898324173,0.905
"brand-generous","unrelated",0.22046979328126,0.1175
"volunteer-voluntarily","related",0.63783757658764,0.652
"astronaut-come","unrelated",0.22671236546139,0.03
"bible-book","related",0.489740082491397,0.866
"miserable-pathetic","related",0.391180858175097,0.7865
"monster-chapel","unrelated",0.142126350383873,0.0725
"africa-oxygen","unrelated",0.270183502249421,0.15
"tobacco-king","unrelated",0.19121734734012,0.0975
"internal-juice","unrelated",0.253528402134864,0.1825
"seller-buyer","related",0.750522619668881,0.917
"safe-accusation","unrelated",0.205417412094982,0.1345
"witty-military","unrelated",0.222378525354534,0.131
"hospitality-gratitude","related",0.397922243018337,0.618
"rule-countess","unrelated",0.279713336487767,0.1325
"pub-restaurant","related",0.501672689735281,0.818
"layer-surface","related",0.339251363956294,0.753
"cabinet-closet","related",0.51702140427692,0.835
"tank-imprisonment","unrelated",0.178192234274375,0.0735
"useless-worthless","related",0.820736692845206,0.8585
"county-district","related",0.690451375249715,0.7795
"useful-effective","related",0.574976252912521,0.656
"banker-honesty","unrelated",0.249988481349917,0.23
"gesture-around","unrelated",0.440746180392709,0.2
"doubt-suspect","related",0.554280070588923,0.739
"regiment-sit","unrelated",0.24524291854156,0.1065
"warm-building","unrelated",0.354148687952745,0.251
"marine-pen","unrelated",0.272538586150479,0.0865
"victory-defeat","related",0.596364523995606,0.873
"second-traditional","unrelated",0.414960079361137,0.2425
"conflict-colonel","unrelated",0.254107230723283,0.202
"wrong-correct","related",0.591228615090674,0.782
"literally-practically","related",0.594633517485739,0.43
"impression-feeling","related",0.45984298014233,0.737
"doll-intelligent","unrelated",0.248637725138286,0.06
"international-lonely","unrelated",0.256125952401505,0.107
"gallery-exhibition","related",0.489311871802633,0.862
"guard-patrol","related",0.571238847409513,0.774
"dean-professor","related",0.492901217874984,0.853
"dirty-abandon","unrelated",0.301652325592112,0.1625
"sandwich-use","unrelated",0.262543983897279,0.136
"ping-bottle","unrelated",0.330527866168827,0.107
"concept-passport","unrelated",0.261477800645479,0.24
"object-subject","related",0.6358450895657,0.7945
"section-warrior","unrelated",0.235588942379501,0.0825
"industry-alpha","unrelated",0.249045663066241,0.2085
"flag-symbol","related",0.499354377976534,0.805
"tomorrow-parent","unrelated",0.222803792459535,0.2025
"half-quarter","related",0.694072906695661,0.802
"finally-boat","unrelated",0.259162121677912,0.055
"loser-senate","unrelated",0.209809015583239,0.0725
"brain-sign","unrelated",0.270344692073953,0.2455
"cable-wire","related",0.574100896614673,0.8735
"conservative-liberal","related",0.621169594322605,0.7685
"creation-destruction","related",0.412273987347037,0.783
"ufo-sink","unrelated",0.251529917387262,0.045
"profit-writing","unrelated",0.245451370851296,0.2895
"trash-normal","unrelated",0.285969672911481,0.1125
"preserve-mayor","unrelated",0.268850272451019,0.1185
"hold-keep","related",0.709267619634205,0.8175
"hero-savior","related",0.483336852231799,0.8695
"exciting-interesting","related",0.480107018006381,0.827
"nap-stroll","related",0.229922450069728,0.286
"distance-speed","related",0.527627506013478,0.807
"blood-teenager","unrelated",0.20957799519399,0.2345
"november-mixture","unrelated",0.203953486861888,0.11
"alcohol-happy","unrelated",0.208268413087576,0.2825
"help-title","unrelated",0.383888489310106,0.231
"torment-torture","related",0.607126093106669,0.9
"hate-succeed","unrelated",0.222575125516649,0.1125
"house-apartment","related",0.501728180371578,0.875
"ticket-passport","related",0.459543228183354,0.546
"cup-coffee","related",0.413670027164125,0.877
"original-promise","unrelated",0.342299998280846,0.2855
"universe-whistle","unrelated",0.194829508832531,0.0055
"construction-candle","unrelated",0.244538576815185,0.1125
"technical-mechanical","related",0.499161422351569,0.7835
"summer-winter","related",0.549056173799783,0.8625
"cabin-stone","unrelated",0.207276073350145,0.241
"focus-prohibit","unrelated",0.240560325295134,0.175
"nothing-limousine","unrelated",0.16007255205131,0.05
"mars-venus","related",0.397646127185644,0.8765
"optimistic-perimeter","unrelated",0.147757965246571,0.049
"absolutely-completely","related",0.661288129121201,0.821
"accidentally-intentionally","related",0.614205024204018,0.7825
"environment-atmosphere","related",0.437919942855186,0.754
"phenomenon-event","related",0.49888140315012,0.749
"tough-hard","related",0.618079567529886,0.863
"green-orange","related",0.494603268143727,0.763
"telescope-microscope","related",0.541819996132174,0.7755
"secondary-reward","unrelated",0.296993732809853,0.2835
"crack-hole","related",0.336291713401095,0.748
"fox-rabbit","related",0.448359021295868,0.826
"carbon-shelter","unrelated",0.204875114898306,0.1825
"change-improvement","related",0.435789419410184,0.748
"magnetic-electric","related",0.46498744523038,0.8435
"land-fly","related",0.16396384654915,0.226
"treasure-navy","unrelated",0.289471484123208,0.228
"situation-crisis","related",0.485846525821082,0.7985
"hormone-communist","unrelated",0.216135348102966,0.045
"show-performance","related",0.518909740257396,0.8575
"diarrhea-reputation","unrelated",0.175517863300892,0.0475
"colleague-friend","related",0.460782270150554,0.662
"sister-brother","related",0.752019216220944,1
"true-address","unrelated",0.251136300555133,0.202
"sherlock-watson","related",0.518817741407346,0.9085
"try-attempt","related",0.705130266346129,0.9
"unfortunate-misfortune","related",0.710075244025077,0.8535
"forgive-demonstration","unrelated",0.201765111794279,0.111
"sister-championship","unrelated",0.256542139657705,0.111
"presence-absence","related",0.462665183852078,0.8755
"plague-sleep","unrelated",0.239458511741721,0.1375
"fashionable-recording","unrelated",0.14279804474735,0.167
"death-disappearance","related",0.410641806114455,0.755
"daddy-mum","related",0.491115110030748,0.875
"permission-cynical","unrelated",0.200540854203304,0.061
"therapy-salary","unrelated",0.261946810828562,0.1585
"wonderful-airport","unrelated",0.205533414647459,0.1675
"calendar-prince","unrelated",0.206169953189544,0.122
"job-muscle","unrelated",0.327512016286068,0.171
"anchor-sail","related",0.329920279477581,0.781
"direct-directly","related",0.706988514732907,0.677
"crowd-audience","related",0.624318376521219,0.8535
"mistress-lover","related",0.387412443964336,0.765
"cloud-fog","related",0.478441373777839,0.8395
"status-position","related",0.391054343124513,0.718
"base-electric","unrelated",0.215509794317296,0.3785
"evidence-proof","related",0.50735213787089,0.8495
"celebrity-atlantic","unrelated",0.167692430748887,0.11
"helpless-match","unrelated",0.203631415077479,0.0725
