"pair","type","cosine_similarity","prompt_similarity"
"series-episode","related",0.553599620509129,0.9
"fragment-angry","unrelated",0.229411889647537,0
"sheriff-planning","unrelated",0.169087890685802,0.101
"anger-rage","related",0.555106375342618,0.9
"valve-organize","unrelated",0.220023063605001,0
"back-minister","unrelated",0.233919808046758,0.112
"nanny-maid","related",0.486540193487048,0.75
"bread-cheese","related",0.436303422243107,0.874
"kilometer-meter","related",0.431294918053631,0.9
"hormone-adrenaline","related",0.443327568051888,0.879
"skin-buyer","unrelated",0.259542705773791,0.045
"flu-disease","related",0.368424426375844,0.8
"bowl-effect","unrelated",0.275663503253955,0.112
"darkness-eat","unrelated",0.220694914818072,0
"trust-lover","unrelated",0.46624725181897,0.4
"stadium-break","unrelated",0.225031550668615,0.112
"what-that","related",0.651615220092958,0
"tour-concert","related",0.491604439724951,0.754
"terrible-leader","unrelated",0.183060686155145,0.112
"tour-creature","unrelated",0.330983167404334,0.05
"pension-confirm","unrelated",0.272642235017426,0
"insert-put","related",0.570721240429652,0.55
"error-mistake","related",0.545919759236362,0.9
"compassionate-draw","unrelated",0.200006790640122,0
"strength-force","related",0.53635611027232,0.873
"profile-description","related",0.608015845383543,0.823
"art-literature","related",0.378459391147352,0.835
"sum-highway","unrelated",0.230919899422011,0
"volunteer-sport","unrelated",0.276392111064853,0.215
"moon-system","unrelated",0.257209758893153,0.15
"help-assist","related",0.640839729590242,0.9
"sweet-income","unrelated",0.324541055731309,0.012
"grave-cemetery","related",0.495671053772044,0.875
"rusty-dusty","related",0.575446966673822,0.5
"round-around","related",0.730771122770513,0.15
"calendar-schedule","related",0.691967315460705,0.85
"hill-reactor","unrelated",0.213433127812956,0.05
"dog-closure","unrelated",0.235204076368666,0.054
"silk-cotton","related",0.531940358042214,0.8
"shadow-study","unrelated",0.293161031768768,0.112
"operate-street","unrelated",0.267226044351138,0.112
"choice-option","related",0.788927062637507,0.9
"freely-free","related",0.579803322430904,0.5
"jeep-knowledge","unrelated",0.248074706474202,0.045
"inspector-gun","unrelated",0.266263602720487,0.125
"food-meal","related",0.500211197992672,0.9
"resignation-dismissal","related",0.496326166707411,0.8
"killer-murderer","related",0.507438324112697,1
"practice-wish","unrelated",0.315976908473849,0.2
"society-community","related",0.43595656694214,0.85
"search-find","related",0.730192901363403,0.8
"ping-ding","related",0.593036477148728,0.1
"focus-concentrate","related",0.505641383803351,0.75
"gambling-december","unrelated",0.243983629992945,0.05
"shield-unfair","unrelated",0.270114425756735,0
"occasionally-rarely","related",0.687166225226735,0.814
"today-practically","unrelated",0.348948536588068,0
"autopsy-analysis","related",0.422112959338553,0.432
"code-shoot","unrelated",0.319025599800339,0.112
"platform-irresponsible","unrelated",0.179385300037059,0
"natural-artificial","related",0.482069820001559,0.2
"monster-creature","related",0.660459587814379,0.8
"attention-autumn","unrelated",0.228753328645675,0.112
"occur-happen","related",0.717233844308825,0.8
"invasion-frighten","unrelated",0.245350463516119,0.123
"sexual-physical","related",0.431230479526324,0.2
"rusty-upper","unrelated",0.249859031220487,0.015
"sin-crime","related",0.322025608479145,0.9
"collect-gather","related",0.853197465617905,0.875
"youth-artery","unrelated",0.236926803024396,0.05
"terminal-give","unrelated",0.310457434915127,0.05
"evil-cruelty","related",0.405207949032482,0.875
"body-corpse","related",0.506489818006782,0.8
"fresh-save","unrelated",0.366138983202716,0.112
"porn-friend","unrelated",0.336473638147724,0.154
"box-bag","related",0.510281967342546,0.823
"south-north","related",0.711658558860175,0.9
"sky-heavenly","related",0.360336336124728,0.245
"dvd-video","related",0.407794810281144,0.8
"dose-document","unrelated",0.284135631524779,0.112
"ambulance-helicopter","related",0.463631260738405,0.654
"nude-defeat","unrelated",0.187975166306372,0
"instinct-intuition","related",0.665441154233648,0.8
"kidnapper-snow","unrelated",0.16405897688812,0
"pound-idiot","unrelated",0.256448857618591,0.075
"alive-centimeter","unrelated",0.134826908428976,0
"factory-morning","unrelated",0.267832035676168,0.112
"ass-butt","related",0.48410501446002,0.8
"portal-voluntarily","unrelated",0.303183488136668,0
"naïve-stupid","related",0.384036371627651,0.8
"charity-minute","unrelated",0.176351370167645,0.1
"crew-ship","related",0.462910725158234,0.875
"company-corporation","related",0.655494367425155,0.9
"baron-countess","related",0.470690520641468,0.75
"risky-urine","unrelated",0.249561697289999,0.1
"symptom-village","unrelated",0.229108159583659,0.042
"rodeo-improvement","unrelated",0.181313085484867,0.112
"policy-hamburger","unrelated",0.161588021480568,0
"curse-cargo","unrelated",0.294897861976153,0
"minimum-maximum","related",0.609964716968257,0.7
"support-assistance","related",0.555862313146187,0.9
"stamp-signature","related",0.615027719271348,0.754
"liquid-fluid","related",0.765279637895496,0.9
"reception-cute","unrelated",0.231765325935531,0
"cow-literature","unrelated",0.147933960144418,0
"analyst-activate","unrelated",0.290817465675104,0.102
"piano-guitar","related",0.595544579085743,0.8
"tool-instrument","related",0.674292621191302,0.875
"second-minute","related",0.623593260602108,0.843
"word-vision","unrelated",0.439271083035947,0.2
"locked-artillery","unrelated",0.209002709070282,0
"already-tomato","unrelated",0.218327586625342,0
"lamp-vote","unrelated",0.24565811341059,0.025
"june-july","related",0.74449939901123,0.9
"charm-beauty","related",0.502539220225149,0.738
"tough-nausea","unrelated",0.226967612242562,0.112
"trick-indicate","unrelated",0.313969689502089,0
"confirmation-confirm","related",0.864877889679267,0.8
"current-hallucination","unrelated",0.175297796089893,0.111
"stomach-poker","unrelated",0.270734364494275,0.05
"rain-snow","related",0.538044014163194,0.878
"fire-flame","related",0.595593776649943,0.9
"queen-king","related",0.590601528881116,0.9
"divorce-marriage","related",0.620406438798878,0.85
"diamond-strange","unrelated",0.225921447337226,0
"witness-disappointment","unrelated",0.209273866804107,0.1
"silent-silence","related",0.67009926738286,0.8
"management-administrative","related",0.504889979964656,0.75
"hand-joke","unrelated",0.304906061125299,0.112
"fire-understand","unrelated",0.15415807552951,0
"plan-friendly","unrelated",0.209079670981126,0
"conspiracy-bad","unrelated",0.234435759607368,0.112
"plan-strategy","related",0.697095780812326,0.9
"area-child","unrelated",0.278797475544527,0.1
"conference-attacker","unrelated",0.197696941943364,0.112
"drive-shoe","unrelated",0.315099278048855,0.054
"gossip-scandal","related",0.58912326363239,0.75
"injustice-smell","unrelated",0.18914525940971,0
"internet-web","related",0.721837976009116,0.9
"end-finish","related",0.750493180803796,0.866
"old-young","related",0.566621120281799,0.2
"theft-robbery","related",0.70003492258806,0.823
"dry-unable","unrelated",0.270322037338675,0
"cavalry-artillery","related",0.437937155067665,0.745
"pleasure-joy","related",0.560950284658521,0.9
"train-bus","related",0.45760943670792,0.7
"majesty-thumb","unrelated",0.254757608019296,0
"hire-finish","unrelated",0.295773464255592,0.1
"supernatural-paranormal","related",0.71608040384264,0.9
"boys-monitor","unrelated",0.231321950645036,0.112
"run-festival","unrelated",0.286471181723826,0.15
"empty-full","related",0.542904554538116,0.89
"radar-satellite","related",0.481664077478886,0.75
"bribe-blackmail","related",0.585301304113314,0.835
"route-path","related",0.635229053398974,0.825
"palace-video","unrelated",0.194079795836828,0.15
"caliber-motel","unrelated",0.153397923071042,0.1
"sergeant-obviously","unrelated",0.207592097778712,0
"general-maximum","unrelated",0.332165093972334,0.112
"gossip-prisoner","unrelated",0.277730902370067,0.112
"class-radiation","unrelated",0.232950626189607,0.1
"orphanage-convent","related",0.440863185214646,0.347
"bribe-girls","unrelated",0.173798063292966,0.1
"governor-senator","related",0.524451100698929,0.825
"modern-traditional","related",0.519065500948844,0.507
"similar-son","unrelated",0.406845133762102,0.2
"cloud-money","unrelated",0.280231449331492,0.05
"waiter-waitress","related",0.887357158714569,1
"night-evening","related",0.595860973491352,0.9
"choice-write","unrelated",0.395748977093184,0.125
"insult-inside","unrelated",0.284405562712011,0.1
"camera-build","unrelated",0.262466328426134,0.1
"voice-accent","related",0.459564250691627,0.754
"desire-holiday","unrelated",0.202973958764443,0.21
"stress-depression","related",0.441033528529205,0.754
"loyalty-newspaper","unrelated",0.182417954360081,0.045
"glorious-glory","related",0.729224441184231,0.85
"ninja-samurai","related",0.577492424598312,0.8
"career-reputation","related",0.358987456424843,0.654
"chip-device","related",0.421154011612079,0.654
"reason-cause","related",0.678879978357748,0.9
"warning-message","related",0.491840833025276,0.5
"crown-weekly","unrelated",0.186417383387694,0.1
"dog-cat","related",0.602492731906083,0.887
"maybe-powerless","unrelated",0.172550931387979,0
"worm-wedding","unrelated",0.272043664306927,0
"research-murderer","unrelated",0.164363946653042,0.05
"roman-greek","related",0.388907016886034,0.8
"here-ding","unrelated",0.331193295834337,0
"window-door","related",0.515123247003332,0.875
"valuable-important","related",0.482257848371573,0.789
"wound-tragic","unrelated",0.322674113311922,0.2
"load-solar","unrelated",0.236652810244141,0.175
"firm-hose","unrelated",0.28506104910866,0.045
"rocket-missile","related",0.46355350879336,0.8
"out-about","related",0.61437439295613,0
"nest-egg","related",0.487357202706438,0.875
"aspirin-morphine","related",0.378288947675962,0.8
"responsibility-syndrome","unrelated",0.197518579330372,0.112
"majority-camping","unrelated",0.118309131031651,0.112
"construction-build","related",0.721873514995822,0.75
"opinion-attitude","related",0.486958497744157,0.754
"rain-federation","unrelated",0.201882302695671,0.05
"stick-meet","unrelated",0.297106803207753,0.112
"golf-tennis","related",0.567951529987146,0.8
"virus-client","unrelated",0.265075777563037,0.1
"industry-business","related",0.540204239970946,0.8
"sometimes-injection","unrelated",0.239265499084121,0.1
"expensive-journalist","unrelated",0.170680925059295,0.112
"husband-wife","related",0.653221450661096,1
"protein-bury","unrelated",0.236858306252154,0
"ideal-perfect","related",0.659307710090177,0.85
"trailer-attempt","unrelated",0.387445764612018,0.113
"health-force","unrelated",0.296555653791334,0.212
"parliament-senate","related",0.596172881164893,0.8
"boot-shoe","related",0.380081631713182,0.85
"near-champagne","unrelated",0.17744273428595,0.025
"exceptional-explode","unrelated",0.315331761161988,0
"landing-garbage","unrelated",0.224149699526935,0.05
"illegal-young","unrelated",0.267243769126235,0
"okay-often","unrelated",0.325047553007997,0
"chip-ride","unrelated",0.259125113425731,0.125
"place-morphine","unrelated",0.22401747028027,0.1
"birth-pregnancy","related",0.488030232272475,0.875
"jungle-forest","related",0.484696078517713,0.917
"banana-strawberry","related",0.385770545963564,0.872
"private-privacy","related",0.635457052730092,0.85
"model-prototype","related",0.595200787551053,0.75
"west-east","related",0.577595869492279,0.5
"burst-mystery","unrelated",0.270158231014508,0.133
"floor-carpet","related",0.54227162589334,0.85
"necessary-bag","unrelated",0.25342223459545,0.1
"view-perspective","related",0.504416460138208,0.8
"mile-ransom","unrelated",0.238508464377434,0.106
"banking-financial","related",0.545607945292257,0.8
"explanation-plausible","related",0.331817936787049,0.1
"shot-shoot","related",0.720274863352979,0.75
"try-castle","unrelated",0.281001296644429,0
"total-waitress","unrelated",0.187215432056008,0.1
"forbidden-prohibit","related",0.595877388898939,0.779
"suck-lick","related",0.508028061441368,0.7
"point-indicate","related",0.410064405860891,0.167
"admit-mission","unrelated",0.248555199355939,0.112
"quiet-flour","unrelated",0.13115307129951,0
"top-woman","unrelated",0.289440475020016,0.153
"risk-wet","unrelated",0.26005079106886,0.112
"rifle-gun","related",0.540124578879616,0.95
"always-constantly","related",0.61644359715854,0.8
"leave-abandon","related",0.506117780648477,0.735
"radius-expect","unrelated",0.22490779165872,0
"male-female","related",0.800457922927788,0.8
"album-meter","unrelated",0.358326096524594,0.112
"caesar-pilot","unrelated",0.241110111359687,0.05
"whiskey-vodka","related",0.597691913717385,0.8
"beach-mechanical","unrelated",0.231122941575858,0.112
"century-contrary","unrelated",0.178909791413527,0.112
"flee-long","unrelated",0.216872767594926,0
"shadow-dark","related",0.570450428955259,0.678
"envelope-package","related",0.408493537338247,0.75
"helmet-fruit","unrelated",0.229623132241293,0
"purpose-intention","related",0.495683183300175,0.8
"hospitality-need","unrelated",0.280263565421917,0.267
"protein-vitamin","related",0.424080295024704,0.789
"privilege-storm","unrelated",0.229188530974155,0
"soldier-warrior","related",0.576451623625227,0.85
"coach-sufficient","unrelated",0.213193143097894,0
"count-calculate","related",0.543679029413961,0.7
"check-bottom","unrelated",0.381435412293061,0.112
"basketball-football","related",0.524150028600028,0.875
"pocket-wallet","related",0.408017119335288,0.775
"shop-mathematics","unrelated",0.158369999574433,0.1
"air-family","unrelated",0.253446242135616,0.1
"candidate-pleasant","unrelated",0.292885662210613,0
"myth-exhibition","unrelated",0.276886083707672,0.124
"firm-agency","related",0.464250478214746,0.654
"horn-flame","unrelated",0.300149701844491,0.1
"angel-devil","related",0.602984743312982,0.786
"experience-knowledge","related",0.544374271707484,0.75
"journalism-bed","unrelated",0.106426190410121,0.05
"noble-left","unrelated",0.215237296343917,0.1
"senior-junior","related",0.637203757812888,0.873
"base-headquarters","related",0.382436199014117,0.2
"irony-ironic","related",0.900426134075498,0.8
"supernatural-lecture","unrelated",0.220904503885416,0.125
"september-october","related",0.643777873640735,0.85
"champion-fighter","related",0.385018953291571,0.75
"terrible-horrible","related",0.849541039529439,0.9
"admit-confess","related",0.671377334833535,0.845
"skin-tissue","related",0.404326417017752,0.8
"swallow-chew","related",0.627187546996323,0.112
"file-document","related",0.616330900686873,0.875
"comment-brother","unrelated",0.231050402741852,0.11
"man-primary","unrelated",0.258106891621496,0.112
"porn-movie","related",0.452072781322089,0.784
"pleasure-local","unrelated",0.188391638377374,0.112
"penalty-imprisonment","related",0.484305791345721,0.745
"washington-biological","unrelated",0.109545586655125,0
"pub-strategy","unrelated",0.221979031766798,0.071
"balance-merchant","unrelated",0.29928141972791,0.25
"desire-wish","related",0.458737271423918,0.85
"youth-childhood","related",0.491576446258601,0.9
"obstacle-challenge","related",0.502958713092589,0.722
"cement-plastic","related",0.338944821948357,0.3
"basketball-ceremony","unrelated",0.211867160155573,0.1
"imperial-emperor","related",0.597184441510811,0.876
"glasses-cap","related",0.321201896249128,0.2
"uncomfortable-boy","unrelated",0.247422409097912,0
"relative-pain","unrelated",0.283804298441835,0.15
"club-bar","related",0.46466944488424,0.8
"carnival-festival","related",0.585280162321108,0.875
"golden-silver","related",0.553645340454721,0.875
"orgasm-cold","unrelated",0.178779415155521,0
"cabinet-continue","unrelated",0.173240112974086,0
"soldier-activity","unrelated",0.179952358627844,0.2
"gambling-poker","related",0.636555743504481,0.8
"mouth-dismissal","unrelated",0.15035470238853,0.05
"stomach-chest","related",0.474846293715071,0.2
"big-savior","unrelated",0.223786318277977,0.112
"engagement-wedding","related",0.486676775839922,0.785
"arsenal-graduate","unrelated",0.125677858237843,0.112
"law-childhood","unrelated",0.193340106761098,0.223
"piano-cartel","unrelated",0.217214878014935,0.045
"bravo-safety","unrelated",0.20320455902106,0
"camera-microphone","related",0.469681365315792,0.745
"useful-lady","unrelated",0.250640418015295,0.112
"dinner-misery","unrelated",0.203799418988897,0.1
"policy-politician","related",0.374355896449035,0.652
"hill-mountain","related",0.434393755345787,0.9
"management-probably","unrelated",0.266374693223472,0
"concern-worry","related",0.682757507364281,0.9
"one-torture","unrelated",0.1805063445219,0.134
"toast-bacon","related",0.377915845368568,0.826
"valve-ventilation","related",0.447484835095629,0.5
"colony-gay","unrelated",0.155829562025366,0.2
"baron-agency","unrelated",0.26175973482139,0.134
"culture-civilization","related",0.510949950485374,0.85
"flag-assassin","unrelated",0.217282801041656,0.1
"swear-sauce","unrelated",0.339118233147331,0
"outside-equip","unrelated",0.384013130593363,0.1
"bring-send","related",0.528811182069243,0.756
"experiment-test","related",0.655768604917038,0.835
"instinct-school","unrelated",0.225406698241445,0.1
"security-safety","related",0.595882463574312,0.873
"enemy-liver","unrelated",0.224320844437348,0
"choose-select","related",0.649837518543976,0.842
"resistance-amazing","unrelated",0.213414583494096,0.107
"innocent-guilty","related",0.546354436159152,0.8
"yoga-massage","related",0.385318806772091,0.75
"evolution-mutation","related",0.474047306432354,0.85
"plant-agreement","unrelated",0.187518834948301,0.055
"mail-music","unrelated",0.35197380817711,0.112
"majesty-highness","related",0.560906731541762,0.9
"thief-devotion","unrelated",0.178890306548627,0.05
"mafia-cartel","related",0.349609572281452,0.824
"pyramid-structure","related",0.351335276011145,0.85
"detonator-creepy","unrelated",0.149823433790203,0.045
"scratch-opponent","unrelated",0.282401376359872,0.112
"recover-legend","unrelated",0.262595354681565,0
"describe-express","related",0.467558822368613,0.345
"hospital-development","unrelated",0.24244429647292,0.125
"plague-epidemic","related",0.612213126327736,0.85
"aids-restaurant","unrelated",0.180997059639397,0.05
"minimum-politician","unrelated",0.134705736456456,0.1
"value-price","related",0.570321707114266,0.8
"midnight-noon","related",0.495739054794695,0.433
"choose-evaluation","unrelated",0.401393280731279,0.233
"telegram-letter","related",0.472683394587177,0.756
"stay-photo","unrelated",0.242476939280333,0.112
"key-lock","related",0.508705991012833,0.9
"empty-tennis","unrelated",0.178505424801258,0
"tired-effective","unrelated",0.318679225351901,0.113
"law-constitution","related",0.486489366147414,0.85
"chaos-confusion","related",0.554836375787921,0.845
"rock-poem","unrelated",0.238614597122719,0.1
"student-teacher","related",0.561410375191547,0.9
"ring-arrogance","unrelated",0.241841312935258,0
"pirate-protocol","unrelated",0.265292866819177,0.045
"trick-joke","related",0.499004740153228,0.75
"resistance-resist","related",0.664714702907114,0.5
"genius-scientist","related",0.403548733727292,0.675
"helmet-hat","related",0.389934252644559,0.754
"opposite-delicious","unrelated",0.217106052657716,0
"unreasonable-alibi","unrelated",0.241598278886599,0.175
"say-tell","related",0.679224971392412,0.75
"girl-boy","related",0.694804375806615,0.9
"hand-arm","related",0.510685742978466,0.8
"playboy-zone","unrelated",0.276481889437844,0.1
"capital-romantic","unrelated",0.255951710467448,0.1
"process-procedure","related",0.681252194744306,0.789
"move-transfer","related",0.549041414176171,0.75
"special-confidence","unrelated",0.260535830543819,0.233
"gain-flight","unrelated",0.35072942744555,0.1
"short-long","related",0.540050160920467,0.8
"banana-rage","unrelated",0.194994507834671,0
"dose-injection","related",0.503871751381392,0.8
"general-colonel","related",0.407939304574575,0.238
"load-cargo","related",0.55135485594569,0.875
"analyst-investigator","related",0.535572692516357,0.75
"contact-marketing","unrelated",0.417083901811297,0.635
"snack-prototype","unrelated",0.2605679309527,0.115
"replace-penis","unrelated",0.160446813282386,0
"lie-convent","unrelated",0.276798427933627,0
"soft-winner","unrelated",0.188820852738818,0.05
"antidote-vaccine","related",0.432090432773762,0.75
"darkness-light","related",0.373957737788234,0
"mars-great","unrelated",0.312988852307928,0.1
"point-mercy","unrelated",0.244249337845927,0.1
"compliment-gate","unrelated",0.232181859190202,0
"moon-sun","related",0.563867290942871,0.75
"grain-flour","related",0.549291637473447,0.845
"diarrhea-nausea","related",0.410545931739237,0.75
"gang-group","related",0.584591881733713,0.742
"service-maintenance","related",0.465317764049439,0.654
"summer-divine","unrelated",0.203129642669634,0.112
"rocket-wife","unrelated",0.227857556289529,0
"privilege-honor","related",0.579497291351395,0.6
"smile-treatment","unrelated",0.292826438674454,0.1
"route-medal","unrelated",0.25522833004745,0.1
"hero-close","unrelated",0.170555404250763,0.112
"romeo-juliet","related",0.666105483071696,0.9
"budget-phrase","unrelated",0.301627643932518,0.111
"nude-naked","related",0.80600410143621,0.9
"national-copy","unrelated",0.232066838826285,0.086
"nickname-sell","unrelated",0.273889787723595,0
"tumor-cancer","related",0.659406266465105,0.9
"alone-lonely","related",0.624159849826848,0.75
"data-absurd","unrelated",0.216377566127609,0.1
"author-dollar","unrelated",0.20435333537165,0.112
"mud-vitamin","unrelated",0.228580232842571,0.05
"form-brave","unrelated",0.234437593616535,0.112
"ticket-hide","unrelated",0.348431767231773,0.1
"secretary-assistant","related",0.446731289409104,0.872
"jealous-sermon","unrelated",0.182561485701864,0.045
"hello-bye","related",0.540164665114439,0.8
"final-ultimate","related",0.637350320061887,0.8
"ridiculous-absurd","related",0.610367985020035,0.91
"reporter-journalist","related",0.743473163756688,0.9
"tenant-landlord","related",0.493458383566042,0.9
"rock-stone","related",0.453399008925329,0.9
"room-bedroom","related",0.551498922238908,0.875
"bee-ant","related",0.295476491527095,0.8
"daughter-son","related",0.506774631636849,1
"person-individual","related",0.729761898324173,0.9
"brand-generous","unrelated",0.22046979328126,0
"volunteer-voluntarily","related",0.63783757658764,0.4
"astronaut-come","unrelated",0.22671058531513,0
"bible-book","related",0.489738478108839,0.8
"miserable-pathetic","related",0.391182668299631,0.8
"monster-chapel","unrelated",0.142205818038119,0.05
"africa-oxygen","unrelated",0.270198228049927,0.105
"tobacco-king","unrelated",0.191138744633525,0.045
"internal-juice","unrelated",0.253496603948639,0.1
"seller-buyer","related",0.750524517085748,0.9
"safe-accusation","unrelated",0.205380850349458,0.1
"witty-military","unrelated",0.222378525354534,0.112
"hospitality-gratitude","related",0.397917331277413,0.5
"rule-countess","unrelated",0.279735749582814,0.123
"pub-restaurant","related",0.501773808831987,0.75
"layer-surface","related",0.339251363956294,0.782
"cabinet-closet","related",0.516980628257863,0.85
"tank-imprisonment","unrelated",0.178192234274375,0.1
"useless-worthless","related",0.820736692845206,0.8
"county-district","related",0.690451375249715,0.8
"useful-effective","related",0.574976252912521,0.211
"banker-honesty","unrelated",0.249902826138889,0.112
"gesture-around","unrelated",0.44077205230719,0
"doubt-suspect","related",0.554307726663418,0.754
"regiment-sit","unrelated",0.245250198227482,0.056
"warm-building","unrelated",0.354192880955519,0.125
"marine-pen","unrelated",0.272538586150479,0.051
"victory-defeat","related",0.596332845098909,0.9
"second-traditional","unrelated",0.415059989323892,0.2
"conflict-colonel","unrelated",0.254107230723283,0.102
"wrong-correct","related",0.591200031323646,0.9
"literally-practically","related",0.594645164780364,0.2
"impression-feeling","related",0.459893243485802,0.724
"doll-intelligent","unrelated",0.248624443384323,0
"international-lonely","unrelated",0.256146362645536,0.1
"gallery-exhibition","related",0.489311871802633,0.85
"guard-patrol","related",0.571217128274682,0.822
"dean-professor","related",0.492901217874984,0.8
"dirty-abandon","unrelated",0.301652325592112,0
"sandwich-use","unrelated",0.262571178564388,0.1
"ping-bottle","unrelated",0.330571907282739,0
"concept-passport","unrelated",0.261477800645479,0.245
"object-subject","related",0.635879138347741,0.45
"section-warrior","unrelated",0.235623100907699,0
"industry-alpha","unrelated",0.249069637826888,0.1
"flag-symbol","related",0.499354377976534,0.81
"tomorrow-parent","unrelated",0.222752596040769,0.112
"half-quarter","related",0.69408397546624,0.8
"finally-boat","unrelated",0.259076455858669,0
"loser-senate","unrelated",0.209809015583239,0.1
"brain-sign","unrelated",0.270365770907573,0.2
"cable-wire","related",0.574100896614673,0.85
"conservative-liberal","related",0.62130069487067,0.2
"creation-destruction","related",0.412312669218177,0.214
"ufo-sink","unrelated",0.251441369147785,0.045
"profit-writing","unrelated",0.245444423302553,0.2
"trash-normal","unrelated",0.285924516544979,0.1
"preserve-mayor","unrelated",0.268801093369409,0.112
"hold-keep","related",0.709167471357806,0.742
"hero-savior","related",0.483451325851308,0.8
"exciting-interesting","related",0.480233140674001,0.75
"nap-stroll","related",0.229915292193213,0.15
"distance-speed","related",0.527625599454263,0.712
"blood-teenager","unrelated",0.20957799519399,0.12
"november-mixture","unrelated",0.203953486861888,0.1
"alcohol-happy","unrelated",0.208268413087576,0.123
"help-title","unrelated",0.383893203617359,0.135
"torment-torture","related",0.607126093106669,0.9
"hate-succeed","unrelated",0.222575125516649,0
"house-apartment","related",0.501803223321445,0.9
"ticket-passport","related",0.459543228183354,0.3
"cup-coffee","related",0.413670027164125,0.8
"original-promise","unrelated",0.342239260960158,0.222
"universe-whistle","unrelated",0.194829508832531,0
"construction-candle","unrelated",0.244630206908479,0.1
"technical-mechanical","related",0.499261037314178,0.8
"summer-winter","related",0.549056173799783,0.843
"cabin-stone","unrelated",0.207276073350145,0.1
"focus-prohibit","unrelated",0.240628859370424,0
"nothing-limousine","unrelated",0.16007255205131,0
"mars-venus","related",0.397719123346247,0.8
"optimistic-perimeter","unrelated",0.147757965246571,0
"absolutely-completely","related",0.66125873167802,0.85
"accidentally-intentionally","related",0.614181117426721,0.654
"environment-atmosphere","related",0.437919942855186,0.825
"phenomenon-event","related",0.498866429531929,0.8
"tough-hard","related",0.618216348328986,0.85
"green-orange","related",0.494615295726005,0.75
"telescope-microscope","related",0.541819996132174,0.8
"secondary-reward","unrelated",0.297005330497961,0.213
"crack-hole","related",0.336291713401095,0.671
"fox-rabbit","related",0.448347293218932,0.825
"carbon-shelter","unrelated",0.204781071083103,0.102
"change-improvement","related",0.435816148272079,0.758
"magnetic-electric","related",0.46498744523038,0.8
"land-fly","related",0.163951472078887,0.1
"treasure-navy","unrelated",0.28943406123352,0.1
"situation-crisis","related",0.485846525821082,0.755
"hormone-communist","unrelated",0.216142643024701,0
"show-performance","related",0.518946362451717,0.785
"diarrhea-reputation","unrelated",0.175517863300892,0
"colleague-friend","related",0.460786327130876,0.678
"sister-brother","related",0.752010458266652,1
"true-address","unrelated",0.251109928683361,0.112
"sherlock-watson","related",0.518817741407346,0.9
"try-attempt","related",0.705182643575398,1
"unfortunate-misfortune","related",0.710064082975066,0.8
"forgive-demonstration","unrelated",0.201766830867902,0
"sister-championship","unrelated",0.256542139657705,0.1
"presence-absence","related",0.462605623058058,0.9
"plague-sleep","unrelated",0.239458511741721,0.1
"fashionable-recording","unrelated",0.142723486026943,0.112
"death-disappearance","related",0.410568144266973,0.487
"daddy-mum","related",0.490980507229948,0.9
"permission-cynical","unrelated",0.200559193467595,0
"therapy-salary","unrelated",0.261982341555568,0.1
"wonderful-airport","unrelated",0.205592553842629,0.1
"calendar-prince","unrelated",0.206194588645568,0.1
"job-muscle","unrelated",0.327512016286068,0.114
"anchor-sail","related",0.329977452220706,0.654
"direct-directly","related",0.707007278411895,0.2
"crowd-audience","related",0.624303840570236,0.8
"mistress-lover","related",0.387430458226283,0.8
"cloud-fog","related",0.47842189729403,0.812
"status-position","related",0.391195947212874,0.683
"base-electric","unrelated",0.215510511784809,0.233
"evidence-proof","related",0.507324960100462,0.825
"celebrity-atlantic","unrelated",0.167553397931227,0.112
"helpless-match","unrelated",0.203631415077479,0.112
"glorious-correct","unrelated",0.267003727033954,0
"diploma-graduate","related",0.472037771748612,0.864
"commission-empire","unrelated",0.248603330664275,0.3
"bone-about","unrelated",0.287034222132622,0
"relationship-friendship","related",0.535737886166656,0.8
"wind-generally","unrelated",0.254862477382749,0
"stubborn-rome","unrelated",0.251677106276056,0
"factor-element","related",0.585857830704819,0.742
"artist-painter","related",0.522197196980693,0.9
"advertising-traitor","unrelated",0.139119926735122,0.045
"philosophy-religion","related",0.396847883935947,0.832
"outside-inside","related",0.657062601779685,0
"financially-quality","unrelated",0.273369663326144,0.245
"anarchy-closet","unrelated",0.158733489504717,0.012
"contact-connection","related",0.587326071013083,0.8
"dessert-owner","unrelated",0.20714188708713,0.112
"loyal-faithful","related",0.727801079433939,0.875
"courage-probe","unrelated",0.263088292860738,0.1
"needle-syringe","related",0.481474051690543,0.875
"rhythm-predator","unrelated",0.180053281748334,0.045
"tumor-authority","unrelated",0.196287042920961,0.05
"spy-noon","unrelated",0.302599747889065,0
"federal-bait","unrelated",0.181988319501621,0
"hospital-clinic","related",0.652840621546024,0.85
"phase-period","related",0.590345739987485,0.789
"record-exercise","unrelated",0.362204398614647,0.112
"garlic-onion","related",0.549274954136714,0.9
"increase-reduce","related",0.543786357047787,0.654
"sandwich-hamburger","related",0.525478797486773,0.85
"colleague-plausible","unrelated",0.247064555036635,0
"month-week","related",0.695033082273898,0.873
"conversation-discussion","related",0.737499195183475,0.859
"speech-sermon","related",0.472790556476484,0.722
"two-four","related",0.669028505666091,0
"trap-people","unrelated",0.293930619109524,0.075
"magnetic-order","unrelated",0.254669772981544,0.134
"hair-beard","related",0.480248141356423,0.8
"hold-appreciate","unrelated",0.329387564485173,0.15
"naval-towel","unrelated",0.218930522001094,0.05
