"word","zRTMean_related","zRTMean_unrelated","en_cosine_related","en_cosine_unrelated","zRT_Priming_Effect","RelatedCos","DifferenceCos","A.RelatedPrompt","A.DifferencePrompt","Fb.RelatedPrompt","Fb.DifferencePrompt"
"coffee",-0.416027681687448,-0.424662037835154,0.733536410636063,0.11450720428573,-0.00863435614770647,0.413670027164125,0.160374842158607,0.877,0.717,0.775,0.6985
"cognac",1.04859845481185,1.1206602497761,0.560853357524147,0.0556251172152168,0.0720617949642464,0.246217546449377,0.012729675175418,0.8615,0.784,0.85,0.744
"cold",-0.60873882981138,-0.178027895475718,0.541749168291159,0.0511316977429542,0.430710934335663,0.554442734251261,0.375684637059361,0.879,0.804,0.8445,0.8445
"collapse",0.044802235483958,0.0454543064673081,0.480844646192344,0.0666794587995281,0.000652070983350163,0.642181921204232,0.366634907751213,0.7425,0.6225,0.7475,0.6475
"colonel",0.572764309538073,0.666429884219183,0.717287942112312,0.126397451156108,0.0936655746811094,0.407939304574575,0.153832073851292,0.5935,0.3915,0.4005,0.2935
"come",-0.142077829781287,-0.147907561240673,0.442508961677721,0.0964111826101986,-0.00582973145938653,0.556804657808291,0.330092292346901,0.8485,0.8185,0.825,0.825
"comedy",-0.324654106058893,-0.259190826144805,0.589585819289972,0.117621221520994,0.0654632799140878,0.613059008641992,0.320159263430829,0.845,0.6625,0.825,0.7065
"commissioner",0.597423804317007,0.90982164611052,0.683832448142064,0.0931957293662667,0.312397841793513,0.548934258842867,0.399470899817708,0.669,0.557,0.677,0.612
"committee",-0.0031260063266811,0.301526481654583,0.516490117361939,0.129224161366072,0.304652487981264,0.645095313755158,0.363549082133399,0.833,0.693,0.793,0.681
"communication",0.00960931668156423,0.155473700351273,0.497154272438991,0.140642715437456,0.145864383669709,0.33707324590518,0.080252837507757,0.6165,0.3725,0.366,0.254
"communist",0.0581298286888574,0.421750205439116,0.466898592826088,0.120786022657295,0.363620376750258,0.376257846550761,0.160122498447795,0.514,0.469,0.2225,0.2
"community",-0.190186756139337,-0.178932079697545,0.624592031257396,0.047726073673634,0.0112546764417919,0.43595656694214,0.177089675395032,0.8735,0.713,0.8425,0.768
"compassion",-0.0635663255825105,-0.0901447421123426,0.541047100996612,0.106673981385263,-0.0265784165298322,0.539024345758635,0.391426538333658,0.7965,0.7465,0.694,0.694
"complete",-0.197396565294806,-0.214533553726121,0.649290948296224,0.132183990515045,-0.0171369884313153,0.629509491906062,0.388005446721273,0.8325,0.626,0.777,0.665
"completely",-0.261083511625194,-0.0531912762957399,0.623705129487914,0.130748752788895,0.207892235329454,0.661288129121201,0.369702422665299,0.821,0.719,0.861,0.861
"computer",-0.367005264102439,-0.408737626511894,0.622082335124967,0.105844862225079,-0.0417323624094555,0.560149002989614,0.298122172697616,0.9005,0.8405,0.8375,0.8375
"concentrate",0.105164680180702,0.28012945896443,0.781467882574395,0.146425756388578,0.174964778783728,0.505673897445724,0.318108591779273,0.761,0.6535,0.75,0.6425
"concert",-0.284067206978681,-0.166179625756302,0.527372426964126,0.122036963602571,0.117887581222378,0.491620967648549,0.04799686326166,0.7535,0.57,0.7375,0.6315
"confess",-0.0604733794228722,-0.0347022442702889,0.589056870455624,0.0592014638452802,0.0257711351525833,0.671377334833535,0.466251003441378,0.827,0.727,0.837,0.787
"confidence",-0.136157744143658,-0.177029979590185,0.488846441054146,0.138757657381515,-0.0408722354465272,0.519903642590392,0.259426003853493,0.7035,0.285,0.6635,0.4245
"confirm",-0.333732296749051,-0.256635123989758,0.649244794321078,0.0385491312824956,0.0770971727592923,0.864891675940993,0.592249440923567,0.714,0.6065,0.65,0.6
"confusion",-0.191514181923372,-0.0719851316652941,0.641639296910343,0.052205323014897,0.119529050258078,0.554783972498737,0.36460889977262,0.868,0.758,0.835,0.735
"connection",-0.241740655904057,-0.102489778996465,0.505588476929927,0.084245266259778,0.139250876907592,0.587266247928524,0.350163660310956,0.8645,0.7545,0.8365,0.7245
"constantly",0.0599530013028662,0.267122021644721,0.540387009142469,0.12529162897932,0.207169020341855,0.61644359715854,0.400043664009825,0.8385,0.7535,0.85,0.85
"constitution",0.383243027801911,0.435659767806893,0.515537502522418,0.11946378088369,0.0524167400049816,0.486472780615278,0.295289759319387,0.872,0.7005,0.85,0.738
"content",-0.277116706060458,0.256148455962691,0.308535966870999,0.149036374970575,0.533265162023148,0.525448982988652,0.364789085399721,0.7975,0.695,0.5,0.394
"continue",-0.381810783091187,-0.353041610778413,0.469921348370497,0.0913098880229729,0.0287691723127742,0.614037542251126,0.440766289821827,0.86,0.7935,0.8,0.8
"contrary",0.727188841432001,0.604096793641758,0.400968650747687,0.115068519580311,-0.123092047790243,0.735547658557584,0.556659688275766,0.827,0.712,0.8,0.694
"convent",0.570220760185556,0.598326327853102,0.527568468034373,0.14086914970801,0.0281055676675451,0.440851483685761,0.164053055752134,0.2605,0.2155,0.29,0.29
"cool",-0.501248349389646,-0.262395552706156,0.447555108406545,0.124924750140744,0.23885279668349,0.496255328986923,0.163135247712196,0.755,0.6525,0.175,0.175
"copy",-0.319804159242472,-0.261455354010148,0.383688683640166,0.132872173867323,0.0583488052323241,0.423115403091694,0.191012238021334,0.808,0.6305,0.7945,0.7015
"corporation",0.393274813206143,0.739143654518875,0.629944236413494,0.0739981050741794,0.345868841312732,0.655356492595275,0.519037665108587,0.9015,0.819,0.9,0.8275
"corpse",0.248410662786531,0.265091579310868,0.650132942855138,0.110765124253447,0.0166809165243372,0.506583984633298,0.226121898032233,0.7905,0.7565,0.8,0.8
"correct",-0.41945013683283,-0.40282811191839,0.460743136425888,0.0846100455257458,0.01662202491444,0.591228615090674,0.324260609176831,0.782,0.647,0.45,0.394
"cotton",-0.29767352092162,-0.29393021374403,0.609390378272041,-0.00381747257248128,0.00374330717758981,0.531991191460958,0.422256754797404,0.8445,0.841,0.775,0.775
"countess",0.322026902051383,0.665586044231468,0.611285185099272,0.0672190316565393,0.343559142180085,0.470683046584298,0.190969710096531,0.806,0.6735,0.775,0.6575
"cousin",-0.170122341453215,0.00131238299213691,0.385069278440556,0.0740609798805682,0.171434724445352,0.485799420066059,0.271503705113515,0.8625,0.633,0.8,0.5975
"cowboy",-0.241128343183577,0.0102327375553637,0.547704681530673,0.119870513551551,0.251361080738941,0.505305234938802,0.263546451065137,0.8935,0.7875,0.8875,0.805
"crazy",-0.337670825721023,-0.468524566287196,0.502283686631299,0.130314686868486,-0.130853740566173,0.361067209055666,0.108316575996866,0.742,0.638,0.721,0.666
"creativity",-0.181011320058633,-0.0193269908982982,0.56681379259354,0.0653726918286948,0.161684329160334,0.584532807796318,0.39058280814888,0.8645,0.7795,0.8625,0.7875
"creature",-0.261339040409812,-0.21471008187652,0.631194692460449,0.070929392860743,0.0466289585332924,0.660502145742302,0.329543393858798,0.823,0.6135,0.825,0.775
"creepy",-0.344288231103888,0.0596038368152802,0.648903412568784,0.112955242254966,0.403892067919169,0.682961138645974,0.5331370509151,0.8695,0.7695,0.8,0.7775
"crime",-0.340215143714206,-0.179710224619693,0.506291295154835,0.136804017355234,0.160504919094513,0.322070741629066,0.020513499103235,0.87,0.634,0.8885,0.756
"criminal",-0.130475722131219,-0.142808018037665,0.568378536380849,0.149745345397126,-0.012332295906446,0.488199298718649,0.224337327885809,0.877,0.777,0.9,0.8755
"crisis",-0.0376634219850673,0.152242178078031,0.516747204694694,0.135268973385054,0.189905600063098,0.485846525821082,0.263548704993596,0.7985,0.5935,0.754,0.654
"cruel",-0.204465347100585,-0.0058782976001736,0.635598009868972,0.145186472049321,0.198587049500412,0.627105227052695,0.431124300198737,0.824,0.7515,0.9,0.9
"cruelty",0.165248417175375,0.386483249445765,0.41581720711715,0.0537921798297296,0.22123483227039,0.405207949032482,0.163577458950436,0.8395,0.7645,0.8375,0.8375
"cut",-0.386874598569081,-0.0132173955101241,0.385310326001254,0.0588104646186028,0.373657203058957,0.390941166892196,0.212970347955862,0.582,0.498,0.3125,0.2625
"cute",-0.466496655623375,-0.373231065284012,0.555686323929156,0.13663532142341,0.0932655903393632,0.458941722759604,0.227157860599418,0.664,0.5615,0.512,0.512
"cynical",0.988324039689086,0.836105007999419,0.577525753082556,0.0404279152746811,-0.152219031689666,0.31895891728169,0.118418063078386,0.2235,0.1625,0.2325,0.2325
"dad",-0.51227724307098,-0.262153891636422,0.600457230136518,0.0895754800204499,0.250123351434558,0.461886761298311,0.304725400964157,0.737,0.632,0.75,0.75
"dance",-0.402404335616735,-0.407062821581759,0.604207483634978,0.0737496378487802,-0.00465848596502394,0.638613125117286,0.40619902491486,0.8735,0.795,0.836,0.761
"danger",-0.317863046949066,-0.28633713757774,0.611316530108402,0.113167978127784,0.0315259093713259,0.720843962831287,0.486796391809024,0.8645,0.6895,0.8625,0.7875
"dangerous",-0.2453335015103,-0.155658553104177,0.640974554569436,0.0744805688872468,0.0896749484061225,0.641286538934658,0.401307262746446,0.8735,0.746,0.8375,0.7875
"dark",-0.335640101280572,-0.258554960366548,0.372040097625353,0.139630862869526,0.0770851409140237,0.570514051313001,0.243394222228575,0.806,0.5585,0.72,0.5965
"dawn",-0.0474466494214199,-0.193150865545445,0.527841111666275,0.129688107490823,-0.145704216124025,0.498703267913542,0.240475090099945,0.83,0.7285,0.825,0.725
"dead",-0.45323068724837,-0.292779399653235,0.512706553272443,0.0848740198191958,0.160451287595136,0.566541879861981,0.325396679714265,0.754,0.5725,0,0
"deaf",-0.204079908212046,-0.0670613991398357,0.67076427708912,0.106444665425865,0.13701850907221,0.440090039795972,0.24559764563294,0.7605,0.668,0.7945,0.7045
"decade",-0.132910435499135,0.0752082847108187,0.635595383235817,0.0954610822694789,0.208118720209953,0.679353086339358,0.479203656578215,0.8905,0.7945,0.8365,0.8365
"december",-0.39922762244415,-0.0480814121861954,0.754205786573914,0.0619093259464919,0.351146210257954,0.689508422533206,0.445524792540261,0.8695,0.784,0.9,0.825
"deck",-0.153376947144417,0.0203154907076504,0.349222561608226,0.112463536234518,0.173692437852068,0.459470989274372,0.200583157645498,0.7035,0.476,0.5185,0.4065
"defeat",-0.152474094530056,-0.0518764720500776,0.637150864883063,0.0871083147852259,0.100597622479979,0.596364523995606,0.408389357689234,0.873,0.8255,0.9,0.9
"defend",-0.0893552002266833,-0.108405286259377,0.680114388364595,0.117619906866602,-0.019050086032694,0.595991202965775,0.30587358269791,0.846,0.6835,0.825,0.7085
"definition",-0.0667120924276052,-0.141080272326948,0.497581499320024,0.122204537035808,-0.0743681798993427,0.724106530381174,0.448378542099787,0.8435,0.455,0.8,0.6
"delicious",-0.0965548113977441,-0.0544538256885549,0.772105463209086,0.140861196891672,0.0421009857091892,0.793774743423905,0.576668690766189,0.965,0.8925,0.95,0.95
"democracy",0.274536062941624,0.186440734268986,0.602243587589031,0.142468430499148,-0.0880953286726378,0.504752105927441,0.246159499692726,0.8745,0.756,0.8285,0.7175
"demonstration",0.589601695726354,0.550175690052081,0.515105983663395,0.142494047288548,-0.0394260056742731,0.539920785236417,0.338155673442138,0.885,0.774,0.9,0.844
"departure",0.0751980363849753,0.148324943601583,0.711474416064052,0.09651098423404,0.0731269072166077,0.605223038199128,0.376521634387947,0.8845,0.837,0.8,0.8
"depression",-0.0815446842368863,-0.0624079582614478,0.497286202534646,0.146669003318402,0.0191367259754385,0.441033528529205,0.275327899510608,0.8395,0.6895,0.754,0.679
"description",0.0516067765470945,-0.0475833930849086,0.515313049250677,0.13225966827785,-0.0991901696320031,0.608090111397703,0.297227254668108,0.756,0.4475,0.7885,0.5825
"destiny",-0.110235212694853,-0.041934277452896,0.800204516442482,0.0981982587389219,0.0683009352419573,0.68222276102714,0.49646951490759,0.8935,0.7925,0.912,0.8105
"destruction",0.330623731628671,0.401518134785224,0.509788204155339,0.101895119140415,0.0708944031565535,0.412273987347037,0.208342809064891,0.783,0.659,0.234,0.1155
"detective",-0.0275199988683435,-0.0706434859639436,0.440200970644247,0.118427337576776,-0.0431234870956001,0.441849137870326,0.219854827849127,0.744,0.6225,0.716,0.66
"determination",0.435370453526194,0.550382965470909,0.614480312530377,0.148276157940806,0.115012511944715,0.450358456588419,0.271732398942616,0.775,0.6115,0.836,0.73
"development",-0.0244152972112103,0.076466350493571,0.440521254471908,0.121724145599711,0.100881647704781,0.619429426565303,0.376985130092383,0.8445,0.563,0.875,0.7065
"device",-0.0684447254406747,-0.0347068468386516,0.439351530216624,0.102865867316941,0.0337378786020231,0.421162658298407,0.07410237229985,0.703,0.488,0.706,0.6
"devil",-0.254200208405014,-0.278260161530591,0.453142421868024,0.0837855582648025,-0.024059953125577,0.602984743312982,0.354046443602802,0.8035,0.706,0.793,0.693
"devotion",0.415844403895337,0.53381765185763,0.544673023392816,0.13869228847808,0.117973247962293,0.55920406193121,0.38032413665812,0.873,0.8145,0.85,0.774
"die",-0.355771399526999,-0.193789296384419,0.522568449511272,0.0918348042477071,0.16198210314258,0.309376947425722,0.03871129665697,0.7965,0.6905,0.775,0.6065
"different",-0.206353036597632,-0.171142863743768,0.589587750201069,0.106224550390216,0.0352101728538645,0.652089203327798,0.324754272816808,0.3735,0.249,0.1125,0.1125
"dignity",0.0843214312156101,0.116088336714862,0.536893906902321,0.122921359948949,0.0317669054992516,0.590232136287143,0.45229758158045,0.768,0.6505,0.811,0.7745
"ding",0.408763221061896,0.832408250657915,0.373954556870287,0.126012879589096,0.423645029596019,0.593087337116848,0.261894041282511,0.275,0.225,0.1,0.1
"directly",-0.205822455928604,-0.143129701854318,0.615047150304762,0.093022007162028,0.0626927540742863,0.706988514732907,0.537116168097198,0.677,0.577,0.1,0.1
"director",-0.341503541259036,-0.0553302321134967,0.612302389328178,0.0402719284254914,0.286173309145539,0.652925482334502,0.34110559971703,0.836,0.657,0.806,0.694
"disappearance",0.401327386645198,0.38767529587526,0.416135252577426,0.135992148978431,-0.0136520907699385,0.410641806114455,0.079473340488707,0.755,0.1935,0.5605,0.1595
"disappointment",0.423623584670649,0.281888871120109,0.43927419231999,0.115811236563921,-0.14173471355054,0.526568632183225,0.317302245041157,0.6555,0.4385,0.525,0.4525
"discussion",-0.0804183247436871,0.0568519213762821,0.729747571503401,0.120129283549573,0.137270246119969,0.737481629471192,0.549691763803481,0.8725,0.735,0.8295,0.7175
"disease",0.0524504390572947,-0.0174580068200009,0.551022869519575,0.114910686984132,-0.0699084458772955,0.368430814837196,0.09495130288612,0.825,0.7775,0.85,0.85
"disgusting",-0.00564794553714241,-0.0267212392031299,0.544560076123461,0.0852137634970318,-0.0210732936659874,0.546266699177311,0.359515004315737,0.8,0.7425,0.825,0.825
"dismissal",0.588043156466243,0.83300012147309,0.542205808825487,0.131126187802616,0.244956965006848,0.496326166707411,0.34595357447523,0.806,0.731,0.835,0.81
"dispute",0.358232107484026,0.557121031694781,0.570491933700606,0.0606407280384112,0.198888924210755,0.629334292143953,0.435886459447172,0.8345,0.807,0.8685,0.846
"district",-0.017979884844749,-0.00489550851153968,0.539715860544117,0.102519918497663,0.0130843763332093,0.690451375249715,0.458379346042571,0.7795,0.6485,0.8,0.694
"disturb",0.0146836210050244,0.156571539064121,0.676772314446171,0.0662506507896738,0.141887918059097,0.520758600403823,0.191476568463633,0.846,0.721,0.817,0.817
"divine",0.0194019035961996,0.168971953493433,0.517087164728288,0.100988741804187,0.149570049897233,0.504386896946905,0.301268712313702,0.805,0.679,0.7715,0.6595
"division",-0.100647897103532,0.137130304426087,0.566883436373341,0.0597856469065308,0.237778201529619,0.583476320211607,0.293557271190265,0.755,0.7075,0.7145,0.7145
"do",-0.322763151740108,-0.126160742233597,0.394937309586147,0.146476662803243,0.196602409506511,0.571449144886223,0.307250088131917,0.7735,0.6745,0.5,0.5
"doctor",-0.3732674791825,-0.339012928287675,0.703491750467806,0.148662972126256,0.0342545508948249,0.515729647448884,0.298178172186605,0.905,0.8285,0.9,0.8215
"document",-0.189325524989726,-0.0429598253274871,0.519992112291378,0.0836571372291356,0.146365699662239,0.616312142246031,0.332111528093424,0.8685,0.7335,0.8625,0.7555
"dollar",-0.359418326080517,-0.267833535322298,0.483617763561828,0.090908804871176,0.0915847907582191,0.530528399849072,0.32614999600355,0.845,0.67,0.8475,0.7355
"donation",-0.0573427652879953,0.047775210031496,0.58068581459366,0.144155313000906,0.105117975319491,0.647742981776471,0.383694709414166,0.884,0.639,0.875,0.707
"door",-0.414269154563841,-0.379297394705146,0.58095382472167,0.142709233800692,0.0349717598586952,0.514495157532557,0.241110103736676,0.845,0.77,0.8375,0.8375
"draw",-0.439193430329508,-0.151864598146712,0.366594100711676,0.131356368355406,0.287328832182796,0.529512646201121,0.329505855560999,0.815,0.653,0.734,0.734
"dream",-0.308661797324823,-0.348522371978464,0.60219457503423,0.110699332131476,-0.0398605746536409,0.485813876170969,0.153143916988229,0.83,0.534,0.8,0.6325
"dress",-0.365571031249221,-0.367021433047394,0.642245861226671,0.112180515310754,-0.00145040179817307,0.464798813466225,0.250291622007763,0.8835,0.67,0.825,0.667
"driver",-0.316860999142055,-0.230537663688921,0.578298909704142,0.133614482543329,0.0863233354531341,0.518633810454171,0.232692906332823,0.845,0.628,0.743,0.637
"drug",-0.386373920726315,-0.22980276608297,0.529816473782741,0.113210331663783,0.156571154643345,0.394456368322462,0.090651532752942,0.752,0.6305,0.8125,0.7625
"drunk",-0.360434810458654,-0.382282801998719,0.561446752745189,0.0904211642162031,-0.0218479915400648,0.601809124043513,0.350128752241881,0.85,0.7375,0.8,0.7
"duck",-0.364319822496192,-0.119716062054454,0.59033602207266,0.124082390303923,0.244603760441739,0.515169933642011,0.262907596723839,0.8735,0.846,0.875,0.875
"dust",-0.151200358749252,-0.153052694499483,0.272335846715924,0.140541544120023,-0.00185233575023122,0.464053781316432,0.206232188699709,0.8135,0.666,0.7595,0.6595
"dusty",-0.382565487222702,0.00103083778786127,0.264751398365896,0.118296184544087,0.383596325010564,0.575446966673822,0.333457755011088,0.447,0.3745,0.5835,0.5835
"duty",-0.0210774374694695,-0.127185518784889,0.470923935002801,0.127645523793153,-0.10610808131542,0.605215215396139,0.371057489658582,0.8575,0.61,0.8625,0.655
"dynamite",0.0617621638066366,0.326153770633555,0.595546766006343,0.105868760179503,0.264391606826919,0.416060092132403,0.148742049558493,0.8625,0.653,0.875,0.775
"ear",-0.407761222025237,-0.273627666594781,0.466056878911554,0.107679769173398,0.134133555430455,0.649110854124972,0.43139034316538,0.7675,0.72,0.727,0.727
"early",-0.46854713193606,-0.371475102930605,0.59864089890927,0.109393076251393,0.0970720290054555,0.646263515542406,0.411502921423598,0.677,0.5135,0,-0.106
"east",-0.47778853346761,-0.0495945681148361,0.888417597562888,0.113139548728715,0.428193965352774,0.577507922401555,0.363361254163087,0.8495,0.777,0.606,0.606
"easy",-0.318667120670185,-0.484645320535842,0.4965500077763,0.106360269262906,-0.165978199865657,0.407089986258988,0.208783867877497,0.051,-0.109,0,-0.05
"eat",-0.449297107427758,-0.303187965881716,0.519602366554489,0.138074368701264,0.146109141546042,0.541067740643939,0.320265690025857,0.8375,0.7875,0.8,0.8
"education",-0.237670773914623,-0.183215443183909,0.418735933970524,0.119302666077971,0.0544553307307144,0.46423694565096,0.266375793052517,0.75,0.0945,0.75,0.5425
"effect",-0.201577532115436,-0.209859513259886,0.457484152891602,0.0870448007746485,-0.00828198114444981,0.508234855551002,0.23260212439711,0.8485,0.7265,0.861,0.755
"effective",-0.173675434713542,-0.0999503876347044,0.482820942709918,0.125067773020956,0.073725047078838,0.574976252912521,0.256278340498719,0.656,0.456,0.367,0.2605
"egg",-0.480198646083757,-0.251960720389274,0.441675147175734,0.0278068886512706,0.228237925694483,0.487359956353115,0.307624042501105,0.9195,0.8745,0.875,0.875
"election",-0.0833224613141051,0.0240925083169692,0.582441414810983,0.109563801687328,0.107414969631074,0.475786161906291,0.17228633393689,0.8505,0.737,0.874,0.868
"electric",-0.180338063106181,-0.0741985791171663,0.509502121491684,0.0956977159367422,0.106139483989014,0.46498744523038,0.249477650913084,0.8435,0.465,0.8,0.5835
"electricity",-0.0217429465223204,-0.038598334230413,0.284909840649505,0.129513264752762,-0.0168553877080926,0.333990701472538,0.130876085110093,0.893,0.678,0.817,0.7045
"elegant",0.0986070512013275,0.175766541904261,0.549284926558142,0.114343806572088,0.0771594907029338,0.52896827510976,0.290294817544972,0.785,0.6565,0.7995,0.6875
"element",-0.196717676343446,-0.0653396779952289,0.443404589689383,0.117001152929189,0.131377998348217,0.585895221471793,0.35979475937169,0.7585,0.6405,0.746,0.6655
"emergency",-0.246148228013595,-0.129308689560911,0.44626072250717,0.0913459873645526,0.116839538452684,0.67299829930783,0.438235362120327,0.8585,0.615,0.9,0.729
"emotional",-0.217387898721546,-0.288361309795782,0.581502405411958,0.142024529017709,-0.070973411074236,0.516541620810758,0.244048269193133,0.8085,0.5785,0.7945,0.757
"emperor",0.29982324379301,0.47287682749032,0.610028455410689,0.0871284638443478,0.173053583697311,0.597215174365677,0.288125490516886,0.8345,0.621,0.838,0.597
"empire",-0.143321862725746,-0.118993659488235,0.626830351355654,0.148332196578051,0.0243282032375115,0.546626823865479,0.298023493201204,0.8225,0.543,0.782,0.5095
"energy",-0.319247842824894,-0.360750839957954,0.526944962379814,0.134284174937861,-0.0415029971330593,0.604504033910728,0.39418554738867,0.86,0.675,0.8125,0.6875
"engine",-0.177544088487049,-0.0615431297201397,0.408398363490142,0.108891928791478,0.116000958766909,0.461896860193178,0.247719046848518,0.6635,0.6185,0.6505,0.6505
"entrance",-0.219737143956194,-0.0814703748017633,0.724876828670863,0.144804108130068,0.138266769154431,0.476739362052853,0.211096422597515,0.817,0.6945,0.845,0.795
"entrepreneur",0.674724360913187,0.871672301587917,0.522694690960528,0.114987423118902,0.196947940674731,0.482348401036444,0.331544801070564,0.742,0.6775,0.7085,0.6085
"epidemic",0.231022829335535,0.440392701006926,0.648529111200543,0.0924815867348036,0.209369871671391,0.612213126327736,0.355589269015721,0.924,0.8015,0.8755,0.7945
"episode",-0.190970748171118,-0.0933628659626817,0.478117201089655,0.116598420117131,0.0976078822084363,0.553567117250896,0.207429400934629,0.8755,0.771,0.8835,0.7775
"equip",0.284504760590594,0.608400092025523,0.539157300837223,0.0651253387759908,0.323895331434929,0.752837682175375,0.368866756012038,0.6205,0.458,0.25,0.15
"erection",0.491455628523429,0.837224294701706,0.570871726830407,0.10580459965948,0.345768666178277,0.470070279085678,0.254797687528946,0.837,0.7645,0.7945,0.716
"escape",-0.203684175375983,-0.13039391255052,0.635242618596912,0.0946403288855944,0.0732902628254629,0.519977807370182,0.272044844410017,0.893,0.782,0.92,0.92
"evaluation",-0.0427537083506099,0.169204355424002,0.435930494455232,0.148500384761561,0.211958063774611,0.618596290581454,0.217203009850175,0.7435,0.211,0.7265,0.4985
"evening",-0.283575909825068,-0.279886858930653,0.617959070633623,0.142497516219031,0.00368905089441485,0.595874436071743,0.312519798334517,0.8535,0.643,0.875,0.763
"event",-0.148314121836875,-0.252227807094474,0.41638498464296,0.100819081562976,-0.103913685257599,0.49888140315012,0.130439848893184,0.749,0.4265,0.8,0.66
"eventually",-0.111918098408563,-0.144979605440227,0.533682715036556,0.146207512958864,-0.033061507031664,0.493677122771919,0.275129600966693,0.8125,0.7125,0.8755,0.8755
"ever",-0.406077555992909,-0.134621226297077,0.572233095124233,0.106673883261124,0.271456329695832,0.693245652755946,0.478661501878302,0.819,0.769,0.05,0.05
"exaggerate",0.478181264163659,0.519386346600959,0.482861884368417,0.101465779131526,0.0412050824373004,0.552952159964486,0.245950931429036,0.719,0.5,0.6,0.5275
"excited",-0.325581970175419,-0.217396775771366,0.426741809383787,0.12704291552754,0.108185194404054,0.541288738632548,0.247806590889444,0.5765,0.3705,0.2325,0.1765
"excuse",-0.244209423028811,-0.234726547596359,0.499685555384667,0.107063188511039,0.00948287543245221,0.600940629649637,0.35983595257834,0.819,0.712,0.776,0.676
"execution",0.274068071191499,0.193886662228004,0.265522049021673,0.110905072658852,-0.0801814089634954,0.332079672068434,-0.063179655501956,0.8725,0.639,0.8375,0.614
"exercise",-0.183553994453341,-0.156475043171693,0.487058627053708,0.0795055600490146,0.0270789512816487,0.678274519461066,0.316070120846419,0.8355,0.548,0.8585,0.7245
"exhibition",0.161430893517608,0.29638114032552,0.594926685703981,0.129425610552919,0.134950246807911,0.489311871802633,0.212328824571956,0.862,0.651,0.8625,0.734
"expect",-0.177216609307767,-0.263197738782754,0.301635718470879,0.12375744727444,-0.0859811294749872,0.434182923296558,0.209255718123002,0.6615,0.589,0.525,0.525
"explode",-0.196026787695492,-0.088624189515613,0.551580673610959,0.102873532409709,0.107402598179879,0.763711777944522,0.448369099480176,0.8735,0.7675,0.847,0.797
"explosion",-0.144560437594986,0.0231488654582316,0.518166608019714,0.0978067399964891,0.167709303053217,0.462640450408208,0.25816289185035,0.698,0.582,0.575,0.5
"explosive",-0.139796587680781,-0.0218603974279447,0.579697615978113,0.0890128383434515,0.117936190252836,0.543289773706187,0.291250821690575,0.919,0.8715,0.9,0.9
"express",-0.292925726457974,-0.0817941454899229,0.387239928307328,0.119007117720727,0.211131580968051,0.467550463294743,0.246637854591376,0.7375,0.5585,0.4725,0.3495
"external",-0.287823781424393,0.0289310311335068,0.763738687021491,0.0844932046702991,0.3167548125579,0.748083122031923,0.473188106331972,0.7585,0.6025,0.251,0.139
"failure",-0.0827580070477151,-0.13349208868569,0.560074697318739,0.117298631212292,-0.0507340816379752,0.597541882986478,0.383102832030205,0.797,0.711,0.777,0.7515
"faith",-0.360990111598964,-0.211347518001863,0.331595059238943,0.126312665950899,0.149642593597101,0.416146071719074,0.201478593119512,0.8095,0.767,0.8,0.725
"faithful",-0.16154967897154,-0.0969946884368508,0.684497022344239,0.0888871900618121,0.0645549905346896,0.727801079433939,0.401982004073806,0.906,0.7745,0.8875,0.8315
"false",-0.286184832543486,-0.158028355422943,0.636502238753859,0.0786774712095838,0.128156477120543,0.580617720099892,0.386125745995372,0.7985,0.696,0.8,0.8
"family",-0.287142134384786,-0.44065774340251,0.586793810563425,0.0434243020410014,-0.153515609017724,0.457489343630772,0.20414283206612,0.845,0.6805,0.775,0.725
"famous",-0.362699330330855,-0.215267753688499,0.521968765245466,0.0959407108154682,0.147431576642356,0.546014201236986,0.244161914414377,0.8735,0.7425,0.825,0.775
"fantastic",-0.268478205397512,-0.100541730969127,0.781274396540222,0.147857011165365,0.167936474428385,0.69545953328596,0.489924280540858,0.881,0.7625,0.9105,0.9105
"fantasy",-0.154509468981245,-0.137662802633842,0.581615171313218,0.103847401575027,0.0168466663474026,0.446987735707597,0.225328611241686,0.7555,0.553,0.5875,0.505
"far",-0.415511971940875,-0.262031955576207,0.317628757750435,0.0804554426033886,0.153480016364668,0.58761817971974,0.226222197167439,0.2605,0.1605,0.075,0.075
"fast",-0.577464570548958,-0.434487979921195,0.560384852610661,0.143987814005791,0.142976590627763,0.563530767792959,0.325418911707302,0.7575,0.55,0.156,0.1
"fatal",0.125514692344933,0.0754259506463033,0.55767848246397,0.115115071469485,-0.0500887416986294,0.548291757214937,0.32745137339207,0.8535,0.651,0.9005,0.8505
"father",-0.578473862675868,-0.406839909110238,0.822364763290278,0.141307059409514,0.17163395356563,0.737096421947331,0.484448245189968,0.975,0.775,1,0.9
"fax",0.27444765566418,0.364554838730768,0.498775403441395,0.129129184553711,0.090107183066588,0.547897955961687,0.308264975272989,0.741,0.616,0.714,0.608
"fear",-0.3454948541698,-0.381368523369641,0.48124003136353,0.10693971981627,-0.0358736691998402,0.500132849693076,0.234065277731455,0.8575,0.6475,0.85,0.749
"federation",0.806046633085431,1.02567312057722,0.444625758404698,0.0313329282307985,0.219626487491793,0.325809189009873,0.123926042415637,0.608,0.552,0.5655,0.5355
