"pair","type","mean_cosine_similarity","mean_prompt_similarity"
"tool-drunk","unrelated",0.251653191570825,0.1
"compass-pregnancy","unrelated",0.155373393157976,0
"zombie-recently","unrelated",0.215570164809762,0
"pretty-beautiful","related",0.828722558679014,0.9
"exceptional-remarkable","related",0.760093089312373,0.845
"method-magazine","unrelated",0.288457528471312,0.112
"process-turtle","unrelated",0.268305115054993,0.1
"escort-landlord","unrelated",0.40672984145982,0.2075
"fair-map","unrelated",0.24210366836888,0.156
"series-episode","related",0.553571685383155,0.8835
"fragment-angry","unrelated",0.229411889647537,0
"sheriff-planning","unrelated",0.169061267431888,0.1065
"anger-rage","related",0.55509702870841,0.9
"valve-organize","unrelated",0.22001674987619,0
"back-minister","unrelated",0.233888096696393,0.112
"nanny-maid","related",0.486510657667535,0.746
"bread-cheese","related",0.436378484097349,0.837
"kilometer-meter","related",0.431294918053631,0.94
"hormone-adrenaline","related",0.443314427563475,0.878
"skin-buyer","unrelated",0.259550958261174,0.0475
"flu-disease","related",0.368424426375844,0.85
"bowl-effect","unrelated",0.275677432401115,0.106
"darkness-eat","unrelated",0.220748482718077,0
"trust-lover","unrelated",0.466196318017386,0.325
"stadium-break","unrelated",0.225028019308675,0.131
"what-that","related",0.651608252697527,0
"tour-concert","related",0.491604439724951,0.7375
"terrible-leader","unrelated",0.183046631512085,0.1435
"tour-creature","unrelated",0.330983167404334,0.05
"pension-confirm","unrelated",0.272650965066307,0.05
"insert-put","related",0.570721240429652,0.375
"error-mistake","related",0.545919759236362,0.9
"compassionate-draw","unrelated",0.200006790640122,0
"strength-force","related",0.53635611027232,0.8115
"profile-description","related",0.608015845383543,0.7885
"art-literature","related",0.378459391147352,0.826
"sum-highway","unrelated",0.230893835197216,0
"volunteer-sport","unrelated",0.276392111064853,0.215
"moon-system","unrelated",0.257209758893153,0.15
"help-assist","related",0.640803977314981,0.9
"sweet-income","unrelated",0.324541055731309,0.056
"grave-cemetery","related",0.495671053772044,0.8605
"rusty-dusty","related",0.575446966673822,0.5835
"round-around","related",0.730788067060042,0.125
"calendar-schedule","related",0.691967315460705,0.875
"hill-reactor","unrelated",0.213433127812956,0.0475
"dog-closure","unrelated",0.235214000080719,0.027
"silk-cotton","related",0.531965774751586,0.775
"shadow-study","unrelated",0.293161031768768,0.112
"operate-street","unrelated",0.267226044351138,0.112
"choice-option","related",0.788940841188714,0.8885
"freely-free","related",0.5798063402629,0.625
"jeep-knowledge","unrelated",0.248074706474202,0.0785
"inspector-gun","unrelated",0.266263602720487,0.13
"food-meal","related",0.500233335402081,0.875
"resignation-dismissal","related",0.496326166707411,0.835
"killer-murderer","related",0.507438324112697,1
"practice-wish","unrelated",0.315976908473849,0.178
"society-community","related",0.43595656694214,0.8425
"search-find","related",0.730163472933582,0.8
"ping-ding","related",0.593061907132788,0.1
"focus-concentrate","related",0.505651946313511,0.75
"gambling-december","unrelated",0.243991408116723,0.075
"shield-unfair","unrelated",0.270125896821469,0
"occasionally-rarely","related",0.687166225226735,0.782
"today-practically","unrelated",0.348926813843226,0
"autopsy-analysis","related",0.422077316521534,0.5385
"code-shoot","unrelated",0.319025599800339,0.1185
"platform-irresponsible","unrelated",0.179393045345824,0
"natural-artificial","related",0.482018225434855,0.275
"monster-creature","related",0.660440774137027,0.825
"attention-autumn","unrelated",0.228764545923813,0.112
"occur-happen","related",0.717213347013439,0.85
"invasion-frighten","unrelated",0.245377314898551,0.163
"sexual-physical","related",0.431230479526324,0.206
"rusty-upper","unrelated",0.249872301059701,0.0075
"sin-crime","related",0.322007674431628,0.8885
"collect-gather","related",0.853197465617905,0.856
"youth-artery","unrelated",0.236937355067848,0.075
"terminal-give","unrelated",0.310430901785744,0.025
"evil-cruelty","related",0.405185736970615,0.8375
"body-corpse","related",0.506514652058734,0.8
"fresh-save","unrelated",0.366123749478045,0.1625
"porn-friend","unrelated",0.336439745374504,0.152
"box-bag","related",0.510281967342546,0.7895
"south-north","related",0.711658558860175,0.9
"sky-heavenly","related",0.360347303862222,0.4495
"dvd-video","related",0.407786796926659,0.8
"dose-document","unrelated",0.284167818693703,0.107
"ambulance-helicopter","related",0.463599417791407,0.577
"nude-defeat","unrelated",0.18798485249527,0
"instinct-intuition","related",0.665415498861949,0.8
"kidnapper-snow","unrelated",0.16405897688812,0
"pound-idiot","unrelated",0.256426767051271,0.089
"alive-centimeter","unrelated",0.134826908428976,0
"factory-morning","unrelated",0.267832035676168,0.112
"ass-butt","related",0.484060478323963,0.825
"portal-voluntarily","unrelated",0.303203154849559,0
"naïve-stupid","related",0.384046545590969,0.689
"charity-minute","unrelated",0.17630339154513,0.106
"crew-ship","related",0.462863137185155,0.875
"company-corporation","related",0.655425430010215,0.9
"baron-countess","related",0.470690520641468,0.775
"risky-urine","unrelated",0.249609554166653,0.106
"symptom-village","unrelated",0.229108159583659,0.021
"rodeo-improvement","unrelated",0.181269489561571,0.081
"policy-hamburger","unrelated",0.161588021480568,0.025
"curse-cargo","unrelated",0.294958746293551,0
"minimum-maximum","related",0.609964716968257,0.775
"support-assistance","related",0.555817363249317,0.875
"stamp-signature","related",0.615027719271348,0.7495
"liquid-fluid","related",0.765265568134758,0.95
"reception-cute","unrelated",0.231765325935531,0
"cow-literature","unrelated",0.147933960144418,0
"analyst-activate","unrelated",0.290827721602137,0.107
"piano-guitar","related",0.595475359510139,0.8375
"tool-instrument","related",0.674292621191302,0.8875
"second-minute","related",0.623610226993919,0.7985
"word-vision","unrelated",0.439256187916501,0.1585
"locked-artillery","unrelated",0.209005311685727,0
"already-tomato","unrelated",0.218300067451268,0
"lamp-vote","unrelated",0.245666213944188,0.0375
"june-july","related",0.744476057652599,0.85
"charm-beauty","related",0.502539220225149,0.747
"tough-nausea","unrelated",0.226967612242562,0.112
"trick-indicate","unrelated",0.313969689502089,0
"confirmation-confirm","related",0.864891675940993,0.65
"current-hallucination","unrelated",0.175360363894368,0.0805
"stomach-poker","unrelated",0.270734364494275,0.075
"rain-snow","related",0.538055523142037,0.8725
"fire-flame","related",0.595624243313478,0.9
"queen-king","related",0.590601528881116,0.9
"divorce-marriage","related",0.620385211987158,0.875
"diamond-strange","unrelated",0.225933450579719,0
"witness-disappointment","unrelated",0.209273866804107,0.0725
"silent-silence","related",0.67007748455737,0.85
"management-administrative","related",0.504877758676306,0.744
"hand-joke","unrelated",0.304906061125299,0.106
"fire-understand","unrelated",0.15415807552951,0
"plan-friendly","unrelated",0.209023822875034,0
"conspiracy-bad","unrelated",0.234435759607368,0.106
"plan-strategy","related",0.697095780812326,0.8835
"area-child","unrelated",0.278775407896257,0.106
"conference-attacker","unrelated",0.197696941943364,0.081
"drive-shoe","unrelated",0.315160743613372,0.083
"gossip-scandal","related",0.58912434116551,0.754
"injustice-smell","unrelated",0.18914525940971,0
"internet-web","related",0.721837976009116,0.8875
"end-finish","related",0.750493180803796,0.883
"old-young","related",0.56661328790705,0.2
"theft-robbery","related",0.700045288798827,0.8615
"dry-unable","unrelated",0.27035569632967,0
"cavalry-artillery","related",0.437937155067665,0.7495
"pleasure-joy","related",0.560923957947163,0.875
"train-bus","related",0.45760943670792,0.7665
"majesty-thumb","unrelated",0.254738869567892,0.025
"hire-finish","unrelated",0.295727623299408,0.1125
"supernatural-paranormal","related",0.716106788524998,0.875
"boys-monitor","unrelated",0.231283111468652,0.112
"run-festival","unrelated",0.286490476867406,0.192
"empty-full","related",0.542904554538116,0.445
"radar-satellite","related",0.481673272685921,0.775
"bribe-blackmail","related",0.585376390317161,0.8235
"route-path","related",0.635199653923837,0.825
"palace-video","unrelated",0.194082210211856,0.131
"caliber-motel","unrelated",0.153403180767002,0.1
"sergeant-obviously","unrelated",0.207583573165699,0
"general-maximum","unrelated",0.332162250540643,0.1675
"gossip-prisoner","unrelated",0.277730902370067,0.112
"class-radiation","unrelated",0.232950626189607,0.1
"orphanage-convent","related",0.440816757924327,0.29
"bribe-girls","unrelated",0.17375777629168,0.05
"governor-senator","related",0.524410625272434,0.7875
"modern-traditional","related",0.519065500948844,0.3705
"similar-son","unrelated",0.406819050013533,0.1
"cloud-money","unrelated",0.280231449331492,0.0475
"waiter-waitress","related",0.887357158714569,1
"night-evening","related",0.596008297745553,0.875
"choice-write","unrelated",0.395756358784001,0.1125
"insult-inside","unrelated",0.284405562712011,0.0725
"camera-build","unrelated",0.262466328426134,0.106
"voice-accent","related",0.459584145716725,0.75
"desire-holiday","unrelated",0.202973958764443,0.2775
"stress-depression","related",0.441033528529205,0.754
"loyalty-newspaper","unrelated",0.182414228845892,0.0725
"glorious-glory","related",0.729224441184231,0.825
"ninja-samurai","related",0.577510899489272,0.8
"career-reputation","related",0.358987456424843,0.6255
"chip-device","related",0.421154011612079,0.706
"reason-cause","related",0.678879978357748,0.9
"warning-message","related",0.491840833025276,0.5725
"crown-weekly","unrelated",0.186417383387694,0.106
"dog-cat","related",0.602541397313927,0.887
"maybe-powerless","unrelated",0.172548006882647,0
"worm-wedding","unrelated",0.272106012186368,0.025
"research-murderer","unrelated",0.164361131500637,0.075
"roman-greek","related",0.388930049187114,0.8
"here-ding","unrelated",0.331147291038866,0
"window-door","related",0.515123247003332,0.8375
"valuable-important","related",0.482257848371573,0.806
"wound-tragic","unrelated",0.322685759225087,0.175
"load-solar","unrelated",0.236652810244141,0.195
"firm-hose","unrelated",0.28506104910866,0.0725
"rocket-missile","related",0.463502986335439,0.8195
"out-about","related",0.61437439295613,0
"nest-egg","related",0.487358579529777,0.875
"aspirin-morphine","related",0.378278807576027,0.825
"responsibility-syndrome","unrelated",0.197549100753621,0.156
"majority-camping","unrelated",0.118309131031651,0.106
"construction-build","related",0.721873514995822,0.75
"opinion-attitude","related",0.487030947109679,0.7525
"rain-federation","unrelated",0.201882302695671,0.03
"stick-meet","unrelated",0.297106803207753,0.1185
"golf-tennis","related",0.567951529987146,0.8
"virus-client","unrelated",0.265075777563037,0.1
"industry-business","related",0.540148188794708,0.8215
"sometimes-injection","unrelated",0.239282450301327,0.05
"expensive-journalist","unrelated",0.170654860029368,0.106
"husband-wife","related",0.653217371168985,1
"protein-bury","unrelated",0.236890460876043,0
"ideal-perfect","related",0.65934250346885,0.8625
"trailer-attempt","unrelated",0.387462397732771,0.1125
"health-force","unrelated",0.296655789892582,0.206
"parliament-senate","related",0.596139253487518,0.8375
"boot-shoe","related",0.380081631713182,0.8625
"near-champagne","unrelated",0.177370208890829,0.025
"exceptional-explode","unrelated",0.315331912636376,0.05
"landing-garbage","unrelated",0.224149699526935,0.075
"illegal-young","unrelated",0.267285333093999,0
"okay-often","unrelated",0.325049433008163,0
"chip-ride","unrelated",0.259103200225953,0.1405
"place-morphine","unrelated",0.22401747028027,0.0725
"birth-pregnancy","related",0.488052128969616,0.891
"jungle-forest","related",0.484677570433863,0.897
"banana-strawberry","related",0.393250301410488,0.861
"private-privacy","related",0.635407226600172,0.8625
"model-prototype","related",0.595200787551053,0.75
"west-east","related",0.577598700457822,0.606
"burst-mystery","unrelated",0.270132540215424,0.129
"floor-carpet","related",0.54227162589334,0.8195
"necessary-bag","unrelated",0.25342223459545,0.106
"view-perspective","related",0.504416460138208,0.8
"mile-ransom","unrelated",0.238508464377434,0.053
"banking-financial","related",0.545607945292257,0.825
"explanation-plausible","related",0.331816780458483,0.1375
"shot-shoot","related",0.720231070233047,0.775
"try-castle","unrelated",0.281013821914149,0
"total-waitress","unrelated",0.187224318009122,0.106
"forbidden-prohibit","related",0.595945808759673,0.7895
"suck-lick","related",0.508028061441368,0.728
"point-indicate","related",0.410064405860891,0.2085
"admit-mission","unrelated",0.248583775480365,0.106
"quiet-flour","unrelated",0.13115307129951,0
"top-woman","unrelated",0.28939538702472,0.091
"risk-wet","unrelated",0.26006669397805,0.112
"rifle-gun","related",0.540124578879616,0.925
"always-constantly","related",0.61644359715854,0.85
"leave-abandon","related",0.506140206045574,0.7675
"radius-expect","unrelated",0.224880054817389,0
"male-female","related",0.800457922927788,0.8
"album-meter","unrelated",0.358340533819634,0.112
"caesar-pilot","unrelated",0.241110111359687,0.075
"whiskey-vodka","related",0.597675118033193,0.825
"beach-mechanical","unrelated",0.231122941575858,0.112
"century-contrary","unrelated",0.178885254028683,0.106
"flee-long","unrelated",0.216872767594926,0
"shadow-dark","related",0.570480795275111,0.72
"envelope-package","related",0.408478663996504,0.75
"helmet-fruit","unrelated",0.22962222796899,0
"purpose-intention","related",0.495683183300175,0.827
"hospitality-need","unrelated",0.280263565421917,0.2605
"protein-vitamin","related",0.424105549525622,0.7695
"privilege-storm","unrelated",0.2291774800987,0
"soldier-warrior","related",0.576451623625227,0.85
"coach-sufficient","unrelated",0.213220958161002,0
"count-calculate","related",0.543653874252219,0.7135
"check-bottom","unrelated",0.381435412293061,0.112
"basketball-football","related",0.524150028600028,0.86
"pocket-wallet","related",0.408017119335288,0.7875
"shop-mathematics","unrelated",0.15838491699975,0.106
"air-family","unrelated",0.253452893336779,0.05
"candidate-pleasant","unrelated",0.292885662210613,0
"myth-exhibition","unrelated",0.276938720864517,0.1285
"firm-agency","related",0.464222746939421,0.666
"horn-flame","unrelated",0.30015503108652,0.107
"angel-devil","related",0.602959030690044,0.793
"experience-knowledge","related",0.54439397720023,0.775
"journalism-bed","unrelated",0.106428352208563,0.05
"noble-left","unrelated",0.215237296343917,0.1
"senior-junior","related",0.63715396504476,0.8115
"base-headquarters","related",0.382405031485043,0.2075
"irony-ironic","related",0.900426134075498,0.8
"supernatural-lecture","unrelated",0.22093228009835,0.1125
"september-october","related",0.643777873640735,0.875
"champion-fighter","related",0.385067951783435,0.781
"terrible-horrible","related",0.849541039529439,0.9
"admit-confess","related",0.671377334833535,0.837
"skin-tissue","related",0.404326417017752,0.777
"swallow-chew","related",0.62721492650511,0.1685
"file-document","related",0.616321521466452,0.8625
"comment-brother","unrelated",0.231020011247739,0.1165
"man-primary","unrelated",0.258154860947999,0.106
"porn-movie","related",0.452093327251724,0.763
"pleasure-local","unrelated",0.188404303346043,0.1625
"penalty-imprisonment","related",0.484304555290755,0.7435
"washington-biological","unrelated",0.109544827210373,0
"pub-strategy","unrelated",0.221979031766798,0.0625
"balance-merchant","unrelated",0.29928141972791,0.2325
"desire-wish","related",0.458726537411141,0.8585
"youth-childhood","related",0.491576446258601,0.875
"obstacle-challenge","related",0.50296510942079,0.736
"cement-plastic","related",0.338944821948357,0.3
"basketball-ceremony","unrelated",0.21188299461456,0.106
"imperial-emperor","related",0.597199807938244,0.838
"glasses-cap","related",0.32114977518054,0.177
"uncomfortable-boy","unrelated",0.247461861271065,0
"relative-pain","unrelated",0.28380330209604,0.125
"club-bar","related",0.464760858530993,0.778
"carnival-festival","related",0.585327230205657,0.87
"golden-silver","related",0.553645340454721,0.8625
"orgasm-cold","unrelated",0.178754207329822,0
"cabinet-continue","unrelated",0.173255682701693,0
"soldier-activity","unrelated",0.180033971064051,0.2
"gambling-poker","related",0.636555743504481,0.825
"mouth-dismissal","unrelated",0.15035470238853,0.025
"stomach-chest","related",0.474862991215166,0.174
"big-savior","unrelated",0.223733769385249,0.106
"engagement-wedding","related",0.486610002760825,0.7925
"arsenal-graduate","unrelated",0.125677858237843,0.112
"law-childhood","unrelated",0.193359856046391,0.229
"piano-cartel","unrelated",0.217218070282074,0.0475
"bravo-safety","unrelated",0.203226393174412,0.056
"camera-microphone","related",0.469706020272711,0.765
"useful-lady","unrelated",0.250640418015295,0.112
"dinner-misery","unrelated",0.203783504123355,0.1
"policy-politician","related",0.374387509630058,0.7045
"hill-mountain","related",0.434401461349205,0.872
"management-probably","unrelated",0.266374693223472,0
"concern-worry","related",0.682757507364281,0.9
"one-torture","unrelated",0.180546638436087,0.123
"toast-bacon","related",0.377885372509534,0.838
"valve-ventilation","related",0.447493163676243,0.4785
"colony-gay","unrelated",0.155829562025366,0.15
"baron-agency","unrelated",0.261728862106698,0.134
"culture-civilization","related",0.510949950485374,0.8535
"flag-assassin","unrelated",0.217275865372064,0.0725
"swear-sauce","unrelated",0.339169333478273,0
"outside-equip","unrelated",0.383983102793937,0.1
"bring-send","related",0.528847033725975,0.778
"experiment-test","related",0.655768604917038,0.8175
"instinct-school","unrelated",0.22537222260751,0.1125
"security-safety","related",0.595882463574312,0.8645
"enemy-liver","unrelated",0.224378038308051,0
"choose-select","related",0.649881761980319,0.871
"resistance-amazing","unrelated",0.213388142704826,0.0535
"innocent-guilty","related",0.546354436159152,0.838
"yoga-massage","related",0.38533564771367,0.746
"evolution-mutation","related",0.47409851681012,0.8625
"plant-agreement","unrelated",0.187518834948301,0.0275
"mail-music","unrelated",0.351952012209731,0.112
"majesty-highness","related",0.560877156211702,0.85
"thief-devotion","unrelated",0.178891496282757,0.076
"mafia-cartel","related",0.349609572281452,0.818
"pyramid-structure","related",0.351335276011145,0.802
"detonator-creepy","unrelated",0.14982983738536,0.0225
"scratch-opponent","unrelated",0.282401376359872,0.112
"recover-legend","unrelated",0.262595354681565,0.056
"describe-express","related",0.467537232343621,0.4725
"hospital-development","unrelated",0.24244429647292,0.1685
"plague-epidemic","related",0.612213126327736,0.8755
"aids-restaurant","unrelated",0.181001141669713,0.05
"minimum-politician","unrelated",0.134705736456456,0.081
"value-price","related",0.570294783101082,0.8
"midnight-noon","related",0.495739054794695,0.545
"choose-evaluation","unrelated",0.401363703239067,0.228
"telegram-letter","related",0.472639939196735,0.753
"stay-photo","unrelated",0.242476939280333,0.112
"key-lock","related",0.508705991012833,0.95
"empty-tennis","unrelated",0.178464455681053,0
"tired-effective","unrelated",0.318692204983327,0.1065
"law-constitution","related",0.486482667299112,0.85
"chaos-confusion","related",0.554809645422835,0.835
"rock-poem","unrelated",0.238592770871506,0.106
"student-teacher","related",0.561431806209559,0.85
"ring-arrogance","unrelated",0.241841312935258,0
"pirate-protocol","unrelated",0.265261576484633,0.0725
"trick-joke","related",0.499046062107482,0.752
"resistance-resist","related",0.664717904830655,0.5
"genius-scientist","related",0.403548733727292,0.7305
"helmet-hat","related",0.389934252644559,0.733
"opposite-delicious","unrelated",0.217106052657716,0
"unreasonable-alibi","unrelated",0.24156598348552,0.156
"say-tell","related",0.679224971392412,0.775
"girl-boy","related",0.694759603053199,0.9
"hand-arm","related",0.51062972042666,0.85
"playboy-zone","unrelated",0.276481889437844,0.101
"capital-romantic","unrelated",0.255951710467448,0.106
"process-procedure","related",0.681219343089841,0.805
"move-transfer","related",0.549023747917875,0.6965
"special-confidence","unrelated",0.260562568207188,0.239
"gain-flight","unrelated",0.35072942744555,0.106
"short-long","related",0.540050160920467,0.55
"banana-rage","unrelated",0.194994507834671,0
"dose-injection","related",0.503871751381392,0.769
"general-colonel","related",0.407939304574575,0.4005
"load-cargo","related",0.551340051709405,0.8375
"analyst-investigator","related",0.535595529021705,0.741
"contact-marketing","unrelated",0.417083901811297,0.6235
"snack-prototype","unrelated",0.260568028785745,0.1075
"replace-penis","unrelated",0.160436801112179,0
"lie-convent","unrelated",0.276798427933627,0
"soft-winner","unrelated",0.188775806222664,0.054
"antidote-vaccine","related",0.432103362527632,0.75
"darkness-light","related",0.373943458950711,0.056
"mars-great","unrelated",0.312988852307928,0.05
"point-mercy","unrelated",0.244274418308056,0.1
"compliment-gate","unrelated",0.232167046817116,0.025
"moon-sun","related",0.56383272105506,0.8125
"grain-flour","related",0.549285630934511,0.8725
"diarrhea-nausea","related",0.410625397131087,0.8
"gang-group","related",0.584660562150019,0.737
"service-maintenance","related",0.465247536323119,0.6645
"summer-divine","unrelated",0.20312636342499,0.112
"rocket-wife","unrelated",0.227825093254962,0.025
"privilege-honor","related",0.57944858860453,0.679
"smile-treatment","unrelated",0.292828729539166,0.15
"route-medal","unrelated",0.25522833004745,0.075
"hero-close","unrelated",0.170555404250763,0.056
"romeo-juliet","related",0.666018830373968,0.9
"budget-phrase","unrelated",0.301674471232742,0.1115
"nude-naked","related",0.80599155759148,0.925
"national-copy","unrelated",0.23210316507036,0.093
"nickname-sell","unrelated",0.27389791931947,0
"tumor-cancer","related",0.659431621237791,0.9
"alone-lonely","related",0.624159849826848,0.775
"data-absurd","unrelated",0.216377566127609,0.05
"author-dollar","unrelated",0.20435718759018,0.112
"mud-vitamin","unrelated",0.228537438773345,0.025
"form-brave","unrelated",0.234424080712216,0.106
"ticket-hide","unrelated",0.348389298549562,0.106
"secretary-assistant","related",0.446731289409104,0.849
"jealous-sermon","unrelated",0.182568986526222,0.0225
"hello-bye","related",0.540164665114439,0.8385
"final-ultimate","related",0.637371290365872,0.817
"ridiculous-absurd","related",0.610367985020035,0.8925
"reporter-journalist","related",0.743438929493692,0.9
"tenant-landlord","related",0.493388549637457,0.85
"rock-stone","related",0.453396443850208,0.9
"room-bedroom","related",0.551531989886309,0.871
"bee-ant","related",0.295428436061025,0.8225
"daughter-son","related",0.506774631636849,1
"person-individual","related",0.729761898324173,0.9
"brand-generous","unrelated",0.22046979328126,0
"volunteer-voluntarily","related",0.63783757658764,0.35
"astronaut-come","unrelated",0.22671147538826,0
"bible-book","related",0.489739280300118,0.8375
"miserable-pathetic","related",0.391191983917506,0.777
"monster-chapel","unrelated",0.142170935271669,0.05
"africa-oxygen","unrelated",0.270198228049927,0.075
"tobacco-king","unrelated",0.191215538296866,0.0475
"internal-juice","unrelated",0.253501154928209,0.106
"seller-buyer","related",0.750524517085748,0.9
"safe-accusation","unrelated",0.205349893204805,0.106
"witty-military","unrelated",0.222378525354534,0.1085
"hospitality-gratitude","related",0.397919787147875,0.4
"rule-countess","unrelated",0.27972454303529,0.1175
"pub-restaurant","related",0.501723249283634,0.768
"layer-surface","related",0.339251363956294,0.73
"cabinet-closet","related",0.516993833487133,0.825
"tank-imprisonment","unrelated",0.178192234274375,0.075
"useless-worthless","related",0.820742938792199,0.8
"county-district","related",0.690451375249715,0.8
"useful-effective","related",0.574963090297747,0.367
"banker-honesty","unrelated",0.249945653744403,0.156
"gesture-around","unrelated",0.44077205230719,0.056
"doubt-suspect","related",0.554293531346038,0.7105
"regiment-sit","unrelated",0.245250198227482,0.054
"warm-building","unrelated",0.354192880955519,0.12
"marine-pen","unrelated",0.272538586150479,0.0255
"victory-defeat","related",0.596357043262341,0.9
"second-traditional","unrelated",0.415059989323892,0.175
"conflict-colonel","unrelated",0.254107230723283,0.107
"wrong-correct","related",0.591200031323646,0.45
"literally-practically","related",0.594645164780364,0.22
"impression-feeling","related",0.459868111814066,0.7335
"doll-intelligent","unrelated",0.248624443384323,0
"international-lonely","unrelated",0.256154766926719,0.125
"gallery-exhibition","related",0.489311871802633,0.8625
"guard-patrol","related",0.571217128274682,0.7935
"dean-professor","related",0.492943466486781,0.817
"dirty-abandon","unrelated",0.301652325592112,0.056
"sandwich-use","unrelated",0.262571444042997,0.1
"ping-bottle","unrelated",0.330571907282739,0.05
"concept-passport","unrelated",0.261476158571723,0.2225
"object-subject","related",0.635879138347741,0.575
"section-warrior","unrelated",0.2356060216436,0.05
"industry-alpha","unrelated",0.249069637826888,0.1125
"flag-symbol","related",0.499372183160768,0.8175
"tomorrow-parent","unrelated",0.222781691101536,0.106
"half-quarter","related",0.69408397546624,0.8
"finally-boat","unrelated",0.259116520983164,0
"loser-senate","unrelated",0.209809015583239,0.0875
"brain-sign","unrelated",0.270377507896638,0.15
"cable-wire","related",0.574100896614673,0.825
"conservative-liberal","related",0.621238351994574,0.217
"creation-destruction","related",0.412256472144863,0.234
"ufo-sink","unrelated",0.251485643267523,0.0475
"profit-writing","unrelated",0.245477447679315,0.2
"trash-normal","unrelated",0.28594709472823,0.106
"preserve-mayor","unrelated",0.268825426734681,0.106
"hold-keep","related",0.709189369975129,0.76
"hero-savior","related",0.483394089041554,0.85
"exciting-interesting","related",0.480233140674001,0.775
"nap-stroll","related",0.229915292193213,0.131
"distance-speed","related",0.527604870342631,0.6995
"blood-teenager","unrelated",0.20957799519399,0.113
"november-mixture","unrelated",0.203969971673051,0.05
"alcohol-happy","unrelated",0.208268413087576,0.1175
"help-title","unrelated",0.383890846463733,0.1425
"torment-torture","related",0.607126093106669,0.9
"hate-succeed","unrelated",0.22253792295703,0.056
"house-apartment","related",0.501728180371578,0.875
"ticket-passport","related",0.459543228183354,0.31
"cup-coffee","related",0.413670027164125,0.775
"original-promise","unrelated",0.342247104803048,0.167
"universe-whistle","unrelated",0.194827393892631,0
"construction-candle","unrelated",0.244616907936934,0.0875
"technical-mechanical","related",0.499261037314178,0.8115
"summer-winter","related",0.549106337150085,0.8715
"cabin-stone","unrelated",0.207313289200452,0.0875
"focus-prohibit","unrelated",0.240614542319671,0
"nothing-limousine","unrelated",0.16007255205131,0
"mars-venus","related",0.397682625265945,0.8125
"optimistic-perimeter","unrelated",0.147757965246571,0
"absolutely-completely","related",0.66125873167802,0.861
"accidentally-intentionally","related",0.614181117426721,0.727
"environment-atmosphere","related",0.437919942855186,0.7875
"phenomenon-event","related",0.498866429531929,0.8
"tough-hard","related",0.618147957929436,0.825
"green-orange","related",0.494615295726005,0.825
"telescope-microscope","related",0.540973365803475,0.8115
"secondary-reward","unrelated",0.297005330497961,0.1625
"crack-hole","related",0.336291713401095,0.6355
"fox-rabbit","related",0.448349467288782,0.8215
"carbon-shelter","unrelated",0.204795093675653,0.101
"change-improvement","related",0.435802783841131,0.748
"magnetic-electric","related",0.46498744523038,0.8
"land-fly","related",0.163952253626263,0.1
"treasure-navy","unrelated",0.289428755887685,0.125
"situation-crisis","related",0.485832378247021,0.754
"hormone-communist","unrelated",0.216142643024701,0.0225
"show-performance","related",0.518929097222808,0.76
"diarrhea-reputation","unrelated",0.175521986123345,0.0225
"colleague-friend","related",0.460773774825238,0.666
"sister-brother","related",0.752009472105006,1
"true-address","unrelated",0.251086862870946,0.156
"sherlock-watson","related",0.518817741407346,0.9
"try-attempt","related",0.70521949167154,1
"unfortunate-misfortune","related",0.710064082975066,0.8285
"forgive-demonstration","unrelated",0.201741826298163,0.056
"sister-championship","unrelated",0.256542139657705,0.1
"presence-absence","related",0.462635403455068,0.825
"plague-sleep","unrelated",0.239478004620884,0.1
"fashionable-recording","unrelated",0.142726720699525,0.112
"death-disappearance","related",0.410568144266973,0.5605
"daddy-mum","related",0.491051538061046,0.85
"permission-cynical","unrelated",0.200553668315641,0
"therapy-salary","unrelated",0.261957448780385,0.125
"wonderful-airport","unrelated",0.205592553842629,0.1
"calendar-prince","unrelated",0.206184495950127,0.1115
"job-muscle","unrelated",0.327517204038922,0.107
"anchor-sail","related",0.329977452220706,0.6645
"direct-directly","related",0.707007278411895,0.1
"crowd-audience","related",0.624303840570236,0.8
"mistress-lover","related",0.387430458226283,0.8
"cloud-fog","related",0.478441373777839,0.841
"status-position","related",0.391146229904733,0.679
"base-electric","unrelated",0.215519832693255,0.2165
"evidence-proof","related",0.507338548985676,0.857
"celebrity-atlantic","unrelated",0.167594587076369,0.081
"helpless-match","unrelated",0.203631415077479,0.056
"glorious-correct","unrelated",0.26700667640768,0.056
"diploma-graduate","related",0.471999811905411,0.807
"commission-empire","unrelated",0.248618621949166,0.2725
"bone-about","unrelated",0.287073065834428,0
"relationship-friendship","related",0.535737886166656,0.836
"wind-generally","unrelated",0.254862477382749,0
"stubborn-rome","unrelated",0.251737372345042,0
"factor-element","related",0.585893743554967,0.746
"artist-painter","related",0.522197196980693,0.9
"advertising-traitor","unrelated",0.139141831279304,0.045
"philosophy-religion","related",0.396793123827855,0.8085
"outside-inside","related",0.657038502114968,0.1
"financially-quality","unrelated",0.273311699876752,0.229
"anarchy-closet","unrelated",0.158733489504717,0.0285
"contact-connection","related",0.5872587171805,0.8365
"dessert-owner","unrelated",0.207154202365148,0.1185
"loyal-faithful","related",0.727821629694144,0.8875
"courage-probe","unrelated",0.263087735842029,0.1075
"needle-syringe","related",0.48153997286801,0.8875
"rhythm-predator","unrelated",0.180034536696855,0.0725
